id,puzzle,difficulty
57,8..1..6.....2..3...5763..........2.......2..47...4..16.4...3..793....5.....48...2,1.8
58,4..1...8...8....94.7...2.65.27....5..4.8....6.........76...43.......3...3......2.,0
59,....1..53.......422...7.8.....2...9...18..4..6.4............3..83...6..55621.....,4.1
60,..5......73...21.59......361.76....2.6..5....24..786......31...6..9......7.4...1.,3.3
61,.721......5...81......239.......4...6.......3.4.2...912..98..7...7.5..6......65..,2.5
62,....3.8....6..7.1...4....5...3.......7..531..8..6....2....412...28.........5.6..9,0
63,25......4...6.81..4......9...9...4..3..7......86..5....9.....466...5...3.1..7....,0
64,.....3...9..8...4.6..9512......3...1...2...6.7.4..6.2..3..9.5......4...7..731....,3.4
65,3....5.9.879.......1....6.7....9.2...67....4....2715....8.1.7..9..34..2..........,1.9
66,....23......6.49.1..27.....6.9...7...4......8.5....1..9.6.4..87.....8...8...5.4.6,2.2
67,9...3...8..459.61.8...1........42....7.8.....32.9..8........5...5.7..2..1..3...7.,2.9
68,412.......5.84.......7.9.......2...91.84...5.....35..12...8.53...7.....63.....9..,1.8
69,5..9....3...3.......1...47..8..43..54.....8..6..1.......2..136......6.....8.9..24,2.2
70,...1...6..9..6...5...2.8..372..1.......8463....6...1..5...7...1..74..........2.98,1.8
71,8..7.5..4.....4.32....1.6..9..3....8...95.2....3.7......7.6.3..5........1..8..7..,2.3
72,..529...8...4.7..........2..1......2.....94..94....5.6.....46..1...5....42.9.17..,1
73,.8..2..3...5.4....3..9...871..8.6....53........8.....9....3492.....5...37........,2.7
74,..9.....3...517....5.34..6..1......2.2.78..3.8....16..9.1....8...8..534..7.......,3.2
75,.1.4..5..78....1...2..3....1..8.5.3.......245.....4...53..768.........6.6...8...7,0
76,.9..1....5.....6...63..78.9.157.6....7.....6....1...3..5...3......4.9..293.8....5,1.3
77,.....87...2.716..4....4..9.3....9.2...1.5..7.7.26..........1..6..8...4.....36....,2.6
78,2........1....94...8.1...96...8.7.3.94...627.8.......4...5..74....2..5..4...7....,0
79,7..194....1.7...32....8.........56..36.....9..29...51....5...7..8.......9.....1.8,0
80,61.9..5.........7..3.....4.....9...19..5.2..3..13.7......18.....4....9..3.7...2..,1.5
81,2..3..81...8.57.3...7.......5.....9.....2...51.....4....4..9..67.......3..97.1.8.,0
82,..8.......34..86...526........7.9...7.6.5..9.......24....8..4.38....7..54....1...,3.9
83,.43..9.........5761.....3..2..63........947......7..6.3.7.2..4..81...6..5.......3,0
84,....2...3.9.8.....1....74...1.2.4..8.3........82..9.7..6...8.....5......4..5913..,0
85,7..........6..5.8......2.46..5..41.2.4.6........82...9...53.87...8......6..9....3,2.5
86,...1.5..95..3.4.......87.....26....498...37.23...2...6......1...98..2...24.8.....,2.4
87,.6.93.2.5...7.61...9....3..13..7.6..5....4........18.7...8....327.....6......5...,1.4
88,..4......2..85..6..9......7....9..51.8.3.7...6..2...3..75........84.2...32.......,0
89,...8..7..4..15....8.2.3......8...5.9.2......1..5.246.......3.4679..4...8.........,2.9
90,1.2.....54...25.....7........49..3.12........8...6...4...53....5....968.6...842..,0
91,......9.225..3...143.....6..143.........86.....71..38.....594.7.....8..........1.,0
92,...97.6.5.8.....4....3....9......7.1..42....61..68.....6.......8.54..........9.17,0
93,9....1..2.2..3...5.5.....6....6.78.....3.2.1.7..........4...2...3.4....629.1.8.4.,6.3
94,.....3....529.6.4........79.47...52..29...4...6...7....8..3.....74.6..9...3.5...1,0
95,.3.1..........8...6..3.5..9..7.4.2.1..462...8...8.1..7.7.....43..1.......52......,1.7
96,...4.........18..6..53..1..5.6.3..82.........1..52.7...68.....7...6...9..719..3..,3
97,8.913.7......5.41........8...3.12...7.86....3.6.8....1..........9...42...2......8,0
98,.....6..9.1....6......7.4.31..4......932....8..8.653...56..9.8...1.......2.5.....,1.1
99,7...........8...12..6....8...7.9....2...8...7.5..64..9..1.........3.6.2.93..7.8..,0
100,..61.....3......64...7....373.6...5.2..5.4........71....9.5.8...5386...2.2.......,2.4
101,15.7.6...........79..3......819..2........4.3....1..6....1.25...38.97......8.....,0
102,..7....3.......167.4....95.57...1.....326......1....4...819...69..62.3..6..8.4...,3.5
103,.......53.5.26.....61...4...3.75..41....8.........9..5.1.3....76.58...1...8.7....,2.3
104,4......31..........2986........7..6.2.....4...641.8..9..8.5..97.....4..5.9...3...,0
105,.8...1.....5.4..9...6.7.5..5.8.6..37......8...91.....4...69...3...7..1....93..74.,0
106,...4..23..9......5...153.....4.87...6..2..4..3.....1.7.7.9.5....6.71.........6...,0
107,.....2.5..93.85...........6.6..1...79........1.5.3..98...1..8..2..69....3.94.8..5,0
108,6..81...39.12...7....5.....1..357....93..1.........8....46..2.............8...9.7,0
109,...85..3......6.814...3.....1..634..........92841.9..5..9...5.........1..265.....,0
110,.23..8.....9.....4.....71....7..3.268...5..........98.5...7...8.4..6.5..3.6.....9,2.4
111,.95.........3...1..42.....84..9.18.....6.......7.23.51.7....2......6.5.765.....9.,1.8
112,..19....68......7.25...1.......7.3.......61.5....38..9..67.3.9.5..62...7.........,3.1
113,19........8...5.4.6.4..93..3......7..2.8..1....9.....3..85.....2...81.54.3.6.4...,1.7
114,...8.........4.3.69...61.2.5......82...13...9...4.......56.....1.8..39..3...827..,1.1
115,....9..3...8.......3....185.6.81.29......3.....79.4..6....7...81.4..6.7.8.5......,1.3
116,..6.2.7.45....1.9.3...4....7..29.1...91...2...6.............9.2..8...6....23.7...,1.2
117,............85..1....3.9...2.4...6..53.2.84...9..6..8.7.1.9......2..7.........2.6,0
118,.9.4.....62..3..85..57.....1...............24..7...5....9.2..3...8...4...3..871..,0
119,5...3.41....1.....6...7...9...8...2.92..1...4.769.......3....61....462.5.........,3.1
120,.2.316.....9..4..61...5.27..5..3..4..........74....8.549.5.3.6.8...........689...,0
121,.82...7......5...3937..4....7..3..59.2.1.63.........1.2...8.19.......5.....2.9...,1
122,.9....2..5...1.6..1....897...9.8....2173...49.....1....7.14..3.4.....7...5..3....,0
123,..61.4...3...7...9.9...2.4.....4.35.....8.....7...32642......9...7..94....4.3.7..,1.8
124,..5.4.9.....2...873..9.8.2.7.2..9...89...6.....3.1.....1...2...6..............436,0
125,.1..8..24..96.7........3...32...9.........53....7...8975...2...4....67....6......,0
126,.24....3......2.8....61....6..4.8..3.......5...53.92.......1...8.6.....5.7.2.3...,0
127,....1.92.3..........9.6.54..4.6....5.13..7..96........7..2.5....61789...........4,0
128,4..9..1.........2.....563...21.7.......8.59.7..94.....39..8.4..2.......5..82.....,0
129,3........86.9.1.....5.........3..5...134...7.9..6...8.43.8..6.9.......4.5...4.82.,5
130,7..4...2......7...2...3..6..4......5...89.6....1.2.9......1.2..3.......8...38..1.,0
131,9......2...7.5.6...4.78..356.2.4..7.......4.3..4..8.9......1..21.8........6.9..5.,2.4
132,.8......36.29....7...21.....79..12..45.....7.......4...94.2.3....13...5.........9,1
133,.4...9..2...231.....5...6.......21.7....9.4....26..8...98..5..15..........1..75..,2.9
134,..4..9.3.....75.......6.4...8...7...5...3..1.3....6.2.........27....2.51.31...74.,2.5
135,..7..39..9.....4...5.....6...1.7538....2.1........6.....81.....4.5..26..26..3....,2.5
136,9.7...4.8.6.1....5.....47...8...7.62.7.21........3.9..71.8.......2.418...38......,2.1
137,......6.....93.18..4......5..9..5..83...2..19.7......2.5......1.27.5.......6..7..,0
138,.4.....53...........592......9..851....51.72.....7.....6.4.1...1...5.3.......7..4,1.3
139,.....37....2..5....69.8.....27....4.8.....6.......8.95...3..954..5......4...67..1,1.6
140,.84..1...1.23.4.96....9.....1....4..2.....7..76.9..5......76..2....2.93..........,0
141,8..7............37..4..2..6....67.1..5..1.7...8..5.4..6...4..8...3.2.......1.6..3,0
142,3.6....58.2..64.....81..9......39....9.....7678.2.........7..1.1.56.8...........5,0
143,4.9....5...1..52..6..7....1.9......35...89.......3..6..68..741..............145..,2.6
144,3....8..6...7.....8....5.....12...4..58.3.9.....8.....7.....4...19.2.8..4..9...32,0
145,...8..3....6.....75.24...6......94...4...71.3..3.....2298...........8.26....1.7..,0
146,2....4..7.1......3...8.......7...3...3...695....48.7...6..795.....6...1.....2....,4.4
147,.2.....433.4.5...85...38....42..9...9.....6...6.....1...7.8..5......78....59.4..2,3.3
148,....8.3.4..21...9.87...9....9.7....8.....5.6..1..3....3...7....98....2411...9....,0
149,.....4..8.6.3....7.2............3.54..9.78......62......3.5.2....1....7.7..9..46.,0
150,...9..2.7.1..7.358...4.8........3..9..9......7....21..2365.....5.....76..4.......,0
151,.46.9.8..8.......63.967......8.....4..246.7.5................31.7...26.......195.,1.4
152,..8..5....39....6.2..8.35.1....2..7...6...24....6.4........7...1...5.689..3....1.,1.7
153,3..........14....8.96.1.....7..9....842.7...........3672..865..........49..5.....,0
154,8...3.....6.9.4..7..5....94..9....6...34.8....71.....55..38.......1...2.......4..,0
155,6......39.7....4..3.8.....1..7..6..3...15.28..2..83....35.62..4.94.3...........7.,3.8
156,18..5.42.4.7.61.5........7......651..52...7.3.9.....6...5.1..4.....74....3.......,1.6
157,........86...5.2...7..9..1.9.........6.8.4.2..2....6.53.7....5..9.4......8.6...7.,4.1
158,.....96..2.......87...5..29.......8...8..2.96..91.67.5.8......43..9.7.6......43..,0
159,13..4..7.....8...9..76...8.9.....76.....28.9.7..5....1......3.......2...34....1..,1
160,..7.69.5.91....3...5..4..2..7.61.............5...849....4...2.81..3...9.....9....,2.5
161,..28..7....8.6....57...2..93.4.8..2.7.53..46...........4...9.1.......37...65.....,1
162,4.1.5....875..9.3.2..3......594..16....1.....3.......7.....13....3...75....6.2..9,1
163,.95.....4.7...96........2..5...2...8....7..9....4...5...7.1.5....3.......4..82...,3.6
164,..2.1..7.56.....3.........26.185...3.5.....8.3.............9..8..962.7......419..,2.2
165,.8..5..3...28..7...59..7..........4....3...67...2..5.......369..2.....736.1...4.8,3.8
166,1..9..82....3...6...3.8...46....41.......9.....1..367..5......9..........9871....,0
167,......7.251.4....36...3..9...7..3..626.5.....3..9.8...9........4...9.1........8..,0
168,24....6....3.2.8....7......79.......18.3.7....5...64.....7.95.14....2......8.5..4,0
169,.....4..64......5..7.96..38..8....6.26.....1.....1....1..4....2.5.8.........5.97.,0
170,.....62..9.45..7...3..4.5...57.3...6.......1...9...4.5...278........39..4.2......,2.5
171,..32.9.767.5.........3...2..946.......1..5.392...4..8........6...9.....5...4.8...,1.5
172,98....4...5...2.....2..41..83.1...7....78........5.6.1........3...52..9..97....5.,0
173,...385...8..........94......5...8..2...1...7.72....49..34..2...5....37.6..6......,1.5
174,..64..7...9.2.........95....4...8...5.......918...92....15..92.....7.16...26...5.,1.2
175,9.7...1.5.......4..1..5...92....5...1...2.....5...347.8...92....39.....6...8..7..,0
176,5......97...7..14..9..1.2.83.....7...792.......1.3....7..6..9..9..8..4.2..5...6..,0
177,.....8.59..........8.5...41..2...6.....91...5..5..6..3.512.....9..8.34..6.......7,0
178,.....4179.3....6...9..5.3...27....6....6.7..1...31..5....2.....8........97.....42,0
179,.....12...326...7...153...4..7.9.4.5.2....79............6127..........16.5...3...,2.3
180,..9.54.1........4...6...3..6...4.....3...6.........7.324.8...3.5.1.2...7....1...8,0
181,.9.3.1.2..2......16....459.4..9.371......2...9..6..4..1......67.37.........8...5.,3.1
182,..6....5...17.....43.51...76.....1...492..6.....1....2..48...7..7592....2...3....,0
183,.9.......7.8...1..4...3..86..1.9...7852.....1..68..4.....78.2..........3....6..5.,0
184,.....8....5.6.....4...3...5..72.6.1...8..9.......4...3...42....196..72.........8.,2.6
185,...3.67..5.......6..7..2..9.2..9.3.......4..1.9.6....57.6.......49.5..8...1....92,1
186,..35.....8....7....47..2.8.....78.6356......8....4.....5.9...7........91..47.12..,0
187,5...8.......2.9.5.......1.7.69....48..3....1..78.9.2....7.13..............4.6.5.9,1.3
188,...46.7......89...39...5.6..42.....91.....3..6.9....4......3..4..5..76......9.17.,3.6
189,...4...5...6...7.....26.....67.4..8.45.1.96..2......1.7..63.4.....584..9.........,0
190,1...2......54..2..6...7..8......9..3.8........43...5.1.......6..2.8.1......3.59..,0
191,.2..3..8.57...1...8..6.7......8.47....6...9......7.43..5.....2..8.....79..1......,1.8
192,......5...18.....4..7.2.6.....27...96...582...7..1.35..24....9.1...4...3..6.....8,2
193,..2..18....37.5..6........3.76...314.3.1..6...............2.7482.8.6......9......,0
194,..9..53..4....1.9.........5.9..4.23.5..1.....264.7..8.82........5...37......97...,1.4
195,6....27...5..3....3..9.6..2...8......18.93.4.5..1...7....28.....26...5..4.3......,2.7
196,........6.1.63..5.8.....4......5..4.92.3.....56..7...2...8.6.14....4.....5....9..,2.6
197,...9.........6..53......2.61.3.95...52.1...7.47.6.....3.4..29...918....2....7....,0
198,..7.4.....9.....8.26..39.....9..3.7.3..6...5.......1..4..........8192..6.2..8.7..,3.4
199,.53...7.2...2...1.8..7.....5...6...1.....95..948...3..4....2......5......2..9.48.,1
200,45..29..8..7....1.6....1....2..98.4.....3.2.1..5.6......9..41.5.84....7.....8....,2.5
201,..4....8....2..4.7.9.16.....1...5..........4.63..29.......4.2.............8.7659.,0
202,.1......2..6....83....4......89..14....45.9...6..1..............2...3.58.5...6...,2
203,..8....6....7.415.1.......8.....67..3...196..5.......2..4......2...3..8.7.......9,3.8
204,1........98..7.34.4..3..25.......86..4589........4...2...962......1...7..3.......,2
205,1.63....8..7.......34.81.9.21..3.8........43....6.9..28....5.7.6...4..2.....6....,0
206,.8.74..39.34...5..96......1..15...4.....3..7..2..78........2.........9.854.8.....,4
207,.8..2.7....3.4.....7...6.593.61...4......8.6..9...21..2........4...598..8......9.,1.1
208,..5..96.2.........6..8.1.7.47..1.92.1..9....6.2...........5...7...6.....5.37...1.,0
209,5...7..96..73...........34..72..4..3....6.8..49....6.5..51....83....6.......2....,1.7
210,..8..1...9...3...5...8..69.8.1..7....9.......2....48576.....5....31267.........3.,0
211,...16..9..1....7.4...7.512.....94..2...3.....5.3.....7..1..6..9.74.......35....6.,0
212,..2....6...3.1..5....4.73.....5.....6....4.38.5.36...1.......76.8..4......71.2...,2.5
213,..3...5...4.3..6..2..8.7.9......934..5.....6.9.2.8.1......789.4..5.........4..8..,0
214,..89..7...4....5..15..8.6...7..3...5...........4..69.1.215.8...5...4.....3.2.....,1.5
215,...6..7...95.32...........5523.7....8.6.45............9.......8..49..6.3.3.1..5..,0
216,..5.....14..91......7..5.3.2.91.7..6...52.7....6.9...8..4....5.....7....9..2...8.,4.1
217,.6..982.1....2....4.8...5.....1...5...7.3.6........8...4.5...7..5.2.9..68...7....,0
218,.......5.5....81.4..3.6..9....7....18....3....1.4.5....97..6...4.....5..3......28,0
219,1..7..8..........1..49..7.39.6.52...2...164............19..8..4...1...8.8....3.2.,3.1
220,..1...5..9.8....2.4.2.6.1....9..1....4.98....78.6.....6....9.1.....5.96...3...4..,1.6
221,..9....168.26.........25..41....24.86.......1.43...9..3.............18....42.6..9,0
222,9.....5....4......56.7.3....8.37..1......2...3..9..28..27.85.....9.4..2........4.,0
223,.6..1.9.3...3.....8..24............7.9....1..6...2..5..8..72.4.23.16....45.......,0
224,.3......6...6..28.2......918...491..59.7.........8...7.74.65...35.2.7....1.......,2.2
225,..3.8....2.9..1......5.3..........53..19...6.8672..1...2..6......6.....4.7....83.,1.4
226,..2..7.3...8.69..4.791.....6.......77....456..53.....9............82.......4.52.3,2.1
227,..59..6.4.....7......25...7..1..8..6.2...1.7..8...52.9..6......14......829....3..,1.2
228,..9.46...6.....1....1.97...3...2..9.5.......8...9.87...6.8.9.13..2..4.7..5.......,0
229,...4...3..216...8......2...2.3.4.....6.2.3.58...9...6...51......3.....75.4...5.1.,1
230,8...4.2...2..3..7.1......5...87..1.6....6..8......47.9......8..6.32..9.79....3.2.,1.5
231,4.3.....6...7...8.9....84.5.....4..3.6.....24...6.98..2.........5..16...1..2...3.,0
232,..57.3......4.....819.......67....2.5...1......3..9......324..8..2...17.......6..,1.7
233,4.93...85..5.....12.6..1.4......34....89...2......5..3.5.....7....28.1..8.2......,2.7
234,2............9.58.735...2.6.....217..6...5.4...2......3..4.6..71....9......7..6..,0
235,3....15.....6.....98..2....1..9......64.5.2....3.....7.........8..1.4..5.45..89.3,0
236,........3.2....5..7....5.9......2.81.1..6..3...3..4.2.....1...454...89...81.9....,2.2
237,..2.471.9..7..........3...7.2.4...7.8..97.45.6.....2....9..5......6....3.5.......,2.2
238,.3..2.......1784.3..........57....9......6...96.3..2.....63.179.9.8....2...5...6.,1.1
239,4....3..75.9....8.3..6..21....7.89.2..6.........239...6..1......82.....6......7..,0
240,7......2.5....4...982...1.6...91.2.5..5........8..53...1.3......4..2.9.....8..71.,2.7
241,3......5.2.7..3...8....69.....6...83..9.1...7.....2.......4....6..5...41.81.....5,0
242,.6..15...3.....9......784....5....4...7..23..9..6.........4.7.1.8.75......38.....,1.4
243,..75..4..6814....7.......3....8.1...86.324......65.92.49....762.........3.......9,1.4
244,3...8..9....1......7.9..8........9.....635...1...2.75...1.7...3..5.....28..4.1...,2.5
245,2...543.8......2...3.....16..2..8...41...2...78..1...2.....685.5..7........42....,1.8
246,.24..9...7....3.1.1.95..2...........8....6.....587.4..2..91..86.....4.75......1..,2.2
247,..2.368.7.1..8..4........6..986..........4..6...8..7.99.12.3..44..............17.,1.2
248,1...6..3..6........8.9..4...7..1.3.5...8.2..72....49....375....6..........83..6.2,0
249,16.....9......97...2..6.5....7....6.4..13...5...2.....3..7.....8..62...4.....8...,3.8
250,.63...18.8......9.....5.....1...756..4.2.....2...3.8..4.9........75.4....8.91....,1.4
251,.8...2.....54.....32..7........9...5...2..18..581.....2...3.......8...73..45..21.,2.1
252,....2...17.59..2....9..8..6.....1..2..7..6.48.8...36....3.6..7..2......5.........,0
253,..2.........5..9...38..24......4.8.6..3.....59...2....3...7.....8...6..1769..8.5.,0
254,.3...6......482..3..1.......4....5.91.5.7......2...1....4...6....7328..4....1.2..,0
255,.21..5..9..716.2.........57.....73.1.7.4.1................3.48..92....3..8.......,2.6
256,89.......3..7.......4..2...7..93......2...6.....4.8..3..6.9.5.8....4.3.6...5...9.,2.8
257,2.6...5....5....8...97..3.....4.7...4..8......9.....217...16..2......64....3.....,1
258,..8..1..951.4......9.85..3.2.....5....7....16...9.......6.7.8......1.6...5...8..2,0
259,89....4.2..2...1....5..8..3..4.396......2...8.6.....5........1.457..3......58....,0
260,....43....7...1..31...6..479....83....2.....4..423.9..........27......15.5.817...,1.7
261,36.....8......5.9.9.41..62..36....7.7..4....14....8........9.....785....849....3.,2.2
262,.2...9..1.4...8...3.8.7..9.9.....642..2.....3.....7......6...5...5..27...6..4.9..,0
263,........16....3....92.5.6...278....945..............3......7.6.916.8...3.....5.4.,0
264,........9.8..7..6..1..823...21........5.6.1.3.6..1..72..753......6....4.......5..,0
265,........772.9.85.3.6....18..5..3...9..4.8.....9....6..38.1.7..691..........6..2..,0
266,.....8.1.4.6.....7..7.5.9...9.3.1.4.3.....6..5.1...2.....4...6..5..2......45...7.,0
267,..4..16........32.6.749..1...8......52....7.......7.9.....6...5..3..4.8.41.9.....,2.2
268,78..1....4.3..5....2.7....5.9.3..87..6.1...9.......3.18..9.4.12..6.....9....6....,2.2
269,......58..3...5..626.84.9....8.5....3..7......49............4....32.7......9..3.5,1.5
270,........36871...2.9.5.46....96...78.4...7.29..7......5.5.........29.5.4......3...,0
271,...6...1..98.......349.....7..1..2.....5...31.8..6.5.93....2...4.53....6..2......,0
272,.1....9..9...4..5...6.....4...8......6..59..258..1...9.7.4..1.81......9...4..37..,4.5
273,.3...2.....8.49..1.4.561..3...2.3.8..8......4..6....5.5.....7.2..1..5....6..7....,1.8
274,.6..1..9.2.436...7.7.8.........3...2...4......3..5...94..1..2.67.....4.35...4....,1
275,.1..4...8....78.....8.2.4...657.3......1....3..9.5..1639.6....1.........2.....5..,0
276,...16.....4...7.1.3.9.......3....5..1.8...69..7....2.1.6...5..725.7.4.....3.2....,0
277,2...871...4.....6.....2.95..759.....9......8.....516..6.........1.7.4.2...8......,2.3
278,..3..95.........682..5......6..3...7729...........6...6..2...81....1..5.18..572.9,3.7
279,7..4.......32.79.6......25......5...4.683.....8....163......68..3.......8....6.29,0
280,8.......6.96...3.....4.7...7...1......3.....4.8.6....2..4..35.....25...8.6.1..7..,2.7
281,5..267.....1...37.8.........49...1...8.3....4..5.8..63.93..6......1.5..........4.,1.9
282,..4..1.832.....6....9.3...7.....69..19...53.....7.4..........9....487....25...4..,0
283,7....8.5...87...213....48......59....4....73...94.7.......6.1..1......736......4.,4.1
284,..4....31..2..5.4..5..1....34.....56....38...5....9...6......9.....8.71.1.7...2..,0
285,658.9...........7..7.4...2....7...8...3.2...94...5...21.....8.....3195....45.....,1
286,.8......6.753...2.9..71....7.3.4.5......8.......5...72...63.8..84...2...6....4...,0
287,..9...18.1.....4....71....33.4..16..781..4..2.6...7.......6.53...2.......5..4....,1
288,..6.95.8......479..14...2...5...2..8........3.9..8..........4.553..7.6...67......,1
289,.......4.....1.8..28...75..1....5....57......8..1....3......7.2..1.....53.4.9..1.,1.1
290,4...76.........1...65..2.8.352....6..9.8.......16.73....67..9...8....43.5..3.....,1.4
291,2.1.....3.7..85.42.5...6.....9.........92..183.....2....8...43.69.8....1.........,1.8
292,81..9..7..9..7...8.4............92.49.....3....3.1.6....6..17.....35....4....8...,1.6
293,..32..9..71....48....6..7..3.9...5.....4.....5.8.....28....2.5.....962...91......,1.6
294,...2.9.3.1......54.8.7.....92...3.4...19.6..3....4.....3.....7.5...9..2....6.1...,1.9
295,....96....95....24.......8...3......2.4.81...16.5....7....3...18.....4.5..17..8..,2.1
296,...3.5...53..6.8..97.1....3.8....2......5..1..4.8.....8......91.6....5......9..87,2
297,.973...4........5.43..5........1.8.6.......9484......53.25.9..1....2.9.......1.3.,1.2
298,...5...1.5...2.3..4.....7......9.....5..4..6.9.4275...7...........8..1.2186...9..,0
299,3..2..7...4..8......64...8...3.4.1.7.51...4..4...592..6..3....9......61..7......2,2.4
300,.3.5..2..1.2...9....5.6...4..........6..3.4........8534...8.1.....3....7.879.6...,2.1
301,......5.....4...16..15..9.8.3...264.6..9.1..3..7.....1.....6...8.9..3......7..8..,1.6
302,...6..4.25.7.3..69.8......1...35.......7.......6.89...32......6.7.9..5.......21..,2
303,..81............45...5.29.739....5.....3.......2....16.46......73...4........965.,0
304,1..2..........17.....3.8.5664...5..8..1.6...2....9..6..5....3....2.......38....4.,1.3
305,7.23....1.....1.9....8.95.7.4.1.8...1..4.67.9.2..3..........1...1.....524.8......,1.8
306,.64..7..3.......6..93.1...7...9....1..5.8.9........7525.619....83.76.............,0
