id,puzzle,difficulty
74,.2.9..6.7..........7986.4...........5.3....417.1659...8.6.1..........7.2.......5.,0
75,....5..1..3.6.978...68...3...1.6.8....8....65.........9...47..1.....5.9..7.9..4..,1.5
76,6......472..34.56....6........4851.35..9.7.8.............7..4....1.68...7.....2..,0
77,.73..4...6....28........16.18..9.........5..7..2....4...7.6....4.9.....2.3.....95,0
78,.....4....9.....714..5.9.......93..88....1.25.7....9....2...1.3.1....69.5........,2.9
79,...3...47.8.6.2.3...........4..819.........6.5...6.4..716.58....5............92..,2.2
80,.5.3........29.48......4..1..8...2.6.9........63....45.3.....9.7...193..5.......8,0
81,9.....73....4.16..3..9..5.4....79......1....56..8.54.....5.....12..6.....34....8.,0
82,2..6.1.............6.78..136.5.984........7.889......5.23.....67..........193....,2.8
83,.....7.....291.....53....2.7..5..39..6........4..817...26....8.1..3.86...........,1.2
84,.8.7.......1...69.4......3........6.1.5.32......1..7....4..3...6..24.8......8.1..,1.9
85,....1..95..8...64.4........2..5..4.1.8.........783..5....451.6..3..9.....7.....1.,1.7
86,.9..1.85.........6..6..439....9....3...8.....37......2.8.4..6....1....2.9.467.1..,1.7
87,.7.65....4.1.9..75....8......4...76......8.51......482..537.1.6..6..2..7.2.......,3.6
88,.9.....5.3.8..2.....6...7......8.5165....6.......39.....2..78..9......32....1..4.,0
89,...........321..7.1..79.5..2...4...6.....245..76....9......9.24.5....9...1..6..3.,0
90,...829.....3...8.........12.5.....8.....14579..4..6......9...34.9..7....3....5...,0
91,......7..3..19......1872..6.....5.7.81........3.7.....95.2.34........3.5.....12.8,0
92,.7.......9..5..2.184.67.......2.7..8....8.9.......4...7....3.....6.5.1.9.8..1.3..,0
93,59...32......87.6....1...4..7....1..31...675...6......9.1...4....53.1...82.9.....,3.7
94,...2....7......6..4......9..6.7.3.....54...8.3.78...2...237...4.4....2...98...1..,1.4
95,.139.8..7........35.....2....2..6.1..9.35.7......89...95.4.....4....15..........8,0
96,...7.......9125.8.........9..2...5.8...51.4..3......6..1..593..2..........5.8671.,0
97,...5...6...93....1.6..7..2.....2.5...2389..........6..8.....73...543........1.8..,1.8
98,......41.3..7....86.49....22...53....7...4.2....8..5.1..23....78...7.....53......,2.6
99,1.2...........7.4.......16.8..........3.4..52..62.391.....5...7.376.9....6.4.....,0
100,75.39..2..6....9.....4...8.2.37.........1..48....3.6.....2...3.....71...4.1......,2.3
101,.....5..2....1..8.4.3.......8..57.26..6.....8......7..89.7..6.3.4.9.8.5.1....3..9,2.9
102,...58..7.3..9....6..57..2...........5....3....928.76....7..8.9.......86.91..2....,4.2
103,4..9......1...8.677...56..2.2......8...4.........8.51.29..6...1.......3...823....,1.9
104,...5...8...2.9........17.6.9..........3....4.84.2....75.6...9.8..7.3961..9.......,1.8
105,69....3.5..8..6..9....14.............67...15...4.91...3..1.5...5.....2.8...3.9...,1
106,2......9...6.9..3...3.52..7.3.......51.4....2..2....7..4.8.13.5...6.....3.....8..,2.4
107,....3..8.4.1......79......6...17..2..8.95.....2..6...49.3.....8......6...1.2.89..,1.4
108,....1..4.4..9....2...38.7..39.4......2.7...3......85...57..6.............84.5..9.,0
109,...279..848.........2.85..69.1....5..7352..9.2....1..7..6..........38.19...7.....,0
110,...2..9...6...5....4....75...8.3.51.1.5.......3..9.....1.....64..24........68..91,0
111,....3..8...3.9.16.6...524..91......42..7....93...4.7....5.......2.6..........8.3.,1.7
112,.......51...9..74.68.1......3...56.7.2..4...5...7.3.9...52.4...8.....2.4....6....,2.1
113,.9...182....85.....8.29..1...9.47..262......9..7...6..2.3914....1....4..7........,0
114,...63..7..5.2..8.3...4..51..31....8..8...76...........1.2.6......7.1......3..8...,0
115,4...2..8...25......7..9...6...7..41......63...3..847.9.6...1.7..8...........4.6..,3.2
116,18.263....5.....1...7.....8....4..6...4.81...93..5...4......8...2.6.7.53........7,1.8
117,8...5.2....9...5..4..1.6.3...7...8.9...8.....31..4.....4......219...5.....56.....,0
118,1..7....5.97..64.14.......2..4.3.......4.5...53.....2...81.3....7.9..6......6..8.,1.6
119,...64..9....7..2.5.....8...94.....6..6.8.43..3...5..2..1..8..766....25.....3..9..,1.1
120,..3....9....1..7.66....7.4272..4.....95..8....8.....6.........34...6..........82.,2.9
121,.....6..28...2..1.5.........4...3..77..5..28....28...9..3..2..6..96.83...753.....,0
122,..9....6.6.3....7..82...1.....6.2..3..64..5...1.8..6......78319........2.2.3...8.,1
123,.6....8..9..2.6..7..3495......17.......5..3.2.........6.5....8...9.1......29.4..6,0
124,7..5.....65..8........37..2.4.8...1..729..........1.79.......8..6..4...3.....619.,2.5
125,.....23....9....57...6......5.4..8.......6....71...9.5..3.9....9..53.1.25....1...,4.6
126,8..6...9...135..........7..24...5......1..53.1.9....8...8..1.4....98...6...2...53,1.9
127,58........7.9..3....4.2..58..........5673....8.1...74.....7.........9.6536.4.....,0
128,.....4.26..45..3.....3.7.....5....6.146..9....92..3..5.5.8......3....6....1.2...9,1.8
129,1.......6..9.5.....2...6.....3..19..4....2.......785.1.72.3.8.5.4.............3.2,3.3
130,.85...7......64...4.2....5.........6.....2819..36......1..98.63...3........4..19.,0
131,...9..4.2....4.1.6..9...38......4...4....7....6.591.........23.....25..139.7.....,1.7
132,5..6.....7....1.26.3....5..6..9.7...4...3....358..4......7..2581......7....3..14.,1.3
133,9...8...286...49.....3...7..3.64.....4.1...........2.34....78.1...........693....,1.7
134,....5.3.........21...8.4.5.3.4.1.7....82.........48...7.....245.9..8.....2.1..6..,0
135,...25.....3...6...1.....37..7.5...69.85.....2..4.........71......89..4.6.2..8....,0
136,94..........5.84...6..........86..711.8...........45..47.1.5..3.....32....642....,0
137,...4....76.28..4........16....54..1.1.4.3..2...8........9.1.7..7..6....384.2.....,2.1
138,3.9.......8..6..........5....7....9...587..1.9..1.26.....9....7.32..8.....17...2.,0
139,5...6.1.........4.....217...8..96.2....1....6.3.4.5.....1.59...8.....9.32......8.,2
140,9.4.12...5..9.83.2.........3.......7...59.6.3....6..8.4.....8...2.3...6........4.,0
141,5..8.4.2..3.7...4......5.67.6.27...8..9...1....4.1.3...9..8....62......5.........,2.5
142,.....8..2....1.....153.7...6....29.78.7....6......9.....2...3..75.4..8..4.8...6.9,0
143,......51.....948...8..3...229...6...1....5..6....1.39........2....4.198.45......7,0
144,6..8..93.....2..4.4...531..5....2....1.....8.83.....6...4.6......9.....7......2..,1.8
145,...92...4..5..4..6..4.7.52.8..59.....6.8..9...7....6.....38.7..91...............5,2.7
146,.7...14...6..45..2....8.3...93....4.6....29.1......5..5......1.......63.7.89.....,1.8
147,.....8..3...6........21..5873...4.1...2..1.6.8...5.7....5..23......4..........9.7,0
148,.4...1.....67.....2....5...8..5.9.3....8......92.6.5....8.....2...94.7.65....6..8,3.4
149,...8....7...3.6.....127.39.6.....9..37...92...1...458.5...2.8....4.....2..3......,0
150,....4...5.69......3..1......5...14.38...6..1..4.5.8.....6...27...3..71..4........,2.8
151,.26..3........85.141.5....9.9....7......24.9..5.7..4..2....53.....69.....4.......,2
152,........17.8......12....9.8....3......72.8.54.5..9..2.28..7......4..53....91...4.,2.7
153,.......79....718.....2.......35..2.7..83......67..8..44..1.9..317..5.4...........,0
154,6..825................645.1..1.9...553....6...4.....3...3.1......9....7...49.8..3,3
155,.5.9..1...9.....8.8..3.1..53...5..4.2...36...57.2.........724.6.6.5..7.........58,4.2
156,..1....9.....8.7..4.9.....6.6.8..4..74.....2.....52......2....3.1...5...38.9...61,4.2
157,1....957.36...2.14.......8.....9.8...8......1.3..6..5...53.1.6.....2.......4.8...,2.1
158,3....1....67..215....7..9...7.3..2.....8.6.919.......521...9..4..4.....96.32.....,2.3
159,..38.7.1...........5.3....96....42.............419....2...8..93..9.....251.....68,3.4
160,9.......2...39.5..1.8.4....2.3..7..........6..8.6.1......47.61..9.......4......89,1.1
161,.4.6..1..2.74..8......8.4.378...3.5.5...6..7.4.....9.....7.1.....1.52......84....,0
162,4...2...125..........73...9.....5.........4..8.3..6.2....1..546.8..6.....7....1..,1.7
163,...4..12..2.........3....498...94.....2.1..7.5.62....8.6.5...82..4.2..5..8....9..,1.8
164,..9..86....5.6.....6...27.5..14.7...7....3..24..1...........97.1...4.36....8.....,3.2
165,...4..9....4.57.......8.72...26...93.....4.....6.......7......8..58..2..6.3.754..,2.2
166,6.4...9.....2....3.......85.8....5.97...894....1..7....2.34....3....6.......75...,0
167,......3.8934..7..6..6.......43....7...95.........29....5..8....8.14.3.9....2..4..,0
168,.6....41......3.2.7.54....969..3..7...1......538.1......394...7...6.....8......4.,3.3
169,.1......5.794.....3....7......56......57...4.....82..1.9....1..63..21..8....4.9..,0
170,.39..8...1...7..98...6.......87.65.9..59..2....2..4.6....34......3.65.82........5,1.6
171,285.9.7.......5..37...8...4.4.6...8.91.......3....74.....15......94...7.......6.1,0
172,.8......2.5.3....92.6....4....9..1.7.4.....2.53.2..8..3.2...5.....51.....9.....8.,0
173,8.7.3...4....4...2...85.6......6...79412....3.6...5.4...9....16....8....41.6.....,0
174,83.2....9...7..8...7......2..9.7.6...6....5..3...4....6...94..7....21.4.54.......,3
175,3..5..74.5..49.2.8.....1...29..6....7...54.2...8....6...2.7...9..56......8....4..,3
176,3....6.27...3....8..4....9..6.......1....9...94.1..7.6..3.5.47...8.....9...9.2.5.,1.4
177,.8............15..67.2....4....78..9..4.9.6.........7..1..84...8.6....35......1.6,1.6
178,..18.....7......1..5..13.......3615.8..7..4..4...9.3.....65..8.5.4..9.......4...2,1.6
179,.462.3......4..5.........1.9....7.5......8.4.4...35.26..........8....1...12.5..7.,2.5
180,4...63.7.95.......1.7...8.4...4.2...5...3..4..6......3..25..3.......41.668.......,0
181,1..8....22...3..9...3..917...8......9.........5..64..1.7.5...6.4..1.83........2..,3.1
182,..5....4.....4.....9.56.....1...58.9.89..26....7.813..7....8.5.........8..6...2..,1.1
183,..62.....137......49.8..17.......5..9.1.3......39............1.....89..7.2.4.68.5,0
184,...5..6...9..3.72..3.91.....69......2.7....5.18.........8496.3....3...1.....8...9,1.9
185,....6..3...6..89.......31...9...2.7.1.35....4...7.6..37......85..4..1...9..8.....,2.4
186,........68.......9..925.34.576..3....8...7....2..8..........5.4..71356...3.6.....,0
187,9..7.53..6......97.5.2.6.......1.2...4.5............56.87...13.4......7.1958.....,1.2
188,..2....35.....9..6...6..7.......3....5.4...289....8...6..3...72..1..45..2..16....,0
189,..4.9...3.1.8.....5.6.......6.....427.3..65.1......36..9.12.63....9.71.8.........,2.5
190,.92.8..31..6.......4...96...6.5...1...9...8.4.8......7...94.5......5.....183..7..,0
191,.....7...8.73......2....4....1....6.2..8..7.....45..9.54..2...81...8.5....3.6.2..,1.3
192,...6...1....1..8.7...9..5....1..2.8.9.....6...7..8..5....3.7....3.....6..58.1.7..,0
193,1...9..2..2...7.....5.1...82...5...6............8..39..7....4..4....673......19.5,0
194,.8.9.3....1..4..8....5.6.......7...373.....254.....1...4....3.....2..5..6.......4,1.2
195,.3....4....5.7......2.4963..5..18.9....6..2..........1.1...2..5....6......4...7.6,0
196,....19.....52..6...9.6.......7..4......1..93..63.7...8.52.8..7....4...2..4..9....,1.8
197,.......65..8.19......2....99...4.52.6...8....7.5.6...4......3..5....4.....26....7,4.4
198,......7.2.2.8....1.7.....3....3..1..5.3..9...6..7...2...6..1..7.....3.8..3826.5..,2.5
199,8...2..63..........371..8.59..3.7....75..6..4..6........3..5..27..2.85...6......7,3.7
200,......48......7.9..8.1.3.758.2....16...8.4.3..65......1..4.....6745.91...........,1
201,....1.....3.8.49.28.2.......6.4.7..1....6.4..4....15.878....39......3.1.....96...,0
202,..3..2..8.........2..13..65.213.....9....8..45..96.7.......6....7..4.53..1..5....,1.6
203,..82...9....5....49.....1.3.963.5..1...7....8...6.9.2.7......32.1....5...5...7...,2.3
204,....3...1.......25.8.7........67......3..5.4......9.6.42.5.16...1.....9..78.6.2..,0
205,.8...9..........3...6..3548..74.....3.1.5.....62...15..2..31..9....2..8......7..2,0
206,..3...7...5......2.2...914..6.2..8..9.......78...5....13..9...5..41.26......3....,2
207,4...7........98...8.2....15....8.5....57.......6.43..8...321..76......4..9...7...,0
208,......7.6...61.45...9.....3.7.....34..52......3.15..7.19.8....2........5..3..6...,2.1
209,.3.......84....7...6...75..........6.8.5.4.....23.1.5....65...49..2......21.4.9..,0
210,1.4....9......5.....8671.4......3.54....17.8....5....3.4....619..1......7...9..2.,2.3
211,4.....38...68.91........9......37....7...6.3.....9...77..5.8.1.2.5.7.6.93........,1.3
212,45.6...8.9.......22..51......3..97......3...8...1.7.5...1...89....96......2..4.3.,1.4
213,..8.1.........841..2396..7...2....946...3.8....1...........5.67..9.47......2..9..,3.1
214,.93...5...524..1.7...2.6.......38.65..........1.6..97.8...4...9.......58.....76..,2.1
215,..8..5...7........1..98.657...6..7..48..7.1....9.12..4......9.3..1....8.....2..7.,3.4
216,..7..8.....6..29...9....4.5.....6.19..3........47.....6...8..9.1...2.75..8.1.....,0
217,......63...4..71..17..2...5....324..5....1....8....3...5......47...9......2.14.9.,2
218,...51..3.5....38.4....4...............3..56..82.9...1..3.7.2.46....9.3.1..21.....,0
219,......49.2....6.....34.......5.9.........2..79..8.1.....654..1..24...83..3.2....5,1.2
220,4...8...3.1.39..6882.....5..8...5....7..3..2....7...1.....1.9...3...9.....2..4...,2.7
221,.7...6.3...9..7.....3.5......7.....2....9.687.1..4......21....38......5...4...76.,2.1
222,6.271....49.....5.............4....8......7....8.6...1.2.54....145.7..2...78..6..,0
223,.8.3......19..8.......4.5.......92....4...67.86..74..1.4...5..9......7.2..18....6,2.9
224,...38.....2......9..14.5.6..6..7.1....5.61.....9...3........4...34.....529.6.....,2.2
225,......7..6....1.3.49..7..6......4..15.7..9....3.....2..845....7....2...82...4..5.,1.9
226,...9..8..6...27..1.374.1...34.1...8.2....31.5...5.............2....78....2....93.,2.8
227,.......9.5..3......6.5.....2.574..3......8..9.1..3.8..94..6.2..8.......6...2....5,0
228,...6..35........2874..28..91...92..62..8......975.......2...96...9...4.256.......,1.3
229,3............7..38...4..17.9.4.1.....5....98..723.....4.12.....5..6.........83..6,0
230,..9..23.84....8..93..7..2.1.31......2..45.........6.....6..........1.8.3.7....9..,3.5
231,...32..7.....7.4..2.4.........56...11.8..25....3.......45..682.7.......3..2..5...,2.1
232,...3..57.4...1.2...9.6..........8.9.3.6.27...9.......8......8...71.6....6..5...4.,2.7
233,..98....3....51......6.3........637...25..........9.16.74....2.3.....15.5..2....4,2.5
234,2.......5....43....89...43..718.........74.8...2.....1.1..3.9...4...9.5...5.6...7,1.5
235,....6....157......3.2...4.8...731.......8.3...9...6..497.........61.........4.15.,0
236,.3.8....191.4..5.8...9..6.........56.6.1.....8.7..9.....5..........3....2...7..3.,0
237,36...2.....8...9.619.....4..3...4...8...2.4....1.6.53....48..7......63.1..2......,1.5
238,.6...5...2...86..4.81..9..5.9.3.......6....4.......5811..5.24.....1..3....2......,1.5
239,1.7...2.55...614...32....8...4...19.7.......8..3..5....7...8...2....9.......7..46,2.7
240,.2..8.4......613..7....3..9..5....2..8..4...6..1..95........2.5..7.1......9...16.,1.3
241,..9....635..9.8..........8.1..2..4.76..7.....9....4..82...4.9....75......4..1....,3.2
242,.....5...18.6...7.......69.9.2...1...1..7.....5......34...8...7.3.7..26...8..9...,2.1
243,..7....5.9....3.2..3...2.1..7..1.4.......576..2......5...8..3..51..9......47.6...,1
244,.....5.....63.....4.9.1..8.....6.92..17...5.4.4..3.8..5...2.....84....56.6....14.,2.3
245,..736.........78..8..2....1.3....9...8..76.5.9.14......9..53..........3...5...7.2,0
246,..27.651...8.5...3....3.6.8.5.86...44.....2...97....5...............1..7..42.3...,0
247,.2...3..83..85.7..4.......35............9.6.2..176.4..6.24.1.............5...781.,0
248,9.35......7.6.....4.2..78.6..6...9...1.84...23..1...7.1......27.......4....7.2...,0
249,.....16..1.4.....8.674....1...8.5..7..3...5..2.1...9....97.6..2...59..1..4.......,1.9
250,5....8.2..........4.2.6.1.......4...2.9.3......5.2.9.71..84.65...63......3.....9.,2.9
251,...6....35..3.......2...9.5...49.1..29..6..4.7.4......6..8...37....3.5.......2.6.,2.3
252,...2.3.7....7.........8.21..27...4....9.18.3..8.4.2.6...5.6..8..........94......3,0
253,.4...5...3879....6...4..1........8..6...583..7..2.......9..7.1.8.....957.....4...,1.6
254,3...57...78.....6.4....82.......47.1..5.......1..6..8...93.........8547...4...3..,1.3
255,..2....5...612.....17.85....7.4....8.6...31.7.2.9....6.4..7..6.....9.........4...,3.2
256,........9....735..6......42.3...1.....5...6..128.95...48.........74.8.......1...7,3
257,27......46...43..2...2...97..4.....9....91...7...8.13.8.6..59........8....7.6...5,0
258,8..............2.6..7..5....92...4..54.6....37..3....1...953....2...8...4.3...5..,0
259,.........71.9........14.953.5283.1...84.....2.....63..97...3.6.2.........3....8..,0
260,..51...7....3....6..2...4..14..5.......7..89.3..8.4.65.1..3..5.9....8.4.2.7.9....,0
261,...2....637...5.8....1.7.4.....8...9.1.7..83.75........65..........41..79.....2..,0
262,....69.....3...48......5..3........712.9...6..574...3..9..2..7......4......1.65..,0
263,..5.........8....2..8.736..21......4..7.6.....9....78......4.765.629.......1.....,0
264,.1.2.6....39....4.28.5.9..6...72......3.5.7........468......6.4.2.3..51........3.,1.7
265,2.....3..3..8.9.4..67..4.8...6...87.4...5........27....1....2.....3...64.8.......,0
266,93........1...64.2..8.2...3....9..7...5..7....4.8.3.....628..9........4.2...1....,2
267,..3....4..6..9.....2.7....6....2....9.......1..61..83...5..948.........567..3....,1.6
268,.......4.2.94...8...638...1.7..61..88.....1..4....5....8.5..673.3.............9..,2.9
269,..43..2.9.9.4.8..1.3........4...2....519...3.......6......67.18.........5...89...,3.6
270,...8.....46...92..5......389..142...3......6..1.....7...4..5.......27.........41.,0
271,..9..628..76.....18...4..7..6.5.192.153.6...............1.....85..4..3..9........,2
272,.7.52...9..9.8.....4.......26.....9......58....3..2.769...3..513..9..42...41.....,1.1
273,4.5.......1..9....3.958.....5......1......76.162....539..16.2....7.5.9...3.......,0
274,..2...5...815.2.......1.....48...7......3..59..58.9.2.6...4.....7...8....1.65..3.,2.2
275,4..29.6....3.1....2....637.5...6.9....1.......2.......6.2...4....74...2.9.......5,3.2
276,...7..6.9.7.9....2.....63.4.54..2.3..8...1..6......4..2.36..5..1.........9..5....,0
277,..4....6.35.2....996....1.......6.9.1.3......7...49..3........8..7.1..264....7.1.,1
278,..8.4..........645...2...7.389..7.......65.3.2...............5.5....3..9....762..,0
279,.....25...2.5.4...67.....3.....2.6...4......11...6.4..3...48..54.82..7........1..,0
280,6..1.8..51..4......7.........16..59.9.6....7..5.87.6......4....51.9....7..2.1..3.,2.4
281,.2....3..438.....2.......8797..5....5.....974....4.5......236...138.6.........7..,0
282,5.8...7....6.3..52.....4...4.2...16.3.7..2.......5...82...9.........7...67.8.14..,2.8
283,....9.....8........7.8....51....8..63......2..2673.1.9....7.63...3.24.5.2.....7..,0
284,.1.........5.64...2...9...49..2....5......9....6....821..7..4.35.2....1.....8.6..,0
285,..........47.........6.8..1....8..5.2....5.1.51...284.....4..6....7..2.3.79..6...,0
286,....75.3.4.....2.8.9.6..1....1.......5.8...9....7..34.2....35...8...6...6.4......,2.2
287,.57..1......9...21.6.8.....4..5....9.........2....6.13......3.2.71..8.54.....7...,0
288,....294.....64....7..........8..65..6......43..35....1.2........8.3.47.5..18.....,2.5
289,4...8....6...25..1.2..19.4.84..3..1....16...5.5.7..2...3..........95....9....386.,0
290,.5.96.8..7.....1.......3........4.2.......95161....73....7.256..9.6......7.3.5...,0
291,87.34..6..26...9............4.9..5......1....7.5.....8......8.....4.1.7.382......,0
292,4..........13...8...9....17....341...5..6....174.....8..7.4.3.....5....2..8.9...5,0
293,..394....48...5.7.5....61...6.....32.......89.4..........89.....2.5.......531...6,0
294,.....85...7...6.8.8...........61..341......7.7...358..9.8.2...1......2...6.4.....,1.1
295,.....91.7..2...46...5....8..785..........6....6..47.......8.64...6.1.89.5......2.,1.1
296,...312............9....4..6.72....5.45...32..1...6...4.2...613......1......8...7.,0
297,......5.3....2.....81..9.2..1.2.....4...57..6...6..4..7.....9....53.......41..8..,2.3
298,8...7...3.59.8.......6..1..9......1.3...2796..7.1...45...3......61............42.,2.1
299,385...9...49..1.....7....3.2....65.9...5....8....1..4..3...4.67....3...4...7..1..,1.6
300,8.7..9...3...4.....6.3.284.7..8..23...2....1......4.6...3...42..8..9....6.......1,0
301,.8...1.....974....1.682..73..7....1.......7..92.5..4.........643..2...8..5....1..,0
302,....6.9.593.2...6......3...5...46..9...7..8....1............5...261...4..1.68.7..,1
303,4.....1...18.6...535...7.2..8..15........6...7..29....2........53...946........71,1.7
304,.7....8.2.4..8..3..2....15.3.....9.....21....5..7....6.....45..9..6.82..........9,2.3
305,.....5.....5.3.62.389...7....14.....8...6...9....9...69..8..3.2.4...9.....6.5...7,2
306,845...2....73..1..9..5...7........9...9.5....36.14.........2..6.72.3.......9...2.,0
