id,puzzle,difficulty
38,......2.....6.53...6.9...14...8.....7.1.53..89....1.....52.7.3...7.1..6.4........,2.8
39,.......3.576......3..8.7....58.76.......9.8..6.1...2...4...9..7.8.7..1.......542.,0
40,.725.....5...8...3.8..472...95....7.8...2.9.....1...6.....39..5....5..3....8.....,0
41,..85..3....1...2....4.8........16...8.....7...9....86...3.4.....5..7..34...95.1.7,1.8
42,...97.8.........16.9.....5...3..5....7...3..5.2.1..4....6412...2.......341.......,2.7
43,..5..7..8731.....5....16.4..5....4...28.7.......6.4......9....28.....1....91...6.,0
44,1..3.......9....7.8..2....47.......6.2....39.3.5..8...57..92.1...1.4...2....1....,2.3
45,8..3...6....8..9.3.1..97...7...54...1..6..3....2.7...1..7....5...............287.,0
46,24.8...5....9.6..3......4...3.....26..26.......6.1..39....9....19.....4.5..2.....,1.9
47,..2.....3.5...67.....4.5...8.....9...49.6.1.8...3.96...9......54...128.........7.,2.9
48,.8..75.............158...36..7.8...3...6...9......91....31....9.2.4..65...49...1.,4.5
49,8...1.3....6.4..1..1.....2....238.9....5....658..94.....745..6.......9..35......1,0
50,4...5....7..4.9.8.......2...6........3.9..1.....6..59....5.3...9...1..4.....8..71,0
51,.9......63...7......4..9....1..3.7.8.....84....5.1....9....58.1.5.842.6.6..7.....,3.3
52,.....9.3.8.2....1.5...7.........36451....89..62.............8.9.8.....5371.......,1.9
53,.9................8.1..973...53.....7..52.84..2..7..1.3...1495........2491...5..8,1.5
54,7...8...4...79.....6.1...5...85.3.219..8....5.4.....8.......51...6.317.....6....8,0
55,.1.7..5..5.6...2...47.......9.....38.8...7.2...24.6..5.....5.1......4..6...9..8..,2.3
56,15...7.....72.......9...41..4389..5.......6.......6.9.3.86.21..5...74.........3..,0
57,.......7...4...3...5..7..6.1....37.54.9..6.....34.8........4..9...98.5.....1...83,0
58,.25......46.15....1..9......78..1......73.24......5.18........6513....2.....8....,1.3
59,...53..2..7.6..5....3...6.1..9..8...72.......5.849....4.2...7..........5......386,0
60,....5.93...2.8.7...4.6.7.2.56..48....9..3.5.7.8........35.92.....8....9....3.....,0
61,.......1.......5.2.5.8.67...92...1.6.....1.4....6958..4.9..7.....1....855..4.3...,1.7
62,13.........53..8..96..2.5..............5.6....54.7..1..4..6...9.....7.8.....81.62,0
63,.......8.574....3..9....16...2...31..3.5..64....6.25..3....7.2.8.9..........1....,0
64,.3....42.6.7..1..88...39..1.4.1..27..........9..2....6751...6.......79......4....,0
65,74.....82.3...46.1....89..46..1...4..2..7...6....9..3....6......89......16....8..,1.8
66,....2.7..1.4..9.6.97...8.1..3...1..7..58.6...89.57......8...6.....3.5.2.3.......1,1.7
67,68..3.71..5......8...5...69.37.2.8.....4..32...........653...9............498....,2.9
68,......9..3...17.8..8.2..4.1.........5.....679..73.4....2..........4.5...6.9.8....,3.4
69,.2..476.5..83.......9...7....7...4...9.21.....3....5.9...4....88..7.....3....5.2.,1
70,......5.96198..4..58...........3..244..9...3...35.2.......5...7....1..6..3.2..1..,0
71,2.9.73.............4.....61..2..5.9.8.....45....6..3....8.1....9.4.2..1..5..4.72.,2.2
72,.4.....6.....3....5.9.7......2.9.7..1..6....4....58.369....5.......695.3.2....8..,0
73,93........8....4....1.7.9...4......7.9.23.5..5.8.41.9.7....2.6.2....4.3.........1,1.2
74,38..4......7..9...4......8....1...282..6....7..4.87.6.72....645....2..3.9........,1.4
75,3..2...........5...5...6.7349.6.....1.3...4.5..67.3.2.7...8.2.9............52.7..,0
76,.25..1...4.9....6..8..7.....9.....16.387.......4.859.....45...1.....26......3..82,1.9
77,.17....363.96..71.2.......4..13.6.....658.........94....581...9......8.........25,2.5
78,54.8.........29...1......9......63.........85..3.8.426.96........2.67.5..3......8,0
79,..3.1.7...1..56.3...9....6.....43...9.4.2......17..3....89.4..7.6......1..7......,1
80,9..5...846.21............3.8.7....5.5.32..........89.....9.5....6......77..82....,2.7
81,5......4...321.7..2...6.9..7.....5.9..8..4........8..137...1....4..8.1......2....,0
82,4....6.5...9...6..8.1...9.4...2..7..53.....2.1...5...8.......6..4..15.......9....,1.6
83,.7.5..28...1...6...8.9.1.....7.1......9..2.3.15..3.9.4....74.2..24.........2.8...,0
84,39...6..5..83.49...4.....6..8.2...5..7..9.2.......53.....8....2.2..7.....6....8..,0
85,9.72.5.8.8....94...5...4.12.....81....24....6.3.......1...9..............74...2..,1.1
86,6.4.....8...7..3..83.9.2........36....985..17....7.........7.6.9..1..8......4..2.,0
87,21.3...6.....4.27..7..8....7...3.....6..72..8.9.5.8..6.......1...47.5....36......,0
88,.5...4.38.7..8..4......12...261.5.7.4......16.........7......6...1..24.9......8..,0
89,...5.....8.3...........18.9......6....142.5....9.6..8.5.72....13..1...7.9..37...8,0
90,...49.8....7.1...529........8..7......9.5..12...6....3..12....6..4....3..23....7.,0
91,.6.8...1.....368...5....9.7...5.....4....9.7..81.6....9....8.....7.1...2.3.....4.,4.7
92,..51......6...47....7.95.1.7..9.......1.3.6......5.8..39.......2...6.98.....2..7.,2
93,1..4.9....6.......7...3..945...1..3...67..2......5............6.2...81...97..63.2,1.8
94,81.3....49..6......4...723.......3..2....3..7.58..1...1.9.4..8........4.6...5.9..,1.9
95,97.6...........34.....73.....8...5...6.2.7..4...3.5.2..39....15..1...4...5.9....3,2.2
96,..2.43.......5..1........92.6.518.2......2.6.3.4...........698...9.....15.1......,0
97,..9..6.......82.4.3.......51....5.2.96..3..8...5.4.9.7.2.8....9.....1.3.........8,0
98,.65.........4..2..7....5..12.6..7..8.......1.143..95...349..7....7..24..6.2.....5,1.4
99,....49..3......9..68......7....6.89..1..5.2.....3....4.418.7..9..7..5.........5..,2
100,..2..8.13..9..56...4.1...8...8..1..6..5.6...8.3....9..4..5..2.......9......4.....,2
101,7...45.1...1...2..2..........4...53......3....8.417......9......671..8...38..69..,1.2
102,3......2....9.8.1.68..7.3..85.....93.....78.......1.5.....4....532........1..9...,0
103,2.9..1.764.....18......5.......6....1..2.9..4...5..3..6....8....4.3......3...2.57,1.2
104,..4.....8......6.......3..94.....9.65637........3...1.......5..9...41...8...9..27,0
105,..81..2.....8.......7.2.94..5..7...9..19.3...4.....5...6..957.2....8.4.5.35......,0
106,4..85.....1...6......4...7.....78..1..71.5..2........627.6.94...4....3........61.,2.8
107,...3....8.79.2.1..8..19..3.......7....86.934...5.38..9.....2.........6.74....1...,2.1
108,..84.9.......2..86.........7..8...5...6..5.1.1.......423..14.7...9.7...2..7.9.4..,0
109,.1..7..6...8..5..7....2..93.4.....5...2.6...9.7.4......3...9..8..9.....27...3...5,3.2
110,.93....7.4............5..1..7..2..9556..9.8.7..9....6.....86....349..7..6..7....1,3.6
111,4...6....1.6.9..7..9..14...53....9....1..2...6.....7....89..3...5.....68.....3..2,1.8
112,..79....8.8...4.31.......46..5...3..9...7......3.9...77...3..8..3...6.5.6.48.....,1.6
113,......749.5...........34..1...36......75.832........784........5.28...3.69.25....,0
114,..5.26......74..9..31....4...49....1..6...5..27............9.7......29...5.3..2..,0
115,..814...7..2.....35..6....2..12.7..523..5........1.........382.8.....1...9.....5.,0
116,.....6...4.6...1..871...9..1...3.....42.9......9...2.55..3.8..27..1.....9.......4,1.2
117,...6.48.279...5.......7..........1..8..4...6...352.9..42...768.6.7.....4.........,2.9
118,4....9..8....561........2...186....43...1...7..6...5......3..2....9.5.....1...7.9,0
119,4.9...2.....5...4.....76..1..8..5...52..3..9.9.....1.7..1..3.......8.....6....4.2,2.7
120,.2...4..74...8.5.31..2..8..2..7.3....4..2...585.................7....6.2.3.86....,0
121,....4.2.1...79.8....7.....5.7.8...2..2.9..6...96.75....5..8..3.3...1......2....8.,0
122,463..1....81.............5...62.3.8.........2..8647.3.91....4.......4..3....5..28,2.2
123,......74..94.6..51..5..7...1....56...52..............3..73...1.41..2..6.....5.9..,0
124,..3.....1....7.2.....3.8479...9...2782.4.51...61..3.....6.........842....8.5.....,1.1
125,..7..........6..54....38.2.7.2..641.......5.71.....8...217..3......2....3.6.84...,2
126,.26..74.....5.......72...6.2.....8....5....1773..45...1.......6.6......8.9.3..2..,0
127,.3.8......5..94..66...5...8..892....7........49...1..5.1.6....9..6..7......4..1..,1.7
128,..89.2....5.8..427.3.......59...1....43....82...4....18.4.6.1...2..1..6.........9,0
129,78....6...1.96.....6.2.5..4......5....3...4.....82...31.7.4...6..41...52.....9...,1.5
130,9.5...3....1.....67...4..9.4..8.17...2..9...8...52.1......5.6.......42.78..3.....,1.9
131,65.17.8....34.......9..37..5923....4.....8.2..1...4..7....5.......7..3........562,1.4
132,..47...2...3...6.5...1.2..85..6..4......548.......7..68.2..1.....7.4..5.96.......,0
133,....1....7.59..6.....3..14......7.....2.3....84.....56.5.......9..6..2..1....4.89,3.8
134,...1.2.7.7....86...3.....9...8.2.....4.5..1.95....4.68......9.3...6...4.1..27....,3.5
135,..4...5.6...18.....23..5.....9.1...3.......5.5.7..4....9......1...82..7..3....9.4,2.6
136,1..48..7.6....3...7......9.5.........3..6...8...2.1..48.13.25........81..2......9,2.9
137,....14......2..79.8...6..1.....853......7...5...3..2...83....6..9....4..2..6.1..7,3.1
138,....6.....4...5.6.73.....2.9..7..1....3.5...62.49..8...5...1..3.1..7...4..9....7.,1.1
139,.7.9..8..6.9.....554.7..6.........14.1..6.5..3...4.7.21.529........7....4........,0
140,..62..5415..6.........1.....2.....7.3...81...1..9....6..3..9....8...42.524..3....,3.9
141,.5......68...1....7...364.1..8..5......8...42...2....7..1....6....74..95.....2...,1.4
142,...4.65...4..2......3.157.98.....4.236...1.9.9...4...7...9.73...8...4............,1.5
143,81..5.7.......9.4..7.1............8..5.6.....2695.7..13......24..736..5....9.....,1.4
144,3......97.4...3.6..1....8...625..................142.5..783...9...1.56...8...6...,0
145,.....9...4.2..5...5..8....2.....4..36.4.97.2..9.3..6....5.3.16.7.....8....1......,1.7
146,.....9..2.57.6.....18...39...564..........7........425.4...........1..543.9.7...1,1.1
147,.5....9.....8....4.84..53.....5...4....124..8..8..62...12.9..3.....8..2.7....1...,1
148,.1....3........4.55...4..2.....2...1.38...57..59.6...2.8.65............7..247....,0
149,7...8.....2....8.1...193.5.3....1..85.........1.9..42....5..9....8.7.......4...17,3.1
150,9.....3..58............64.8.4..........7285...6.9...2....15....3....286........9.,1.2
151,..12..35.8...4........978.6...7.6.4...95..61............5.....32....1.9.71.......,1.4
152,.....7.8...3.82..5.9.5..7....8.5.92....2......7...1..6......6....9..6...31.....52,2
153,948...2....13.........6.5......3...86..5..4.9.7.6.....2.9.8....7..1..........381.,0
154,.....6.2.....87...86.....3.........7.43.....92...5.8....9.31......97.4...3...59.1,2
155,..35..6..9.....13....2...4.54...3....16.....7...8...1...17...25.9.........5..978.,1.9
156,..6.34.........71.1....8..5.9......2..46....3.18.........3..........6.98.51..2.4.,1.2
157,1735.6...95...3.2...6............7..42.3...81.....1....1.4....3........9.3.95....,2.3
158,.3.4.....7..5...982....965..8..9...6..4......6.....47..523........9..5.3......71.,0
159,..9..37........6..5.6.4..232...7.....5.9.2........8...97.....6.....21....138..4..,0
160,.5..2.4........8..9.43.5.1.....3..86..3..4..5..........1.48.........3.7.2.6..71..,1.7
161,36.79...1.1...4....2.....7.....1..5..3.4.5...6....82......8..17...9..5.......3..4,0
162,.964..1....37.5..4.4.....9......4.71.......29..93......2.5.6.........84.9...1...7,0
163,..3..........7....56234...8...893...7.1.5.....8......2.9...8123...5...84.3.....9.,0
164,.6.31..9.2.84..3...1...7..48.....23.43..6....5.....9...5.........21...8.......5..,0
165,....7....9....26....56.....24......7..1.3..6...821..5.63.5...41..7.8..2...4......,0
166,..6.8.....7...6.4.......21.1.7...4........8.328.73....3.1.....5......1...6.9.2...,0
167,.....6...........1.53748..6.......7.37...48.9.9..2.3..98..62..4.........64....7..,0
168,42..6......9..2...5..3....1...8.4.......5..2...5...8..6.3.1.78..97....34...4...9.,0
169,6.423.95.2...9.......74...63.6...7.1.5.....2.7....8.45..2.......3.1..........34..,2.2
170,714.........5....92.....7..3......2......8.....29..4.51.5.8...6..7.6...1...4.....,2.5
171,8........72.....3...38..5..67..3.92.13...4..6........52..3..6......69....4...1..7,2.3
172,....7.5.......6.....19....6.8..5....6.3..8.....42...19...4...737....21..2.......5,0
173,........4.521..7..6.9......2.7..956.3....68....5...4..98.61.......5.76.......8...,2.2
174,.........2..3.5.683.5416..........9..4.12...3.......8.79....8..8.6........15...27,2.2
175,9....31..6.5...3......4.....37.1...41..3..8....8.57...5..98.....7.6.1.....6......,0
176,...6..3.........243.7.....672..31.....5.7..8.8...6.9.....31.....9.....1.2...8..7.,0
177,.......1..56.2.48...9.5.2......9.37....4..5...2..85....8...3.6...2.6.1..3.4......,2.7
178,...7.25.8....5.31.7.6.1..........2...98.63..5..14.......4...1...65.......3..8.4..,0
179,...3....5..4..2.7.3.....194..25.....93.....4....4.92..7............8.7.94..23..8.,3.8
180,.3519...4....4..1.1........4.9..31...7.6..58.....8........57...6.7.........3...98,3.2
181,....548.16.8...395...8.6......2.....7...48.....17...5.8.5....37..241............9,0
182,6.........7...984....8..6.9.1...75......2...3..84...2.79..6......2.......65..1...,2.5
183,2.........3...8..2.8..97..............7.31..43514..62..4.5..1..1.....9....5....6.,0
184,....3..4857...6.9.....71..67....5...618...4..3...8.6...9..5.82.........4.....2..9,0
185,37.9.6.....257....56......9...7..1.5...4..7...543.92.........87.........1.9.....6,2.4
186,.4.5.....7.2..9.....5.6..12......37467..1..9......82.....1..7...5...7.3......6...,2
187,.7...91.....867.....5....8...3...5..5...1.74.....4..9.......27...2..5..81..9.3...,0
188,.4..7.2....2.19...3...8...6..5.....176...5...4....7..9...4.63........59..........,1.6
189,...54..6..7...14.8..3.769....6......71....8...9........8.6.....9328...1.....32...,0
190,.......4..5.2..........529.39........4..9.16.5....7..3...4...82.3.6.9.7...8...4..,0
191,5..4.2..6..4.9..8........2.7..5..3..6.5...1..8.36...5......1.....1..9.....6...43.,1.5
192,..3..4......6...9..9.3.785.1.79.8..2...5...1...8..2..7........5731...2..2....3...,2.3
193,..3..........7....46..5.8..8716......9...15......2.6...5.9..7.......8..11..2....3,2.3
194,....7.13......2.6..4..9..5739...7....12.....4..4.........1.6.7..7..8.6.5....39...,0
195,485...7...3..9.......1.....378..5.4..9...........2.9.6..2....7.5....41.....28....,0
196,2.6....9..5.......9.3.2.6.83.2...1....8...53...4.7.9.....938.......4.......2.1.45,4
197,......32..3..62....7...45...........8...5.43...57.9.....79.61.8.695.............5,0
198,.2...6...........6.6.57.......7....94.1...7......25.4.5.....68.9....2....8..1..7.,0
199,....39..55...4.2....1.....79..1..7......5.8.1.4..2..9.7........42....5...5.27....,2.2
200,7.1..98.......7.51..3.5..9..8..7.56...4..3....3........1.2..6....23..718........5,0
201,36....7...9.3...........6.8..7..6.....42..8...5.48.........2.64..6.195..7....4...,2.4
202,1.8.9...........6.5.2..7...9...231.....17.3.8.......54.5.....2.7..94..1.....8....,1
203,9.5.......8.19...7..2..48...9.........7..2.4......63....43...2.....7....17..89...,0
204,..7..249.5........96...735......3..81..89......5.46.....496........3.....2...8..4,1.3
205,.8...3.7..6.....291.3.....4.4.6.5.....7.........74..122...1478...9...........2..5,1.8
206,....5.4....7.64..8..3......26...15...4.......3...92.4...8...6736..3.8............,0
207,.62.749.......6...3.59......9....1..1...5...4.......235...6.78...82...5.....4....,0
208,1...98......2....7..26519......6..53...18...2.4....7...6.......8....3..953....2..,0
209,691..83.23...1....2..........9..6..7.1.2.7....4......1...7....8..5.93..........59,3.2
210,..7521..4..........9....3.85.49.7..33..6..5...7......2....197.......6.........81.,0
211,7...1....6..8...9......92...7...81..1......5..95..6..2.1..3.....2...76...6..2..78,0
212,.8345...6..7..1.......9...3..9....4.4...3...9...5..8...9....18..1...........6.7.4,0
213,..7.2..18.6.9.......1...2..93.....4........3....86...94.2....5.18.4.....3.....7..,1.2
214,52.9.6..8..814....7...5...1.9..2.75....7.318........4..53...9.6.1.....2..........,3.1
215,...5..98..5..37.4.7...4.5..8.72..6.1..2....7.....81.9.43......6.98...............,0
216,..4.......61..7...9..68.....3.9....7....4.3655.71....9.5.....4.84..16..3...8.....,0
217,389.......7....36..1...9.5....6...9.7.......85..2.3.4.9.84..1.......6...........7,0
218,.4..7..12.6..3..4..........51............4...6.49.1.8.2......91..12.7.36.3..5....,0
219,..6..8..5.1.7.....4.512..8.....9..17...68.5...2......4...9..4..6.9..7....3....6..,0
220,3....154.7.6.2.3.1....3.8......5...6.47....5...12...7.1...........5..2..52.9.....,0
221,...76...1..31...5.9.....8..45.......7...4.19.1.8....6.3.....9...8.4.7....7....2.8,0
222,.256.....64....1.2.....1...56...........827.....53........49.8.47...8.6...2....4.,0
223,2.....7..6...19.......5.9.23.9...........8.7.........4.2..31.6.4..5..328..5......,0
224,1.3..7.......5..9.67..3.....2.7....4....13...7..8.....8.....51..9....6....1.9...7,0
225,.8...9.6....8.7.49.7....3..9..6..2....5.4........71.8.597........45...1.3....2...,2.4
226,.7.....1..9.8....55......9.2...3..7.4.67.1.....34.6..9....8...23.....5.......3..4,0
227,...79.....8.51..26.......4...4.3.9.........6......2.31..5..7...89..2.3....3...5.7,0
228,...6.34.......98.7.2.5.....5.9.3...8.......626............7....8.546....4..9...1.,1.3
229,..93.4......5....32.....9....24.5.6..5.8..1....6..7...68......5......8..4....9..7,4.2
230,8.4.59......6.......5....13..3.96.4....8..7.1...........9..86.2..8.......1.3.25..,2.9
231,......82....6...3965....7..96..12...8...37...1.....27...1.2....5....3.6....4.....,1
232,.......1772........35...8..6.......3.....31.6...6...2.5..8...3.16.27...4.9..6.7..,0
233,51..9...8..9..8..4.8....76....3..2...67.8.5..9...7..41...1.5....94.......7.......,0
234,...7..5..68....9.......2.4....8....659...1.8.1...........48.....5..9....3.96..2..,0
235,.1...........6..9.6.7.8......6..791..2......68..3....42..4.8..545.7....9.7..5.3..,1.8
236,..3.....7.7.3...8..26.98...69..1......49.5..85....2.3.1......7.2..4..8.......9..4,0
237,..4....6752..8.4.....1......1.......9..2..3...824.6......5..6.2.3...7...64......9,0
238,.....192.6...9...35....7....4..7...9.6..1.5.8..9.6.47......3.8.914..8............,2.3
239,..2.6...3.1...8.4.....9.7....9..6..5....13....8.5...2756...2.........4..29.....8.,0
240,......2.9.87.4....1..5.7.......1.....1.....8.4..6...2585.1...3....89..54....3....,1.4
241,58.2..4.......3...13.6...7............47.1.2.95.8...........51.826..........9.2..,1.4
242,.......3..6.5...8...9.67..285......9...9.4.....3....2..8...6.4..91.....3.....81.7,2.3
243,7...8....8....3..1..2..9.3....4..9.8......4.5.....2.174.1..8..9....9..5.....6....,3.4
244,.....83....16..2..27.....6.........2.19...485.2...9....8.7.3...13654........1....,4.5
245,1.5...4.6.........94...7.13.8.2...9....7....17..4...8.4.....5...3.......52.69....,3.9
246,..45...638....1...1......49.....3..2.5..9....3..627.......3....7..9....8.....597.,2.8
247,.1....9.5..45..7..9......8....75.6...321.....8....4.........23..7.......6...89.1.,2.1
248,.....8..2.9....3...6..2..8738...5..9.416....3.......7.7..8.6.......1....832....5.,0
249,..516.......38.6..4.8......5..9.....67.5..3..3.14....71....35........94...7......,0
250,4.2.3.....17....8..8.2..9..5.....824...74...5......6...6.32..7....6..3.......7.1.,0
251,..2.7..94.8.29..5.6...14....6..2......89..57.........9.1....6..3.6.......9.74....,1
252,.9...4.8...5.....71....5.4.54.1.8....8..2.96.2.3......6....7........1.....49...5.,0
253,8.45......7......49...7.12.6594........9......1..87...5....2....8.14......3..5..7,1.4
254,2..45.3.........2468...3....4..38......9.52...9....7.38....4..........9.15.....76,1.1
255,.6.538....2.6.1...........4...8...4.7.3..5.6...47..2.1..236..........7.2.5.......,0
256,.5......6....95...9.8.2.7..69.5..........6.1...1..8..2......3.71.2.8....4.....9..,2.6
257,......8.6..9.8..71....67...3.5.2.....1.....3968..9...5...9...4..21.78....3.....8.,1.3
258,.48.5..1.3.....56.5..1.6.4...2.....7..7..91.8......4...8.9.2........8...9.64.....,0
259,.....3..713..2...567...5.2..6.2.4....4..71...8..6...........9..72..4..6.......5.4,2.3
260,....56.978.....4....92..........3.7...5.8.3....8.9...6.13..75.....9.1..32..8....1,3
261,9...57.....4....7..5.84.9..2..9....3...2..46.5...34..2....8.6..1..3....4825......,2
262,...74..61..1.......5...9.8.1..96............38....7....6...2..43.7..82169...7..5.,1.8
263,..7...5...4..9.371.35.....6....89.6......1.3...43..1......2...7..2..64..9.843....,1.9
264,9.6..3.7....8.2....7.....5.5......9...91..482.....4........836.......7..81..3.5..,0
265,....9..6..23.17.........3.4....5.......7.1.36.4.9..5.21...8.9........7.8.9...3.1.,0
266,........12...3....3.81......1.....6...46....2....4.9.7..94..7..4...95...7...2..5.,1.6
267,..62....5.9..41......3..4...2....7.8........69.1.3.....7...26..2.4......3...5.9.4,2
268,....89...82...6..3.1.5.2.7...7...5........742..42.5...5......86..........8.9.7.3.,2.4
269,..5........8239.......4.26..6985...485.6...2....3.......3...7.8....1....2.4......,1.8
270,....3....7......63.2.1..94.9.17...5...5...63.....8..1.....7......8..1...26......8,0
271,2..8.93..1...73............7....89.234......1.....2.54.1.9.5...5.62..74..........,0
272,.5...3....16.....8.....749.5.1.4....2..6..95.........349..1.............6..29.3.4,3.2
273,5.....163....85...1....78..2.53......4.2.8.1...1..45...........4....2.963.......7,0
274,38.5......9..41..2..1....6.6.57....1...9..........5643.7...32....2.1.....4....7..,0
275,..1.5..8..3..48.7......9..5.5....7.2.28.31...1.9.......93..7...28............6.5.,2.8
276,.5.8.4.......956.....7....84.....179.69......1....83..59.1...8...8....9.6......2.,4.9
277,......81...8..3....5......7..5.3..64.4.56..2....2......8.9..7.243.......2...5.9..,0
278,.52..6.1..3.7...69..6.........3..74.37..5.2......1.........9...26...1..84.1.8...7,1
279,...6...83.8..45........362..1.97....6..1....25.4......26......9......76.1...9....,2
280,.3....59.....613.8..8.....4....1....4.....6..96.57..1.1...568...7...2......4.....,2
281,....4..76.4.9.3..2.2......1.5....2......3..5.7......4......2.933.8.6......2..17..,0
282,517....8..2.....1.......4.6...9........28..732.5........6.9...1.5.4.19..97..5....,2.3
283,...........7.2...14..6.8.9..1....538...5.42.....8...7...5..9.2.73..4.....69..3...,3.1
284,..7.8.9......7..5....35...24.8.9.5...75..86....6....491..4..............8......34,0
285,..43....78.9...64..5...8.....8..53...9...75......32....6.....1..43.5...6..7.6...5,1.9
286,..97...1.45.1.....8.6..2....3.....6...1....9..8.2..4.....3..9.....58...7.9....65.,3.7
287,.9.....8..7...52...3.6.7.........8..9......51.67.2..9..5.2.....1..3...4.......7.3,1.7
288,14...83.....37.9.4...4..5..6.......38...9......25..8...7.6......2..8..7...5....1.,1.1
289,.......9..5.89...747..2.......3.74............8...516..3.2.1..8..6.........67.9..,0
290,...2.....1.6.89.54....7..2.......46.7...4.1.98.3..........24...9...5.....3.1....2,0
291,..5..8....8........9.2...3...67......2.....8..71..52.62..93......8.6.14.....1.7..,0
292,..6.81.7.......4..5.1..4......7456.......8....2....8....8...24..7..5.9.12.4......,0
293,7..96.58..3..7.....2.5....9...3..6....581.9....2.....7.1......8.83....1.6....3...,0
294,9............684..2......95......9..54...6.7...3..75.1.3.5..8.7..8..1.....9.7....,2.1
295,...8......73.16...5....98...1.......9....7.1.4.......5.6.94.2....2.....315..3..4.,2.7
296,..1..258.3..8...16........75....6.7.83......1.6...12.5.84....3.1....3......2.....,0
297,..2831.9.1.......7.......5..6.......4..7.2..93...6..25....58.34..3.......1..4...8,0
298,.2......98...73...7.9...1..5...847....43...1....1..5.8........63...2.......8...9.,0
299,....7.5..3..9...6..52..3....6...5..9..9.4...84.7.9...1...1.......6.8...3.2...7.9.,2.3
300,1..24.5...97...2...8.5...1..6918................4..7.9....18.6.9.2..........5....,3.1
301,7....3....5..6.7...2..4.......1..83.97.6..........76...19........7..1..64..2..58.,3
302,13.2...8.....9.........49..2...487..5.61....3......4....8...6..6.4.5...2.........,0
303,......2.......5.49..123...5.3...7.......2...7.64.5.82..4...6...2..91.6...9.......,1
304,..3...6......9.2.....8.6.9.....4.....42.7.3..73......1.1..2..4...93...78.....4...,1.9
305,.1....6......3...7.9.1.6...7....5......8.4.693...9.5...4.......9....7.418...6....,0
306,.724...8.8....7.4....3..1..5...3......67.15......6...2.41.5...67..6...91......4..,4.7
