23,4.9.5..17.6..4..8.17....54.8....4.....523...86....9.......9.4......2...3..6....5.,1.2
24,6..35...1......6........587.....1....4...6.2535.7..1.82...47...1......4....8..7..,1.2
25,.13.6..52...29.....96.......4.....2.7.96.4....5....4.6...458......7...8........37,2.1
26,......12...7.3......1..47.......8.76........5..5.9.2.....2......825..34.9..6.1...,0
27,6...7...8.9.5......5......1..473.........86.3..5.........4.2...9.7..18..14.6.....,1.8
28,.......2..4....6.....628....5.....18.2.........8.35...69.1....3..7..2..1....8.497,0
29,.1......38.3.7.91...92..6..3.1.6...2...7.2.3..9......5............5...8.1.6...4..,0
30,.....6.....3.5..9665.27..........9....87.943..1........9....36...7...15.8....4...,3.3
31,815........4...2..9..8.5.1753.9...8...1...3.....3..4.2...2.9...2.7.....6.........,0
32,..12....4...9.8.....94.6...31...4..86.8.............5...435...7......165......8..,0
33,..75..4..5...93....28...93........9...2...78.3.............2..1.....1.64.8.7.....,0
34,.8....5...4...6..759.8.23....8...4..2.....7.....178.2.....1..35.....3...4..687...,1.6
35,.3.5..1..1.4.........9...7..6..8.4.2.4......5...21....9.......6..6...3.......78..,4.4
36,...5..9...7.8..5.3....318..5....3.9.....7....2.....6349.812.....1.....2..4...6...,1.3
37,4......9...5..14....96.3.51....3...2..85..9..3....7..4.......8.1..7.86..7.3......,3.3
38,46..5....8....9......2..31.7..3...8..3......2...7826........1.92.1........5..6.43,0
39,..9..8....1.2...97.679...8.....9..7..4..6.......4.3..5..1....34.7.6.......8..52..,2.3
40,.9.....173....58..1..782.3....59842.4..3...8..........8....1.....2...7......54...,0
41,5.....4...6......1.2.5.....8..3....9.5.7....2..6.94.1.......67..9..7....1..2....3,0
42,..9.5..1....1.4..6.....8.5....3..4...5.6.......8.29....87..39...2.4.....6...9....,2.1
43,..3.4.2...6...8..4....63.8..5.6.....4.....7.16..8.7...........57..2.......2...89.,1.4
44,..5.7......1.9..5.4.....9735.......4.3..........9....6..8.57.3....6....7.6.8.1.2.,3
45,....3.....43......69....8.5.........2.5...68....148.7...2.96..77....3.4.....2....,1.6
46,....5....6.....3.1..4..8.9..7..936.....1..2....5..6.479....4.......6....8.3..17..,2.8
47,.3.........2.618...9.87...2.7.69.5..1..5....9...4.............62.....3.5..4....1.,4.5
48,...3....24....67....2...9.3..4.3....1..5.937.8...2..5.......1..2.7.4.....5.1.....,2.8
49,8.1.4...96...........25..3...716....1.3...9....8.9...2..........9..182..3..5..78.,0
50,....6.....5.1....9..8.....78...41...3....7.......9.164.6..7.2.8..7.84...2........,0
51,5.6....7.2........3..7..1.9..95...8..82.1...7..7.3...........46....25..3..5...8..,0
52,.7..6...3923......1..8......3...2...6.57...9...1..5....6..4.3.2...5...6.....8.94.,0
53,.4...9..23.1.6...7.2......19......1...7...2.9..6....8....5........912.5..8...3...,2.8
54,.9....4..8...7.2..4..2...8...45.3.....7.2.9...6....8..1...4.6...7..5..9.....9....,2.2
55,.....26.....3....48.2....399..5.7..6.2..6.....7...38..7.3.1...........411.8..59..,4
56,.9..2....641..9..2.7.3...8.........51.....62..5..978.1....7..5..8..4......4..3..6,0
57,.74....9..8.....1.1....3..72...1.76...79.5.......3....8...9...1.5...63.......85..,0
58,.1..3...28..76...4.94..2...........1......75...8..6.2.1..89....9....5....4.1.....,2.4
59,4....1.36.2.......3.79..182.6..93..7..2.4..9.7......1.....18.2.8.....3........96.,0
60,7.4....2......98......3....8.7...6...9.3....46..2...97..1.7...8....5....372.1....,0
61,8..24....2.6.1.8..7.58.9...3...57..1..1.....4....2.....6......5.....83..15....28.,2
62,...2...4.3.297.8.18...3....18........23...5.......3.9.4....5..2.35...7...6.1.....,2.5
63,.457...9..6..3.1..........7.7..1...5...87.9....8...2...56..1.2......4..9..3...85.,4.9
64,.5....2....2.159....829...4289....3........4.....57.....6548..1.....6...7........,2.6
65,..1.739...........964........965...31.....8.6..54....22.7...........41...3.......,0
66,...1..6....2...87...78..4..2...17...9.6..4........9....135.....8.....73.4....8.9.,1.7
67,..9.6.......1....5....8....278..943........7.4..3..8..12........847.......64.512.,2.7
68,3.61.....41.....6......21....7.4...3..25....819...6......92..3.....5.4..7......9.,1.2
69,.....3.6226.8..4......7....7.......4....56.8731....2.9..95......4..2..78..2..8...,2
70,.....8........15.9.52...18.9.........87........58..63.......37.3...94..6.7..65..8,0
71,...97..85..45.6.........1.....1.32..5.2.....6.4....3...8.....7.1..8......6....4..,0
72,71.....9...34..25........6....8.1....9...7.2.1........24..6.51............5.7.9.8,0
73,8.7.4..5..46.8...........6...28.....97..........439....1...8.36.2.....17..46.....,1.8
74,.....8.7..5..7.2.3....1..9.4.3.2.9............71.........2...3.82.9.54...9...46..,0
75,.......3.6....1......385.6...1.73.....7..........4.98..3...2.4..8....2..7.6...8.1,0
76,.....86.5.8.....3....64.......3...7...4...1..5...7..2...84....769...58.3.2..6....,1.5
77,79.........4.....2...1.....18..6.3.4....1.9...2......74..7....9...53.6...15...4..,0
78,.53.....247.1.....8....6...5..7..1...496..........3.4.....6..5.36.8.5.1....9....7,0
79,8.7..23...45..............73.......6...5.8.7....9..15..286.49...9...5.2........4.,0
80,2..6......6.19..4...7...8..5...4.....8.9..5.....7.6..1.1.534..9........2.7.......,0
81,....1..34.8.5.3........6.1....6.5..2.4687.....7..3...8.92....43..4.....7..1.8....,0
82,6..8...91.....2.75...5......38.1...6.1...8...5...7....8.3.....2.4..9..3...2...4..,1.7
83,.5.4..6........28...1.78..55..38....2...6..1...8.21..6..2.............4..3....9.7,0
84,.541....6....5.4....9...7....7.4...2..269...4..6.8...3....12...8..7...........169,0
85,..2.....9.34..6.21.862..5......54...75..8...42......8....6.7.1...39.8............,1.1
86,..3...9...5.3...866.9.....5...2..34.4...81....9.....5.......6.314..........6.....,3.1
87,.941275..2............6.9.7...4...5..21.96.......7..1.....1.2..317.........5.3...,0
88,2.5..8.7.1....6.....6..1..5.41.9...2....5..6....1....3..7...8..83......7.....5.9.,2.7
89,.261.....13...5..88...49.1.....3......9.84....6.2......17.....239....8......5....,0
90,.9.7...25.........8...45..694............87.....9.24....2.....31..3........2..16.,1.4
91,7...5..3.........6...7124...3..2.5.....187..48...........3....297...8.63.8...9...,1.6
92,..........5..1..366..7..8.1.6..8...73....6.2.1.4.3...9.8.1.......7.9.....3..5...2,3.4
93,6..81......8.....69...6...7..1....8..5......9....7....7.92.46.81.......5.....6.4.,0
94,........1..3.61...2.435..9.8.67...........3.7....8.2.4.4.1.......7....13....27...,2.2
95,6.5.3...23.......6...2.1..5.........51.4.9....3..8.79...6...8..2....413.7........,0
96,.........1.6.5..8.2..731.....427.9..9..3..7.........1..8.....3.3...4.19.....9.2.5,0
97,96.4.......8.........2...36.2..7...5..1..4.67...8.5.92.5..........9...1.7.6..8...,1.3
98,..........6..1.7..2.7..6.1..421...3......9..461...7..8...3....6.2..78....739..2..,0
99,.69.7.....3...6..8...5....1..51.......86.47..69.....3.........57..8.2.4..12......,2.1
100,.....71..7..1..83.............2.........983...9...4..76.75.3..4.5..1..6..41.....2,0
101,..3...5..7.......226..9...76..9...5.....162...1.52..3...8......5.6..7.1.3.....4.9,2.1
102,..6.....3.4...9.7....6.24....5....3..78..........1.25....945....37..6.1.........6,0
103,...2..8...845.7.......9.15...51.93....73..4...2.....8..........25.8...3..3.91..2.,3.4
104,4.5..7.6..6.82......3.......7.1..4.91495..7..3..............6....2613....1....9.2,0
105,.....1..8..8.6.12...42....9...6...7.5...7....7.15..3.6.5...7.42..2....5....9....1,0
106,.4.5.3.1.....9..........8......6.38...94.2...1.2..8.....1.....5......79.263......,1.7
107,8..6..........2.9.4.5....7......8......12.....7..4.65..1.35.....2..19..79.....5..,0
108,.5.2...3.3.7........1..69.....7...5.1.6.....3......1........296.....8.7...237..8.,0
109,.6....1......9..2..1375..........54...86...3.4......97....4.98.....1......9..2...,0
110,6..5.12...3....4..5..2..........3.7......5.1....7..6.8....923....4...1.9.....8.5.,2.7
111,71.8.....8.6...4....5.3..7...89.3.5..61.8.74.........6..97..2.1.5.........7.9....,1.8
112,.4.9....8.3...14..9...2.......3...5....4587....2.....9..46....2.7......6..9....3.,2.9
113,6.....5..23..4...9.5.96....47...2963..1.....7.........9.......6..27.1.5......3...,0
114,....5...7.13.7..8.7..42........84..152.......6.1...7....9.41.5...2..9....8.2.....,0
115,..9....7.2873..6........51...56.3.9.6...2...3.....7....3..6.4...965...3.5........,1.7
116,9.6..1......74..3.1....5......9..854....64..3....8.1..6.1..3.4...3....85.5.......,0
117,..25...4...5.7...13.8.1....1...5.......7..59..4.8...1.......97..8..6.3......8..2.,0
118,....8.....8..79..23.....4.....9......5.....6....74.2955.1....2.92.4.3..6....61...,0
119,..........5.8.1..2.3.26..15......3.762..4.1...71.3...6.......6..14......5...742..,1
120,2..8....717...5....6....89..5.4.7.8......2...6.4.9.......6.1.....7...4...9..3..5.,1.9
121,...62.73.56.7..4...........2....31.6.8..9...4...1......97.4...2..2......31...5...,0
122,6.3.....2...45..3.......9...2..7....935..2.7......14...7..8.15.4........3......98,0
123,......2...4....1..53...7.8.4.9..25..17.9..8...2....97...3.2.......5.3.2....19...4,3.4
124,.28.3......976....4......9.........2.5218..7......2.857......5...68..9....4....2.,0
125,...2..4.........58..6.1..3..5.....6.24......76.9..3.....364.2..5.8...6......81...,0
126,5...4.6....8....2....27.......7.....1.3...45.......38..3....2....2154....4..6.7..,2.1
127,.51...4.8..8.............529..8.47....53.....4..2...155.7.61.3..9.5....6....3....,3.1
128,29......3...74.5.2....3...4.1....7.6.63.1.4....25......38.6.......1........25.6..,1.1
129,1..8....54.7.6....32...4.....198....6.....589.....2...........6..45.......5..793.,0
130,7..8....1..13.9.2..2.5...96..2.........7..2.8.6..9....4.3...6.........492.8....7.,1.3
131,53..9............7..254.6..9....5..63....8.91..1.......8.3.....1562..34.........2,2.8
132,...7.43...75...8...9......4..9.42..3..6......3...582...6.....2....1......1.5....6,0
133,....8...11.52....4.8..647.9..4.1.5.3...7.....3.....46...6.7.............4.7..61.5,1.5
134,7...6......2..1.....9....3..5.3...1..9.1..4.7...8.4.....7..38...6..5..9.......1.3,2.7
135,.....89.3...45.....17.6..5.8.....5....1.9..8..6.5...24....2...164...1....8.....6.,3.7
136,.15.9..2.........43.4.5.9..7..1..........37482......16.....46....287....4.9.3....,4.2
137,..4.....37........82...4....9.73....5..1....9.438....7.......2.48...27.6...5...1.,1.7
138,........5.....8.124.175..9.5......688....65..2.7..1...642.1......36...........9..,0
139,57.1....44.2..83...632......8.......2.6.7...1......49.9.....7....8916......3.....,1
140,7....5....4............7.56...6....5..3.29.1...74..9......6...39.5.8.17...8.....2,0
141,286..41....4......7..68.........6..9.9..43.785...9.3.......9.5....4..8......5.2.6,2.6
142,3..4.....2....5.7..6...734...86.......7.....55.29.....9..54.1....3...6.....3.8...,0
143,...6.8.24....5.671.....98...72.1...35..3.......3..4...45..3..8....4.....6......1.,1.7
144,.71..9.683.....4..6...7.2....652..1...4..........43........8..5..9.6....8...34...,0
145,...6.........2794......4.......3...1......43..982..5...59........1..8.2.2.63...1.,2
146,.4....1..1...76...9.8.4...2.6.9...1...2.........2.8.695...2......7.....4.....4...,1.6
147,1..8..6..3...629....2..75....54.....7...2..9..1...........1.76..8...3...9.4......,2.6
148,...123.6...2.....3..5....9......8....14...6.585.....79....8..1.....543...4.6..7..,2.9
149,.5.......8...2.7.6..1....58.....4...72.5...4.6....2....4.....2....87..3......69.5,2
150,7.2.1...4...3...6....6..7.2..9........194.8....5..72.9.5.2..........8.....8.3.4.1,1.8
151,..6..9.31.....5...3.8.......95......8.47....3...8...69.2....1.4....4.......2..985,1.1
152,....82....6..9....74....8.9.7.5....8..2648.1.4........13.2..5.......1..35........,2.2
153,..285...4..1.......7..2..9.81...4...5.3.9.82.........9.3....51.....16.3..8.......,0
154,............98....128..7.....7.6.2.....8.1.39.........2.....8.76..5.....71.3..4.2,1.6
155,1....6..42..9..5...7...8...35.7.2.9...2..........8...1.3.........7....28..9.57.6.,0
156,52..9..1........2..974....3..........3..5..9....8.17..9..6.....7....48..3...82..5,2.1
157,8...4...9...8.3.47.6......2....9....4....26..5.7...........5...1.8..4..3......791,1.7
158,..8.1..3..2...57..679.........43.6.7.......528...........87...5..4...36....6.4...,2.3
159,.5.6..2.9...2...7....91..5.59..8.7....7........1.524...1......33......458.2......,0
160,65.....9.....94...9...36..2.491..3..1.63..8......7..2......2.7........6.4.5.....3,1.6
161,..9.6.....3.......2....7..3.2.4..9..6.3..9.5.5..8..27..173......5..1.8......4....,1.9
162,.95..3...........912.5..4..5....8....4..9...7...7.1.42.......1..31.....84...3....,0
163,..1...24.32.9....5.....8.716....3.8....7...2..15..6......837..9.9..1.............,0
164,.........89....6..7.624.9....2..5.....8.6..51.3.....7..8.....69...4..1..6..18.73.,1.8
165,.....6..7.78...4.13.5.9........5..6..2......9.37....2..4....9....31..54.....6....,0
166,...4..8..6....741..1.9..67.....35.....3......98.....2.26.7.3.8.4.1......3..2...6.,1.7
167,...7...2..1..4...6.93........43....5....6..8..28...9.1...5....7.....9...382......,0
168,2....1.6..65..4...4.....2.........51...9.6.2.9..813....4..37..9..6...4....3......,0
169,2.....38.3.4...7...8.....1..4.5....8...3.9......7.612..326...4..9......36...5....,2.9
170,....69...4.....7..12....6.3.3....2..9.4..1.......9..84...62....3.64..82.....7...6,0
171,......3...671..4929.....7...2............1...87.2....1..937..46.......5.48.6.2...,1.7
172,....9..2..5...8...........16..73..9..3........8.6...5..751..8.3.1......5..45...6.,4
173,..18........63..8.9....4........2.59.4....7..7.......1....5...2..7...61.36.74....,2.3
174,....1..4......5.7..7.9..5.39....6..1..6.......3...8..53........68..94.....2...78.,3.4
175,5....3.......2.498.46...5......1..37.8.3.5...9..7....52.4............7....5...314,2.6
176,26...49...7....8..4......53..36...1.6..8.2.......7.3..8..1.3.9...94..2...........,2
177,24..1.....9..4.....8...5.3....8...42..342.81...8.3...6.7....9...3..5.6.76..7.....,3.1
178,...1..7.......4..63.5.9..........2..123.......8.74..6...2...1898.....6.....52..3.,1
179,...632.1.1......59..3.......2.9..7....9....4......32.5....1...8.7...8...9....567.,1.6
180,.7.5.18....2......4...9..61...738..4..796.2.......4....5....74..2.6.....8......9.,3
181,....2.........946.9.758....5....67...8..4..1.7......4..2149...8..........7..1..2.,2.4
182,......5.8..98....7.4....29.......9..9..1.48...5...7...1.27...3..6......1.37.4....,1.3
183,5..........87..9..2..59...436..8.4..4.........7..1...3..5....1......163.....69...,0
184,..5..3....96..87.4.2..1..5.....2..6..7.46..932.....8.57..........9.........9...78,1
185,5..7.3.484..68.3......4...19..8.....71.........3..9..7.2...497..5....6.3.........,1.6
186,.7........3..2.9.8....1...49.7....6....8......24..3.....5.86.7....5.9...8.2.....9,4.1
187,.6...52...53.........6...1..38.2......18...9.......7......89...9..7.41........35.,2.4
188,1.7..3.2..965.........8...57...31.8.5..9............32.19.....4.4.75............3,0
189,......6..8.....53.42....1.......986..5.4.6......7..4....8.95.7.6.1.3....37.1.....,0
190,......1..2..7....6.3.95....82.....37.6..39.....41.........6...257.8........3.5.8.,3.4
191,....9...436....89...4....6.5....3....2.7.6..5......68..8.15..4.....7....94.8.....,2.6
192,...9....64356........2..48...157.2..9............3..4..7..2..6..1.4..7..5.....1.4,1
193,....2.7....5..36.831.4........1............4796..4..8.8.36....97.......5...7.....,1.2
194,7.......1...5.2.8...2..83...5.9...14...4....6....139........6..3....1.2...4.....7,2.5
195,.....3...627.4...83.....6.7..1.3.......5..97.58.16.3...9.3..........5...4.....1..,1
196,......1.71..39....6.2.......1....9.54.9..5.8..6...12....7...........7.1.....5.8.4,1.5
197,.2.6..974..9....3.1......2...31.9..2....8...56.7....9......4.....8.7....4..2..65.,1.3
198,..2.1..4..8....7..46..9.8..7.4....6.8......3..2.1.5...6.3.....9...24...1.....6.5.,2.2
199,..9..7..45.3........4.61....928...5..1..7.2.....5..6.94..........61..9...7...6...,1.6
200,.4.598.3.........7.3...2...3.2..9....8..3..4..7......8......9.......6..15.62..7..,0
201,....7..4...3..6..8.6...2..79.7.......816..5....6....9...42.....3.9.1.4......538..,0
202,7.1..9.....8....46.2.7.8.3.5.4..2.......7..54.9.8.......2..3.6...........8.5..31.,0
203,8.6.........32.....72....153..2...6....7....8...4.1.......5.79..83...2....1.....6,0
204,.....4...69....14....3...57.2.........48.6.71..874..2..7..5...3.4.....85.....1...,4.4
205,.5.9.....1..3..7.54..1...6..64.......376..21........5.8.3.........27......1..8.92,0
206,.4....51.3.7.....4185..4....61..9......8.69....8....7.....8.1.....3...69..4.2....,4.1
207,..45.........6....52..39.173...1...27....68..........62....43...3.9.25...5.....71,1.4
208,..9..1..6..4.68..7.3....4..6....794.9...83......4.......1...2.82....46...7.....1.,0
209,.7.2.34.9..68...7.9....7.....8....9....38...5....7...37...1.5...6........15..9.3.,0
210,..6...27.1.5..6.9...3......29.........4..1.5.6..9.8.....9..4..2....7.9...1....8.3,0
211,....59.....1........94..835.27.3..1...3..6.8..6..9..57....8....1.8...9.......7...,4.2
212,15.3....9..91..6..7.......459......3.....8......26..47.3...45...17......2.......6,1.6
213,.6..7.........2.61.1964.....95.6.4....48.....1.....8..98........2.1...7.......59.,2.6
214,.1...2948...7.....6...........35.7..1....7.2......1.96..5....1.938.4..5..4....8..,2.4
215,.....71....8351.....5..4..21....97..6...35.........2..2.......3...4....6.5.98...1,1.5
216,8.1...2.343......9.2.98..........32...97....4..4.5.....1..92......6...3........71,2.2
217,.......655.127.....38......9...1..3..8..25.........6....6...24....3.....2..9..5.7,0
218,2...3.9.........143.8.6....8.......2.5.9.....7....3.6...3.....8.4.7.2.9.9........,1.5
219,...45...8..7....5...36........36...9..6.7...487.....3..19...7.....9.1.2.....3...6,1.6
220,.7...3..6.1.9.4.5.6...2..........2..32...6..1.4....6.79..4...1....5.....1...82...,2
221,........5.2.6....83..85....5.6.........1..9..9...6.3..71..34.9....9.......3.1.42.,0
222,..651.7..7........5..4.8...86....2........1..473....8.3..9....4....4...6...7...2.,2.4
223,..678....2...46....58.2.......6..8.35............7.2...6...9.518.....6..9......4.,1.9
224,.....53.46.3....8...54.7..6...8..........9..3.....251...1...25..372.6.....4......,1.7
225,......98.1..9.42....37....4.8..5..3..32...6..7.4.......4..1.356.....5......4....1,2.9
226,.64.........193.4......7.....8......94.23......5.7.1...7....69.......2..4.35.9..1,1.1
227,23..5...8.8...1.2.5..7..41......43.....69......6....8.1.8...........6..9.2....7..,0
228,..13..74.3..5....22.....1....42.9..1...78..9...94...........31.4.2..7..6.....49..,2.5
229,.9..78..4.....2...3..5...1........9...7.4...5......82..7...6...4..39.1...2.....5.,0
230,5.926......89.132...7..........5..74...1..........3..8..2..8.........4.376....2..,3.7
231,..8...34......9....9.4....634.2...1...9.5.....65..4...5....8..2....9.6...3.7.18..,0
232,24..5....1..............782..974.6...1....3..7..6........9..47.96.2...1.5..4.3...,2.9
233,..5.2.7.11...54..8.9..7...45.....4....96.52...87....9....7.....6....3.....82.....,0
234,...2..4...7.83..6...5....1..1...8..2....9.....2.....9.1.86.5......3...81.3....67.,1.4
235,8...2.......6.3.4.......1.84..7....6....9...4319..5.........7..653.....9.....6..2,0
236,.82..4715..........75...3.216.2........5831..5...1...4..7..8...94..7.......6.....,2
237,9.3....6...8....3..6......7517.4.....9....1.....5.9.2...467.5.3.........1...8....,1
238,.356......41....577..2.......7.3.56..5.1....9..9.8.....2......4.......1..637..9..,0
239,....8.9.4..6..1..8...6...3..9.........1..6...3.75..2.......2.5.9...3....4137.....,2.8
240,....5.8..65.1...2...74.2..1...5.....4.3.9.1........6.83..9....6..2...98.84...7...,0
241,.......9..52618........2...3...8...4.1...38...69..7.13.3.8.1..9...3...827......3.,2.9
242,.....15....4.8..3..16.3.7.9.5.......4.1......8.....27....36.8.....1.46....32...4.,1.4
243,..7....1.....69...5.....3.4...5....2.4.........2.16..813.8.5.......7.9.5.....3.2.,0
244,..815.3.....2...1..9....7....5718.........89....3.9..1.4..61...1.....45.........3,0
245,.....8......7....5.6...594..9....8.71..2..5.6..3.1...4.82.31..........8..3..5....,1.6
246,71...3...8...6.2........78...942.....463..5.7..............7....35.....8...6.29.5,0
247,6.2.3..74....17..9.8......3.7.....1..64...3...5..8........7...1...8...27..52.....,0
248,8....5.......6.45...7198.3.9.1.....4...6...7...4..7...5......1..32.......4.81....,0
249,..3..4.2...52..6.........582.1......49.6.....5.....71..2.9.54....4..3..7...8.....,2.7
250,7...1...2......8.....4.295.3....8.7..5........97.25......6......2..8..15..8..1.36,2.8
251,.6.......3.1...5.2..5.....7.....9.31.7.8....4....2.6...37..1..9.1.4..72..98......,1.2
252,9......4712.5.....5..6.3...6.3.2.9......1...8..9....6....1..6.........84..2.7....,0
253,...5.......6.71.4..35...8...6.8.25....9........7..9..2...2..4981...46......7.....,1.2
254,.8....4.1.3.6....7.2.98...3..83.1.4...7.6.3...........5..4..6...............27.14,0
255,3.85..2..2..........1...348...4..9.1.96...4.....16...5.8.9.6...62...7.....9...5..,1.4
256,9..........72....4....17.5.5.1.8.7....29...35.4............4.7.86..3.12.....6.3..,0
257,2.........3...98..5.....971.7.1...4..9...3.2.....8.5...5..7.4.....2...1........36,0
258,5....1..4..89.7.6...3.52..............57.498242.1...7.......4.7.6......3.........,0
259,..........2.4...568..9...31.6.7...9.98.36...44....9....9....867...1..4..3........,0
260,.92...45.5....28..3...9....8.3..6..4..61....5...9......8.....6..3..8...1...57...9,1.6
261,.......81.34.8....5.67..4.....4..7...4.....62.6813..4..2934..1.6....8............,1
262,..8..53.25...31.....9..4..7....5.79.4........6..7...3.7.2.......46..25......1....,0
263,..7...61.6....1.8..35...9.7.1.732...85.....3..............45....7..83..95..9..1..,3.5
264,.64...9...2.....5.8..2.3...51.4......4..9...8......2....6.....1...98...61.7..5.2.,0
265,...9...1.28....5...716....4.4.53...1.1....7..73..........7.945.4.....6.7.....5..8,2.3
266,..5.2....7....46.5..85..93....98..7...4...2...6.......95.........2..1.....32...98,1.6
267,..3.......54.76..9..71.9.5.....8.4...85..72..9.....1......418.....3...47...5.....,1.1
268,.41.9.....9.57.1.4..8.........45..8..1......35.76.........3.7.....2...3.26....4..,0
269,3....7.....1.............79..49......29.8.4..5...142...83......2.58..6.4..61.5..3,0
270,.4......86.38....9.7....43..6...9..578......1...4.5.2...79...84...5.....9...3....,0
271,25.4...6..7...3.5.6...7....796...3.......58...3..........3..2.98...41.......6....,0
272,...3....81.5..27...7..4....68....2...2.4.719........8....26.9.....5......92......,2.1
273,..7...6.....57..9.4..86...1.1.3.....7...8...3..6....1.2.......515....4..3.4..2..7,2.2
274,.1...962..9...6..8...2...17.8..4..5......51..2.6...8......37......12......4...7..,1.1
275,.....523.5.....9.8...23..748.......7..3....4..6.1.7.92..6..........7.....295.....,0
276,.5......4.9.......6...42.1.....2...6.....1257.36..8.....759....4.....7.........42,0
277,.4.3..6.7.....6..2..2.....3......2...71..3....2.48.9...9..2..8.73...95.....5.....,2.4
278,...3....9.64...7...8..69..2.12.3.......15..2..7....4........8.66......71..1.9....,4.3
279,....9.....3.....5..9253...7.1.78.....58..3......6...7.1...7..2.....263..5......8.,0
280,27..4.56.....7.3......5.2.8.....3.5..57.1...282.........5..4..1.9.......3..96....,0
281,.8.45...3.2....9....5..3.1.....1.8...5......219.58.7....3.74...2.9.......7.....2.,3.9
282,....6.3.5.13...........8..28....726.....1...97..9...3..7......1.6...9...38.....57,2
283,1...2...6.6.491.2.8.2..7...6.....9......795....3...4..2..186.3.............9..651,3
284,........318..3..7....7.9.6.......6..3.1.2...4..93.85...3..918....7..5.2..........,0
285,...8......69.3.....879....45..4...........8.....2.3..9.3..7..4........952...4.183,0
286,...1.26..19..3..2..5.8...9.6.....1...7.61.....4.............9.7..29.6..8..8..5...,0
287,.6..4.....7....8.3....1.....5.8...9.3.7...6........4.1..3....8..267..3....9..42..,2.8
288,......375........825.....94.9.........2.514....48.......1..8.3.37.2......4.59....,0
289,.6...........73.....1..43...9..85..7..8..2.1467....9..2.....8....93..16..3.......,0
290,71....23.3.9....1.......8....6.5.4..49..1...72...3.........6.7.....2......2..436.,0
291,...47.5...7...9...9...2.....3..98.6...8...3.52.1.4..9..1......6.62........3.5.27.,0
292,..61..........5..478...3.9.6.97.2...14.9..7..............69..5........7..32....8.,1.8
293,...9.3421...4.....6.1........46.52..9....1....5....7....3...1...69.2..53...3....4,3.5
294,9..7...1.....5.264.....8..53.2..1.....1....2..7...61......6.8...9.8..6......29.4.,1.4
295,3...47.1.92...........2..96.79.5.1.......1537.....6..........58..4.1....7....3...,2.8
296,....764...123..............5.3.9..2..74...8.1.............32..87..45...29.....1..,0
297,.5.......3.81.....12.9.6.3.2...4..1974...5....9..1..4.8.....32....5..4........9.7,2.2
298,2..367............76...5..8....3.89..8.1.....95.6..2......4.3.......6.19...5....6,3.5
299,.3..8....6....1..4....7.56......84..7..3..9..341..9...2....5..9.148..3....3..4..5,1
300,.1.7..49.......2.3...9...1....24....293..7.........6....6.8.1..5.2....8.7..6.4...,0
301,..........84.....7.7.....648.1..4........659.9..31.......7.9.4.1.........2.....36,0
302,.5.1.....6..497....8......2.973.5..1.2...9.8...3.4.5.7......216..........3.9.1...,0
303,......927......6..4....8.5..7..41........237...8.9....8.7....6...95..4.8.3..2....,1.7
304,....1.....1.....27.48...5......7..9.9..1.3..8..4.8.31..8.4...7.3....8..2...9....3,1.5
305,....2.4.......16.5.4..8.19...58....2..........9...2768.13..9...4.7..5......1..5..,0
306,.9...5......17......7...3...6.8.9...1......4..7....21.6....8..23...4.5.6..5...1..,1.6
307,..6..4...9...3.86....8.62......71...........22...9..4.35.6.........4..8..98....21,1.7
