id,puzzle,difficulty
51,..8..6.4.1......972.5.........9...25.4....1..8...2.4......416..6...9.....7.5.....,0
52,....7.61....21..9..719......8.19.4.7..6...1..........8.67.4...3...3.5....2.......,0
53,4.....283..3.8.....1....4......67........4..2..6.5317.8....57..6..19..5........1.,0
54,3.......45.7.......46...78.6..72.3.....18.9.......6...82.....41.3.4..82....2....9,2
55,........1..89..45....7...9.529.3..7..3...1...4.6.9......3.8...5...3...2.....2.98.,0
56,.3.89..5.....2.4..1......8.2..5..3..741.6........4..........6.36.39....1...4.....,2.1
57,.1....3...85..6...3...4...127....8..6..97..........1....9..36.....5.1...42..9....,0
58,4.8.5..39...........78.4..2..1...9.876.5.........71.......83...3....2....2.....14,1.5
59,.4..9178.7....21......4...2......4.3..9..7....1.6..8..2..4.....65........9...62..,1.3
60,.2...68......72..61..4.......2.4..8.59.78...1.......37.398.........2.7....6.9....,0
61,4....7....93..........2.91........3..4.5.......14.685.1.....2.9.7..5......4..8..7,3
62,..5.3...6.7..16.3.......2...8.4............7..3...9.6871.9..4..89.1...2..........,4
63,...7.941..3...45..8......6.1..5329....6....4....6.1..........8.7.......1.51......,0
64,.2......3.7..3....6.3.981...........2.4.573.88.7..6......92146.......8...4......2,0
65,.....961.....4135.1.......4..4.8..3..8.6...25..9.521.8..........63......59.7...6.,2.6
66,...1..8....9....254...376..........454..1...8..2..9....2.4.3.....7............31.,0
67,4...........7..6....8.....12.4.....87...9.....6....37..4...6..513...47.....58.91.,0
68,.6..2....9.2....1.......32...7..9.8.....52.4.......9.625...1.....9..6..77.83..2..,1.9
69,..5.....737..4...5.4...6......9.431..23.........5.......78..1......6.8...92..3.7.,1.4
70,.15.....4...6..3......4..16..432.6...3.............2........79..837.....4.721..8.,0
71,..78..5.......7..3.1.........1.8.....2.6.9.7.9.5..3...5.92...6....9.415......5...,0
72,....7.3....9.6...2.....2.95.3.1..86.7.8....5..4..5....69.....4.87.9.........21...,1.9
73,94..1...2............67..95....9..5...7.8.6.418....7...58...........1.2....4.3...,1
74,.6......7.7..3.25..8......4.....487.3........6...1..3....29..1....5.....4...6.5..,0
75,..75......9.....2...67....9..4.8....7....451..6...12..1....86.3.....31953........,0
76,53.......6....8..1.893.2...795..41.......1.2......7......6....5..4....8..5..2..9.,4
77,........3.3...1856..5......1...9.......86.7..5......4.8..5..2....4.7..3171...9.8.,3.5
78,.127..3....7..........4.9..1.3..687......9...82......6..43..52..69..7...5........,0
79,....8....89.7...3..7.6...49.89.5...4..4..1..32....86.14....................1.4728,0
80,4...36..9...9..1........54..4631........9..2.7..6.5.8..7...1...3.5.8..6.8........,0
81,...8.......3.96.1.476......1..5..8...2...9....58..2.....7.4.1..5..72..........53.,0
82,53..1.7.....3.4....89.......42..53.1.9..37...7..4...8..2....6.58...........7....3,1.5
83,......37..39.....5...1...69.23..98...1.4...5...8..2..7....4.....4...1693..7......,2.1
84,.3.....92.6....35....9...1.........4.8..2.9......782....5..2..8.2.4..6..7.8......,0
85,....6..3...9..4.1......24.88..51.....47...1.......63...........5..98...6...12..5.,0
86,4...8..5....6.2.1.....1...681.2....9..63....4.4...86..3.....7916.....5...79......,2.6
87,.628..1....5.1..........9...21.57.....7...53...64...7...96..34..........45.9.8...,0
88,...2...........1..7..8....9..5.9.....2....3.4..87..6....1..9...9..32..1.46..1...3,1.2
89,...2.....4...1..926...973..32.....56..1..62.4.6..3.........8.....83...4.51.......,3.1
90,.5.8.3........1.46.1..9.3........9.18..75..6.....49..5.3.9.4........8..476.......,0
91,93...8..5..1...29...7..4.6.86..5..2..1..8.5.............42..9..2..7..3...5.......,2.4
92,2......69.6.....8..18.......2.9......4536...2..6...7...91.4.........13.....59..46,1.1
93,7.2.....13.5...46....49.3..1.7243.....6.7.......9.8............41..8.........591.,1.2
94,..26..751...........19.4.......9...681....3..7..4...1.....3.6.4.5.24....6..1.....,0
95,..512...3...6.5...28........6....3.....5...69.9148..7....7.2....7...3..8..4......,1.1
96,.5..3...8...8..7.....2.1....145.7.9.5........8......6.4..1.6.....2...97...6.7...1,2.2
97,...63.9...........3.2.4...62.........15...34.8.3.7..1.6..3.8....9.5............87,2.7
98,.......9.2.........14...7261.2.5...9.7.4.6..8.6.8...5.8.7..2....9...3.4..........,0
99,7......4.96............576.1..5....7..2.7...6.8..36..9....82....2......14.19.....,0
100,.6.....1...3.6..4...5..37...7..45.68....1..241....2.......7....4.69....15........,1.7
101,43....8.5.5.1.6........3...5..9...7..8451...3..9.84...97....53.1..6..7...........,2.1
102,5...4.......659.....7....9......8....1..6..23..5.2.6.4....163..8....57....42...8.,1.3
103,......4..31...8...72.5....1.6......4....5.6..4...3..721...672.....2..79..5.......,2.2
104,...8.......2.....9.963....27..41..9.3...7.2...4....65.58..3......3...7......65..3,1.3
105,.....1.5.2.7....4.94.........8.164....2..8..9..6.....2..4.......8.7.....71.8.5...,0
106,...6..1..89..72..........3....2.5.19.517...4...2..6........89..1.....32..3....6..,0
107,..3.8....4...2...7..7.....6.6.5...4...261..7.3.59..8.2..............3.2..3..614..,1.4
108,3.8....96.9.....1..2.5.........8...5..9.3...82....7....7..9..6.1.6...4........18.,4.2
109,.1..2.6.44...365.......8.......1....7....48...2.7..4......9....8...5..912....3..8,1
110,..76....9.....21.6.....5.42.....4....9.2......76.1.95....4..6..8...7..3..3.8.....,0
111,.3........6.394.8.9.1...........147.5...2.6...49.67..2.1...........752..7......3.,0
112,..8...6...2......49..5.1........3.......6.8..75....9.......214.....385..4......96,0
113,.5...23..97.6....5.....9.6...89..7........8.4.3.7.4.51...4.6............24.13....,1.8
114,....3....46...........9745.145.......7......9..3.12.....23.......9..4..1.1.5...82,1
115,..6..2.1...84.1.7....8......9.....37.1.2..4.......4.5.6........25.7.3....4...62.3,0
116,3......4...428...6.92.1.....6.3.1..4..1......57....6........8....7.....2...9245..,0
117,6.7.......9...3214.4...53..4...3......5.1....7.....95........2.9..4..8....179....,1.6
118,.3..7..1..87....2.4..6.3...2.8..1.4..1...2.6...5......3...9.5....1..7..69..1.....,0
119,..4.1..9.6.....4.3...9..2.7192..3......4.2....3..9.7..2.1..83..7.....1....5.4....,0
120,....3.7.......6.45.7.4...268...4..7.6....3.127...256.....3...9.4.2.1.............,2.2
121,.19...8.....86.........4..9.8.6..2.....72...12.....53.......31.6.85.....9......4.,2.6
122,...5.....4587....1...3....8....59...8...1..2.9.....6.352.4..7....3.7..4.......2..,2.6
123,....8..43.6.5.78...8.2.6.......65.3742...........1...9....5..8..457.......23.....,0
124,..9.......3..96..1....845.985.62.9..32...5..6.....3...........52.83.7..........6.,0
125,4..9.........6..5..5834.9......7..898.6........2..6.17...7..2.....21...8..5.8....,0
126,2....4..91.....8.346..3.1..6..5.3...5.8...42..4.................75.1.......2..63.,0
127,...1..2..675........3.78.9...1.4.6.7.......4.58......1..8...4..1....2..5...9.....,1.2
128,..3..472..........7.5.19..43..87...9.4.23......8...1......6.5....9....63..45.....,0
129,8...........24..53.1.....9428...7...6.75..9.........8.3...5.6...2.6...3..5...9.2.,2.2
130,..6.7.24......8....8.....3.9.....7..47.5....3....268..6...1.....4..9..1..51.4..7.,0
131,.4...23......64..9.......7.6........8..3....2....9...15...4..6..1..7..5..938.....,0
132,.......6..6..25...7.2.965..3.....9.8...4...2..9....7....7.8.21..........25...7.49,1.1
133,4......2....5..9.6.972......1.7.524......2.37..4......7...3....14........5....6.3,1.4
134,1586.........28.........5.....96.1..4....7.....3.....99....43...64.5...83.5...9..,2.1
135,.........6.......71.98.4..38..1....99.4.2..3..63..5..8.5.......49..7......7.53...,0
136,.....6..2.......14...7.3....65..4.7127...5..94.....5..73295.....5..3.8.....1.....,1.2
137,....1..4...39....85.7...1.63..1...9.1...6......5..8.7..62...8.5......4.......5...,0
138,..1..5..7..5.9.....3.7.........4.7.19....2..8.....39....26.....5..8...3.67..3..8.,1.4
139,.....4...1.29.....8.4...32..3.4.9.5....7.......5....12.....8..75.....84....13....,0
140,..2..59.....4.....7..2.1...1....8.3..3.1..6.....6..5.2.....93..8163...9.37.......,1.6
141,9..68......85.3.........9.3....14..67..96.2.....2...4749.....7...3.......6...24..,0
142,......6..46.8.73..3..94...2..37.98..12..3.....9....51..8...4...5.61....72........,0
143,...8.9..44..2....3...3...9...65..91......8.7..7....2.6..3....8.8.9.....7..1...46.,0
144,..4...96...2....13.75..........41..2.598......1.7...8.8....4......596.....7......,3.8
145,......97....7...6.2..5.......1.....632....1945....2..7.4.8.....9.3.1..5......32..,3.2
146,.....7...5....23.8.349.15..2...9......9...6....7.....2....26.1.3..4.....1..8....6,0
147,...2....8.76.39.5.3....5.2......71.....5....25.8..6.9..2.6.....15.....4...7.....9,4.4
148,.9...86...4.12........6.....236..49.87....5.1.......8..5..74.32.89.....5...8.....,2.2
149,68.5....3.....2..52...........3..78..46.2.1.....61......3....98..8.9....9.5.4..2.,0
150,.9...4..62..37.4..5.......33..72..9.......527...1.......298......6....5..8..4....,1.6
151,...18..292.........7......45...2.....8...63.5.1..7....84.2..9.......34...96.1....,2
152,.2.1...........4.8.8...95..59......7....9.6..2.1..5.4...2.7..8.91.2....5....3.1..,2.7
153,..14.7...58.............69.2......49....7.........27.8.3.7.6.1..1...8..5..71.58..,2.8
154,1.2..8......9.....8.7.3.16.....9.63.4.6.71...5......2.2.5....48........2..8....7.,1.1
155,.....1..4..29...3.7.........9...8.2..5....76.4...3...96...4.5....8...37.5....2...,1.4
156,....87..5..3..69.....3..7.........5.7.1....6..465.3.....8.....1...6.....169.4...2,3.4
157,.....3.5.7..48...2..2..7....498.2.....5...19..8..9..6.6.....97...........98......,0
158,...1.973...5.....2.1.25..6.5....4.....157.....86...4....78.....4...6.2....9.....1,3.6
159,1..........6.18.9......5..6.2.47.......6..8....4..2.....8..6.....9.536.7......5.3,3.5
160,8......31...16......5...62....2...9..379.........78.1..7...3....1....28.2...1...5,1.5
161,......1.5..2.......73...4.28..57..6...7...3..4...31.............8.61....5..4...8.,0
162,9.3..5..6...1..8.4.4........8.7.....5.9.....81..2.9.6...7......69....2.......3..9,4.3
163,...........9.4.38..1....62.4.........23......5....8..6..518..4.98...5......3.61..,2.4
164,..7....5.........94..3..2.7...81...3..2.........57.1.61...3.9.53496.7.......8....,2.7
165,..5..87..8.7.4...19..5.7.4....2........7....8.6....23..2..6..5.3.........584.....,1.8
166,2......4......7..1..92..8..1.8.7...5.5.1........4....9..2.4.1...9..836.4.........,0
167,......6..2....1.4..6....2.....51...4.2..9..1.3....85.6.....73.84..85....1...29...,1.4
168,.1.....3.....7.1......65.....8...4..52..1...64..9......71.3......2.....38....49.7,3.3
169,.....8.....34.71..7...1.9.5.9..847.........3.8.....4...52....9..3..5....46....5.7,1.4
170,..9.6..73..67..1..31.2.......5...9.4...43.........26.797...658.5...........3.....,0
171,8......2..6..19...3........1..39.7........6.....4..5.8.....1..7..9..5....5.732.6.,2
172,.1.9.5..........536....37..7.....8...438.........6...9.36...19..5.......2.9..74..,1.4
173,.5......9...5..36......9...8.....143..4..6.....2.1.6...8..2......34..895.1......2,1.9
174,..7.39.64......2...4.....13..84....241..6..9...39......6....3......24.....21..9..,1.5
175,4.........8....7.....238.6.7....5.8...9...4...26....5..43.6.......5.9.3...53....1,3.7
176,.9.8...........5.1..5.72......38.7.....9.58..3.....2...........6.7....9...15.6..3,1
177,.3...7.....8..1.57....25..9.9.2..58..6.....2.2.5.....4.....8.7..57.6....3..9..6..,3.9
178,.....73.9..4.1..6..8.6....5..9.3....1.2..8...4....57....8.9..2......1.....17....4,2.8
179,8...56........87......13.62...9.12..6...2....1...4.9....2...35...3...4.15........,0
180,..........2.7.6.8..79...2.55..9..7..24.......7.....86..3...1.4.....9......6..8..9,1.8
181,6.5...7......8..1..8.25..4.....3.5..24...5398.5......6..7......46.........1..3..4,0
182,.......67..8.4.13...26..4........9..82.......3..1.7..6.374....1...7...4.2.5.....3,0
183,8....95..453.....8.2.....3.28.13.6...79.6.4................2..9..4.7.85.....1....,1.1
184,.6......8453.....12.1.......971..6...385...4...............1....4.27..5....69...2,3.3
185,.391..8...8.....27....4......8.......725...43....12...3....5...6...8..........219,1.9
186,8...97....2.58..3.......8.6.8..2.57.4..8.32...5..1.....3....61.5....9..7.1.......,2.3
187,..963....42.8.7...........82...8.6...35......74....1..6..5...4......4726........9,0
188,.79..2.3.....4.25.51...........9.5....4....8.7.3..5..6...2.6....6..3.7.21...59..3,1.2
189,....9...3.4...56...8..4..9.27...6......4...7....71.96..........15....7.27...58..9,2.2
190,..7.....25...63....6....1....9..1...2...39..5....5....9....5....1.4..6.....72.4..,0
191,.8......9...1..6.39.3....5.....59...7.....9...4.21........4....4....8.2726.....4.,4
192,...62........8..9.4..3....1.35.7......7...9....84.5...2......875....71......4.635,0
193,..4...5..2...8.3..9....4.......6.9........2161..3...7.....3.1..56...1.....3.96.8.,1.5
194,.5....8...7.5......8.....34..5..8.....6341...39...........9...34.......67...2..9.,1.2
195,.7...98.....73..1....1...63..1..46..2.7.....9..8...45791........6..45............,0
196,6.83....13...7.6......2...9..7.9...3.8......5925...4.......2...859.........9.4.1.,2.7
197,.2.93..7..6....9.8....57.......7..84.3.62.7.....4..1..8...........38....19......2,0
198,..96...1.51....3.......9...7....1..2.2.46...3.......9....3786....3..52....4......,1.5
199,.6.......3....7..6....5.142...9.3.14.....53.....17..5.2.........37..46..9...1....,2.5
200,4..7..8...8.....43.3....5.6..49.3...25..8...........65...497.5.92.8.........2.6..,1.1
201,.4..17..5.......82....3......51...28.3..24..1.2..7.9.......9...8.4........1.6..4.,0
202,67.....2.......9...5.6.9.7.....58.4..13.......2....79.5..7..6.4.....5....9...41..,1.6
203,........38..14..9.73.....8...8.7.2..6...9..7....5..6.4..5.8...7....12....1.......,3.2
204,7..9....8.86.......9...4..7...7...61.54....2.....5...3..2..1.4..75.........3.8...,0
205,.5.......9..5.38...412.........37.9......9..52......8..7...1....9..6.2...8....549,1.3
206,.....83...23......5.7.2.6.8..2..9...1..6...8...9....7.31..8..42...7............16,0
207,3........71......3....6......56...1787....4...9.15..3.9.421...8...4.5..........2.,0
208,..6..3..8.4.8.2......1.9.4......6....31...57.8..3.....9...5.7...5...1324.........,2
209,.1..4.67.....2..3...2..6.1.2..9.7........12..9.3......7...6..8.........4369......,0
210,......8.7..5.4..2...19.7...9...5.3...4...8.7.5....61....42..5.9.6..........61....,3.5
211,.....86.9.1..9..4.23....5...7..43.9.4...6..2....1..8..7.......2...5.6...98.......,0
212,.8...21..7...5.6.......68.3.....14...9...3....615.....87.3.........9..6...321..4.,0
213,..3.8..9.4.96......6...1..3....9...28......5...6.2.7...24....7.....7.....9.2.5.8.,4.3
214,....2....436......5....3...2..9..8...7..1..3..8...674....465.....3...5.7.......1.,3.4
215,.4.......3.567.....6.8.5....2..1..5...9....64..8.3..........87.8.7..1.....42...3.,0
216,.....7..9...1..6.5.5......4.3..9..6...5.73.....2.....8.98..4..7.1423..........4..,0
217,8.....97......7....5.1......7..89..22.....1....6.5.4......6..25..5......6.9..8..3,0
218,.5....7..3...9..26.2.....1.9...5.....8.17...9...82..4.51.....6....9...75....153..,0
219,..8..2.3....7.....4......785.28..4...3.4758............7.26..........5.9.96.....3,0
220,...8..57........695.17....46.......2.7...4.8..3..5....3.9..7....5..41....4.92.7..,3.6
221,43.....75.........8.9....6.......68...46......1.7.3.92.2..8..3....9.67..7....1..8,3.5
222,...5.7.2.....1...9...6..375..7..1.....4.......12..356.93....4.22.8..........9.7..,0
223,.7.9......2...4.8.1.....7..8....3.....2.8.3...6.517.4....4...5.7........49..36..2,1.3
224,....6.....7.1.....658..4.....79....3......28.4.278..1...4.....9.....2..55.14...2.,0
225,45....2...375....9..2..95.8...8.43..1.........86.....1.....7.....416...5....4.67.,1.1
226,..817..5.6.....1......5....83...7..4...64..7..9.....8.9....1..3.....92...4......8,0
227,3.....1...4.....5.5.8.6..9....29.6.4..6.....5..37.......9....71.72.....9.....8...,0
228,2......7...96..48.76..4...9...2.9.531.......7.......4......38..9...6.....3.87....,2.1
229,.....5..18...16.......4.6...4..53.2....2..874........3.71..9.3.6..72.....9.......,0
230,.....8..9.......21...57....3..2.7.1.5..3....48..1...6.96..3.....7...1.......6.74.,0
231,.1..4..2...51..4....32.96.1....26.9...9..5...8...3......2.....3.5.......7....8..9,1.8
232,31.........76321....29...5..7....4.......863.16......8.4.2...652..579........6...,1.9
233,........731..7.2...29.6..8.4.......2..38...5...8.93...1.6.3..........4..8....7.13,1.9
234,35..9.....8.2.46..1.....3....8.579...13.........94..........7.86....2....9.....16,0
235,..2.4..5..1..........293.7.....7..84...6....2.....97..2.516...96.......34....5...,0
236,.....41...8.7.5..6..6......1.5....7..674....8.4.....1..5...7..437.6.9.........83.,0
237,5....7..8.......92...6..45....81.....5.2..61.2..9......2...6...48...25....9.4.3..,0
238,45...16.8...6..31........4.....8....13..7....8...59..2..4......6.1..8...39....82.,4.6
239,89...71..4...1.6....69........6....8.1.392..7.2..54..9.........7.....9.5.6.....7.,1.4
240,7.....6.38....7...6..89.7......16...51.4..9...7.5.....2....5.4...468...5......8.2,2.3
241,.1...83...82.6....7........9...2.1..36...9.......8..5.......63....1..9.5...5...41,1.7
242,9..872.....6.........14...3...5..27...4.......9...3..6..1..........3.18.67..5...4,1.3
243,......79.9...3..1554....6...842.69...9.....687.....2......27...4..8.......8.59...,2.3
244,.9..........31.8...6.42.5.3..52..4....3..........9..2.......7.61....7.4.4....53..,2
245,..8.1....7..9...........49......13..2..3...7.9...7..84..9.3.......2.6..3.76.....8,3.6
246,.5..8.....49.15.....7....5...4...8.2.1.4.39..5....2...9......7....3..1..72.9.....,2.3
247,.735....4.5.....38...2.........7...5..19....7.2....98.6...41.....9.3.1.....8.....,0
248,.3.......29...4.......7..981....6........5.72.8..9......3.67....2.8..9...46.5.3..,1.5
249,.5.1..8.99.7....1..6..4.........3.81....9...524.......7....61....9.7.......5..3.8,2.2
250,5.3.64......1.......4....2...5..6.371..9........2.7.8..7....8....85...4.......9..,1.6
251,..2...6.9...51..27.8.9....36.....1.5.2......4..8.4.93..6.......7..........1.645..,0
252,..6.9...4..73....6...7..5.8.2.1......71.6.....8.9.7.6......821...2..9.......1..57,2.9
253,...4...15...7......4.8.96........5.6...6.4..9..8.5....8.63.....1...2.8.732.......,3.7
254,..37.......73.21.6...1.9.4.9..2..48...2......54......7.3..9.8..6.......2.....4...,1.2
255,...7..6.14.7.81...........5.42......95..2.......43..7..91..52.....3...........46.,0
256,..6.......9..4.17.4...37...2......8.96.51.2......8............378...6.2...2..8.4.,0
257,...3....4..1..52...4.......6.5.....97.82..6..1..9.....9.3.........1.6.53...82....,2.1
258,9...2..53....67...3........4.......6....32..71.59..2....3.587.1.691..............,0
259,9.41....5..2...6...3...7....8..5..9.2.6....8.....4....8......7..23.....8.9...12..,1.9
260,...15..38...........6..41...3..7....6.8...5...5.24.78.4...8........63..71..7.....,0
261,.3........482..6..1..6..7...6.....4...2..4..1..37..5....9..5.8....8......2..4...6,2.6
262,...5.6..8..2.....7..8..43...4...3.......61...7.....4.5..1......4..8..5..5...4913.,2.2
263,.547...1.76....8.....5....7.8.4..9..5.....6......6..8...91.73.6..2..41..6........,1.5
264,..7..1..9......6..31....5..23.7...8....9.3.4...5......6..8...1.9...3...2....7.4..,3.9
265,..4..............867..951...2..49.....5.7.6..9..3.1.4.1.3...4..547..8..9.........,0
266,...39...89...2...4....5..1979..6..3...2..58.....7...2..5.4......37....9..1....45.,0
267,..6.2..1...3..6...485.1...68.....97.2..1......9.....64.1....84......8.9....5....2,0
268,..2...3..36..8.5...8.14...72...7..3......1.76..49........6...54.7.....9..9...5...,0
269,3......8..6..9...5.25...9....3.4.2....6..1...9.23..8.4.1..64..8..41..5.......3...,0
270,....6........8.4...3.75..1876......1..1.75.2...93.....32..4.5.79....8.4..........,2.3
271,.8...9....2....19375.......4...9........275..1.....4....8.7.6.25.....7.....31...4,0
272,9......4..8..5.2..63...17..7.......5.93..5..8...849.......1.....56.........43...6,1
273,8..2.......76.4...3.1.5...4..29...4.......5.6.....6.21..6..5.........2..1...3..8.,0
274,..461..........9....1....8.5.3.9...7.9...3.......8...578....4..346...7.9.....2...,0
275,...5..2....8.....3795..6.....1...5.6.4...8...6..7.5..28.3...........47......2...1,0
276,...4...5...3.7.........94122.7.....5.9..62....3......74.......8...18..4...59..27.,0
277,.71.6.........4....2.....6.5..92.4.3...6..9....2.3...5.5....37.8........3.9.1.5..,0
278,.6.....5.5.961..........28.6..29.3...7.......3...65..9..24.3..........3...4.8...5,0
279,......5...39..4....71.8..9...8..1..79.2.....44.....9......7..82...4........56.7..,3.6
280,3...9...8.....4....58..3.....6..7.2....31..7.1.....4.9.......3578.6.......31.5...,3.7
281,5..6...8...9..1.3..179........5...6....4..92..8..93.....8....5.14...6...7...5....,1.9
282,.2.3.....6...8..27.7.9...6...96..2.5....18..6..4....1....5....9....93....8.....7.,1.5
283,...1476...71........6.....2.2....8.6...769..1..........6..9.1..3...52...5.....9.8,0
284,8..62...5..1..986..4......2..6...2.49.....78..85............4.1...3.....57..61...,0
285,....6...3.......4..8439...761..8..7...3.....6.9.73.....3.2.48.1...6.....2....9...,1.9
286,.....7....2.16.....163...8.........6...23..151.5.8.....6.978.2.3.85...9.5........,1.6
287,.17.............5..96..83....1.7.968....42........15...5.4.9.......8.6...8.....94,0
288,..1..7...264.....8.....9.6...8.92....45.7..3..7...3...48.6..1....7...8...........,1.2
289,.4.8...2.3..9......51...7....9.86.5.6....4..14..2.....1.......3.7.5..4.....6.9...,2.3
290,..4.......3.4.5.78.....8.2.5...1........32....93.4..8.185.....33.9.........2...5.,2.7
291,..5.......69.2..........19...23..8..7..9..2....31....5....6..328............35.7.,0
292,..5.6..97.....3...8..9..3.4.81.56..........6.....971..748....122..4..5...........,3.6
293,.9..68......2..7....59....32..6..34.48....6..9...8........5..2....4..9.6....1..7.,3.3
294,9.2..1...3.......5...6.8..1.174...........94..........5...3.869...5..31......7...,0
295,.5..7..9.4...56....1.....7.3..1.85...2........7.6....2..47...8........432..9.....,0
296,..4.92.3.5.3........6...2.........7....713..29....63.5..1.2......53...67.....7...,0
297,...84.2...21.3......5...78....1..........382......89.76......9..9..2.4.8..7..5...,1.9
298,....5......3.1....4..2.9.1...4..3...6......599..6.8....82.3.9.7......4......8.1.3,0
299,...1.3.....6..53.459..4......96.....47....1..2..3....8...58.69.........1..84...7.,2.5
300,....6.78....25...6...4.9....47...5.8..1.8..3...........8..9...2..6...31..74..3...,2.1
301,.9.1...2.......9.4..8.4..3.96.2...5..4......88....619...3.7...1......5....452....,3.4
302,....67.3.7.52...1....4.19.....84............2.1....34.5..9..6..8.3..2...2......5.,1.5
303,.1..8...78..23...4..6..7........3....71...3986.....7......24.3...41.9.........5..,2.5
304,.8.65..2..26...9...5...23..6..591...3.......6..9......5..3....1...7...8.13.......,0
305,.....64..231....7.....1......4....1.9...53....8..9.2...76..2.3.........7...6.1.29,1.3
306,.....6..3.9......4627........49.....85..........5.7.86.45.6...8..1..49...8...93..,2
307,6...7.4....31.....18..23...4.76...........97..2.....8....5...6.......85..3.2.1...,0
308,.7.5..2.86.1...3...9.........32761..7..1.......8..4....82....1.9...5...6.3.......,0
