id,puzzle,difficulty
55,6....8..9..76.95......1...7.6..53....8.....5.9..2..6.8......8..5......7.731.....2,0
56,.46....8....89...............79.6....5...48..9.3.8.5.......137...8...12.63.......,0
57,..61...3..1.28.....3......89...52.1....9......8....97.27.3.4..51..8......5.......,2.8
58,.....6.....7.2.1...89.......1..8...67.....4.5..5...2.3.......74.6.3.4.....85....2,0
59,.16..5.7.4....21...7.3..98..5..8......35..6..8........7....381..9..7.2....21.....,1.5
60,..7..6...8...5.....15.8.4..9.4...7.8..2.......8.1.3........714.4..9..........86.7,3.1
61,....8.....5..6..2..3..1..7....64.9.11....3..22.61.....9.....6....345.7....8......,1.5
62,....2...116..7....7......3.3...8..169.....8....765.4......32....28..9...........5,0
63,......9.268........7.....3.3...5.......47...3..2...715.........56..93..4..3..78..,1.9
64,...7..3..42......78.....54...3...6........97......8..4.1.93.76..6.2.1....72......,1
65,...6...8...195...72....7..4.....1.3..9.......75.3....8.3..1....6.2....4...9.263..,1.1
66,..7......4......1.3......7584.5.69..1..4....27...938.....8.42.6..6.27............,0
67,..1...78.....971....2..3.....8.....7...7....44...8..6..9.3......6....4..3.4..5..2,3.9
68,51.9.......4...5.6.2.....9.8..23..793........1..4.76...6...4.8......614....31....,0
69,5...86.79...9...........4....3..9.8..29..4.....8.5...63.....7...1.........73.82..,1.7
70,..4.976...682..3...5.....8......4.3.2965...7....7..8.......8...........7.45..6...,0
71,.....6.....3.8.1..7....14.5.8...........7....9..13.7...6.5.9...4..7...1....8...43,1
72,26....8.41...........1.92.......89.2..6....5.4.3.....7...7.1.8.5...8.....47.5....,0
73,3....8..591..7....74..1..3...6........3249....9......1...1.6.4.....2.9.8......12.,1.3
74,.....8.42.......1..36.......1.2.....4..7.39.....1.4.7.19...2.....8........2.37.85,0
75,...3......9864..1......7.84..3.......6.5.98..7...1.2.......2...4....8.59.1......7,3.1
76,..12..7.....8.4....296.....1...2.....5..4.....42.....6.3.....64...7..98558......7,0
77,38..9...7.....75.4...8....69.....2...521....8..4.7......9..8.1....5.....23.7.....,3
78,.12...7.5.97....6.....2......5....8...........6.93.....3.8.4.9.4...692........8.4,2.2
79,.5...1....7...9.4..1..5.2...34.8..6...82..........5...........3..63..9.7..7..4...,3.3
80,..3.....96....4....126.3.8.3..27..............8....9.15............8...2.9..1.347,2.8
81,....9..8....4.216.....317........6.2.649........7...1..725......3....4..6.......3,0
82,..5.8.3.....3..2.9....41.......16..........9397....5...168.5...85...3.6.2.......1,0
83,..8.751..3..264.8......1..51..35...8..6..7..3...........9..6...4.2......5......61,2.6
84,.....1.7...46.3...53..7......27...193..1.26..6...9..........9..2.7.....1.49.....3,2.4
85,6.............985..256.4.9.........11.2.9.78.7.68........5.7......4......43...5..,2
86,2....93..7.......48.917.....3..9...........9...6..45.....6....13.7.82.........4.2,1.5
87,3..4.9..2..26..85........1.......52.45....3.8...9.......51426..9.3......6.....1..,0
88,.......5...4.8.6.7.7.2...34..98.3........4.1...6.1....5..7.81..9.......3..3..24..,2
89,..36.5.....8.3.49..6..............7...25....1......264.3.81....4..3..5....7..48..,0
90,.........9..2.31.8....8.7...4..75.3..1...4....6..2.9........8....2.41..96..9....4,2.8
91,...75.4.....3....1.56..8.......1..3.8.1..9.46.7....2...6.........48.....785.....2,2
92,4...2....9.8..53.15.......761.2.......2..8..5.5....96.2......7.34.6...5...6.....9,1
93,.35...............4...17.9..68..9..1....3..79.....6.54.1.87.....579.......2.....3,2.6
94,.3......7..7.59.....9.3....28....4.9...8.3..6...4..2...5.26.7..8.....5....6......,1.8
95,.2..49.61.......3.6.75.....9..12.........3.42.1............6.7.....92....95...2..,1.1
96,41..7..59....814..6.3......5.7..........9..36...7...4....3.2...1...5....7...4..85,2.2
97,......86....7.........59.4..81....9.9.4..2.17.......5..7....6...5.1......1.827...,0
98,2.8..7....5..4.......8..31.5.1...4..4..6....7..7...63....7.5.6.1.3..65.....2.....,3.6
99,.3.14...........4..5.7.28..4...5..9.8...6.1.22.5.....3.....7.8...16..5..5.7..3...,1.8
100,....5...6..5...2..46...389........1791.6.......8...3.....7..5.2.94.2......35.....,1.1
101,....79.6.....3..2...9.4.5.1..8..7.3..6...........84...2.78.....9....68.......1..4,1.2
102,......51.........4.4...372.6...59.38....8....1.7...2...7.914..29....54....5......,0
103,7.........26..53.......45.99.3......15.4............2..19....3...786.1.5...3..4..,0
104,.4.3.92...1..7..365......9.2.5.....3...8......83.6.........4..8......1.71...2.5..,2.9
105,.9...67......9......84.16....59...46......3...8.....9..7.5.9.3...16...8.5..8..2..,3.3
106,695.....28.......6.41..7.....9..........3.5.7.7.2.584..5.1...8...4.........8..32.,0
107,...2..6..3......15....8..7.857.....3..16..29.....38....1...2....26.....9....9.5..,1
108,...5.....25...4.....19..7..3....78...7..2.16..8..1...3......2394.........3..7.6..,1.3
109,.64..31.8.....13.2..85....9....8....6......3549...7...........1....4.6....97.....,0
110,...1.38..9...7...2....4..173.14.9.6........7...5........3....4..4.2.....892...1..,0
111,....1...8......7..8.9.....3..4.9.2..3...2.6.9...1..45.7..4.3..56.8..9......2.....,0
112,.8..5......5.9.....2.3.1.7.958..2.4.........7....1.82.....35..1..4.......3....6.8,0
113,......8..3.7..94....634.5..1......6...85..9.......2...78.9......2...3.7...9.6....,1.6
114,3.....2..4...163....13...98...53...2.....9....4.2.......3..19....7...8...9.....67,1.3
115,...72.....1..5...75..9......6.....9.3....246.8..1..7.24...63.........5....1.....9,1.3
116,...1.......8.74..6.17..84...6..5......5.42.91........2....27.4..84..96........37.,0
117,......4...8..........7.159.1.2.78..4.64.5.8......3.6...4.56..2....4....3..9......,0
118,.....8....5..39....2..7...19...46..7..2..5.4.1.....5...3....9.8...2..1..4......3.,1.7
119,1..3.97..32.6.8.1.75.2....8241.............8...854...7...7...3.......6.1....2...9,2.6
120,...8...54....3...659.6.....9.3.8.....1...2.....7..1..34.67......58..41........4..,1.6
121,.4...3.596...48.3...25...6...37..2...75.3..4...4.....5............16....2......94,0
122,..1.2.75.....8..16....7...8.5.....82.4...3.7.2...1....4..9....5......9....7..6..3,1
123,..3..4...7.....1.69..3..2.517..........4..6.9.6..125...8..9......625....3........,0
124,...........1.9...8...4..279..46..13...6......31..28....2....3.....5...46....1.7.2,2.1
125,.1......565.....3...8...61..76.95........83.....6....2......8...879..5.65...3..2.,2.1
126,.73.8.42.........69..2.5..7..43582........3....8.2...47...4..........1.8.12......,2.5
127,6..2..8..1.......2....8.697..2........46..3..8...5..7.51...8....2.47..3.....6...9,1.7
128,.7..8...5.....96..52.4..8.126.....4..516.........94...3..258.........7.2.........,1.8
129,28......1..7........5...37...8..9.5.....65....4..379....61.2..48.16......7.......,2.3
130,5.....1.9.76....8.2.......4....2..4..1.76....3..54..6.78.3..........23...4..5....,1.9
131,3..........9.56...2..97....6....157.1.8.4..9..2...9..6..482..................5.1.,1
132,.91.7...64.8....3.....8.4.7......3.......6.51...427...5..74..2..2481....9........,2
133,3.79........6.4...2...7...4..2...8.7..1.27.....5.1.2..5.....48........21...3..7.9,0
134,.6..8.1..2..........3.5...6..7....38.4..9.7...8.4...6.5...76....1.....2...61.5...,2.6
135,8.95...2..7..2..5945.9..186...8.4....8..6...2..1.7..4.3....14.....3.............5,0
136,....7.9..5.8........34........5..3...2..9..869..7..5.2..12....54..3.1.7.......8..,0
137,.86...4.....4.......971..3.9.1.2...3.......173.....9......672...3.2......4..81...,3.5
138,...37....3....8....71.....95.3...8.2...93...49......6....24..8.2......5..9..854..,0
139,1.4.3........8......35.18.9..58...92....4.5........3..6.......58.94...3.5....9.2.,1.6
140,..3.......7.....6.6.8..19....2.....4.47..2.1..1.9...5....3.6..9....1.837..5.2....,1.3
141,.8.49............9......25..14.3..86......5..6....5.9.4..8.......6..2..1..9.16...,0
142,5.......4..7..16.23.....8....9....4..74.5..2....8.........4..3......5..9742.83...,0
143,5...........83...72..4.5..8..49......5...7..6.3.....25..5......42..1....1..27....,0
144,.5..4...7..87.5..99......5..89...2...2.43.8....7....46.......8.54......3....76...,1.5
145,3..5...8.5...68....1.9...6...92....4.4.....71..2...65..67..4..5...3.......5....2.,0
146,...5.6.3..5...46..........1.7..4.......2...83..9...71........2.76...84..542......,1.3
147,...4...767.56.3....9...21.....3..5.8.4.....32.....4.....67......23..........1....,2
148,.......9.5..36.17..4.......87.9....2.5..8...1...63.........8..4..6.7..2.4...5....,1.3
149,..8..9...4..2....36...1.4..2..3...6...5.7.8....1.4.........5.1.9.3.....5.56.....7,2.9
150,...1...93...4..65.6...5...........3...6....81..29.3.7.8.174.....5...........8..12,3.2
151,.86..52..1.47.......76..3......8.5.2.......97...5..1.6.13...8.9.78....1.....9....,1.8
152,......1.3..2.61.......5..9..46......52......7...5.8.3..9.7....42..3....6.3....9..,0
153,2..36...16..4.5.....58.....7......5...1...87....64.3...592.1.8...2...............,2
154,.4.8.....1...643...86..9..7.6..3.1.2..1....8..5..426.39...2..7.........5......2..,0
155,..1.5.4..97.....21..4..9...34..7...98..391..5.5......2....1.7.6....3.......6.....,2.2
156,9.........1.6..5.3...73..1..9...17...72.9..51..5...6..23............43....7..6...,2.1
157,.....9..8..5..8.1..8..2...3.......2.748...6..13.5...........24..9.2.4....7.38....,2.1
158,....1..85..5......4..8..9..6.3.......2...61...1...24.3...3.17.....6...9.9...45...,3
159,.5...18..4..9..2......651...2.65....87.....2.......3.......6..7.42...5.9..9.8....,1.4
160,.7.1.2...3....48....2.38.1.......7.....8...31.58...9....6..5.294............7...6,0
161,....4.2....7.....96....85....8......4...96..227.....4.....23.9..8...4....3.5...18,2.9
162,7...3..65......1..3..15..87..541...64.9..78.......8...27......4.462........67....,2.5
163,......19.8..16.4......27.....4..5.......4.37..5.21.....69....5.3...........37...2,1.4
164,....4.......2.51..4..3..269....72.5...9.1...8........3.4..3......7...9.4.3...9...,1.7
165,...12............8..59.....2....36..78.....459.....73...8..937.1..26..5...94....6,0
166,..4....8.....9154.........3.9...267...7......42...8.....61..8...5....9.12....7.3.,2.6
167,25....6.....4.8.1..4...5.2...1...7......8...9....5.46....8.19..4........8....3.5.,2.9
168,93........5...6........8..3.......3...427...52...1..864..........8.5......7.6.4..,0
169,.....34.7..2..1.8.....9......46...2..3.......1.6.....5....896.2.....5.9.54......3,2.4
170,1...9.......5..96...2..61....9..37...1....43.67.....82.9........3.481............,0
171,8....3.6..5..67.....6.5..23....16.3...7.4.....1......5...9..4.7.4....658.........,0
172,8.....9...54.......2.15...........32..7.1.....96.481..61.5..8...8....3.9.......4.,0
173,.127..4.83.6.....5...8.3.........64.2..43.1...5...7...5..16..8............9...2.6,1.2
174,..951..8......9...2.1.8...3..4..5....7.1...5.85......7..6..1.2.3..8..4.....9...16,3.5
175,2...1...43.........54..9...8.....6...7.3....5.9.6..23.....51..2..........2...4359,2.5
176,........3.4.2.8.6789.......6...3..2.9....7.....4.1...5..8..3....2.7..5.......6.9.,2.4
177,...84...3....2.7..4.85.9.....7......2.4..5..76.......27...3.2.9.......84....8.6..,0
178,.6.....1....9.5...17.6.....2....1.9.75.4.9.3.........292...6..7....3....3..7..18.,2.9
179,.53...4....8.9..5.........9..7...2..23.....96...2..........4.3.7..5.29...169...4.,2.6
180,...4.....2....39.....91....4..2..7...5....4..1.3.7..699...42..3.2..8..1....3.7...,0
181,...5.....3....7..8.9....2.3...6.3...45..2......2.1...4..72..8..5.648..........4.6,1.2
182,...93....1....6....6..7.2....4...7.25...8..6.2..3...1...6.4.....9.....5..1...7.94,1.5
183,.5..4..7..3....6.9.2......8.....5..........8...1.3..577..2.....9.2...4..4...98.6.,0
184,3...94...82......6...8..3.........8.43..1..57.....2..42813.....65....8.....7.6...,3.2
185,.1.8......3.1...2528.76.1..32...8..1.....3.46.7..4.........6....9.....5.........2,1.5
186,4.2....9.....1..52...7..6..64..5..7.58.6.9.....93.......4.8.52.1.........75..4...,2.7
187,87.....46..26.....6..3...2.1...7...5.....62....6253.98.......59.....4....5..32...,3.8
188,.......41..8..2..3..36..9...157....82.....3.......412....1...79....56....9......4,0
189,.9....5....1.93.8..7.1....4...........2.4.3.1.......272....5.69.....8..2.1..39...,0
190,..6.7..4.9....8.7.81.6.59..5..8....7.......3.....6.8.9..27.........5.4...5.4.1...,0
191,6.......7....7...43.1...9..5....23......9.7.882..6...9...9.......51.34..1.8.2....,0
192,.........6..9....5..7.214....6....43.4.....16...1..58....5.9.285........4..2.7...,1.7
193,...58.4..2...6.......1...259.5...1....1.4..7..826..3...4..........3..2..5.6..1...,2
194,9.........1.37.84..3.2....18....73....91.3..8.62.9.......5.....4.....5..7.....2..,0
195,.3.2.......4.6.91....19.5....6..945........8.......2.716...2...3.7...1.2...5...7.,0
196,5..7...6.2..1...98....8.3......765..81......7......624....3..7....4.....37.21....,0
197,3.....481..176..3...4....7.6.....2....2.....7.9.3...165.......3.76.9....4..58....,2.2
198,.4.1..5.9.7..4...2..8.........6..4..7........13..7....5..9...6.8..51...7.....2.1.,0
199,...14.....1......27....3....2..39.74.3.7.418.8..........927..5.5...91.23.........,0
200,7..1...2.2...58.1....2.....14....95.5.....2....6..7....9.3........96..8...1...4.7,1.3
201,..7.4..389.8....42...5..17...397.8...7...3.....9.8....26..3......54......9...52..,2
202,...8.......3914.........1275....7...9.......81...4.93....4.98....52...1.........6,0
203,.6.7...42...2.9....54.8..........5748....6..3..1....8...9.....7....73.5..1.......,1.1
204,...6..........5...5..4.786391..3...8..7.2.1.....1...96..6...7...28....5.3......1.,0
205,7.....5.9.4.8.........6.41..84.2....5.2.4.3....3......817..6......25......6..7.9.,1.7
206,....6..2.3.987.4...2..3.1...............8..7.7..24.3.8.53............8.7.....9.1.,1.7
207,...74..9...8...6......935...74...216.83............9....1.........1..85..6.429...,1.8
208,...6.....9...51..3..3.845.....49...........653.....9.7.1..3......5.1.8366......2.,1.3
209,7....5.6..5829...1....1...5......3.6..5.4.2...96......81....6..6.39........1....4,2.3
210,....6...1.....34...84.1..93....4.9....815....7..2..........5...1.2.3.8..56.9.....,0
211,47....63.....9...1..6....9....3.....2378.9.1...4..........3...55....174.....62...,2.9
212,......6...8...3..434.....2...41...5...5.7...2.2..8.9.....73....5.7..1.....34..1..,1.5
213,....2.7.4..38......1...7...6.......9.8..56.3..9..1....8.9....42....48.5.2......76,3.6
214,.......47.2......8..9..62...8.3......67...82....5....165..8....8............4.9..,0
215,......37....9......7.5.2..4..87.3.29..2.....31.....6..8...4.9.65.4..........18...,0
216,953.7.2..6...2..8....56......27...3...1....4...9...8....5.9....8.....4...7...361.,0
217,...6457...3......9.......5.5.61.7....17...28.9......7......8...358....6...1.2.3..,0
218,.9.....7....4...1.......6.96.....3....13.5.82.8..2..4..67.........1.3.....2.985..,0
219,1..92.8..7.......68....51.......4.3...32...4...17..5.......1..3.5.84...7......62.,0
220,.6......9.8.39.6....1.4.3..2......8.4...8...719.5.....5..2...1......582.....1....,0
221,..4...76...86...9..6.34.5........27..4..5..31.1.2.6..9....74.2..9...8.......2.9..,1.9
222,.24.3....93.2.65....5...4.........52.4...3...3..8.......6..12..8..3.4..1....89...,0
223,.924.1...........6.8....2.1..92.65...1.9.....7..534...6.7...9......5...........47,0
224,..2.41.9.......7.....5.8.6..4..75...........9.3..2.87..9....5...8163...........14,1.2
225,.12.3......79......8...75....4.8..39.....48..5..1......31.....29..2..1..2.......6,0
226,.2..7...19....2...48..61.....7.......36..92..2....6.5..9....4..5.......6..452.3..,0
227,5......4.....125.83.6...1..7..........3.6....6..5.79....8..67..9..1..62....29....,2.9
228,......42..6.1.9.....87........9.36.5.........4.5..83...7....2.16...71...3..6..5..,5
229,.25.8..76........4..46..1.5..195.....5..18...68.37.........13..3.....4....25.....,0
230,..6..3.....2.5.89.............83..7.9..4..28......7..67..6...5..9...46.....1..72.,1.3
231,3...6.1.......7.2...5..93...1..2..5..7.8..9.......4....4..........37.2...52.1...9,0
232,..5...2.3....58.6...2..49.......5.71.6..7...5...819...91.......2...9.7....7.8....,0
233,.19....6.6.58..........4.....2..14.636........71....95....5...9...3.2.8.9......7.,2.8
234,.2.54............79....7..6..4..17.2..2.9.1.........5....1.23..3.18...9....7.....,0
235,..4....2..6..........89...138.4...1..7..583..2.6.1.7....8.4..7..1...958......7.3.,2.9
236,........3....47...145.......524...3...87..26...6.8..5..2.13......7.65.........8.5,2.3
237,.29.....1..7.4........6..72.....79..8..615...3.1..8.........1...16.7......2..9.5.,1.3
238,.6.8..........5.2...8.94..6973.........5.7....1..2...8.84.612.....34....6......7.,1.4
239,.7..6..2.2.8......1...237...837..61...24..3........8...5...........8..4..96..128.,0
240,.8..693..4...3...7.3.....4...........6.51......564..811.4...............37..9.6.5,0
241,.....46..198.6..4..54...89.32.78.........17....54.........1..6.....384.....2....5,1.2
242,4.........1.3...6....19..7573.26....6...1.7....8...9..9.36...........2.8...952...,0
243,3.....461.7.1....5.5..2...79..8..13.......6.81.3..2...6...8..7......12...9.7.....,2.4
244,...1.25.85..67..2.6.......17..5...4.1....96.24...8...9.9....1.............7..6.8.,0
245,..8...........98..92..63.....32..54...2..19...1..8.6....73...8.6....4..5........4,1.6
246,.....6...2.9.......7....5.2.....42....435....9......3.8.39...76....8.........14.9,1.3
247,.....1.7.351.9....9.7...2..7..4........58..4.8.9.1...7.6....8....4....5.....6...3,0
248,5.......4.8...5.9...43....6..61.9.7.3..4..9......7...3...2......9...8...2....4.57,1.7
249,..84.1........3......6...575......61....6..8..12...7....1.3.8.49..82......3..45..,2.9
250,9.6...........3...4..25.....281..7..73..9..6...9..7..8...3.8........591.....1.4.3,1.1
251,5...7.8.9....6..4.81......6.....9.6.39...8....71..3..2.3...........9.1.....51..7.,0
252,.132..........7...5.8...4.3..6..91.5...8...9...1....4....3...72.2...6....3.57..8.,1.4
253,9..5.2..18.7....6...2.6.....1.74.5....6..5.12...........8.1...47..93.......6.....,0
254,....6.........7.9.4.9.5..3.9....4..8..6.....478....312...1...573...4.6.......5...,2.3
255,.....7...8.....9.62.5..17.....91.5..6...5...4........8.6.34.....5.....8.37.......,1.5
256,........3..5..6.98.2...........64.7..53...2..8.6...1.93...2.....49..765..8.......,0
257,.8.3...45.6.7....2..4.6.1..1...2.....5...74..9..........9...38....2.6.1.3.......4,1.6
258,.7.5..41.13..4..5..2..1..8.34..782..7...........4..8......8.7.....6.2..5.6..5....,2.5
259,.6...4..9..9.1...82.....51..364.17..9.2.68..5...2.....7.3.56...4...........1.2...,1.1
260,.2.1.6.7....9......6...5.2.2.....4...7.......9...32....8...41.7..5.....4.1.387..5,0
261,.....518..7..31.4.9.......6...1.9......2...358.2.......1..7.5...95......3.6.1....,0
262,7...9.2....23......4......8....2.56.4........86....7..3...7..9..5........146...8.,1.1
263,4....3......8.1.4.31.4...6....2385...47.....9......6.....19....2......8..957.....,0
264,6.....72......5..9135...6....8......7.3..6.......4.25.5......8.....634....79.....,1.6
265,...5.9....8..742..7.9........4...6...97........3987..42...3.....36.....1...1....8,3.7
266,....7...18............62..7..7.59.6......8...61...4....3....54..4.......9.2.317..,0
267,32..46....6.3.1...4.1..7.......8..7...2..364..1.....32.45.....69...5.....3.7.4...,0
268,.....1...97...513.3....4....8.....4.21....7....5..7...6..9..8..1..4.25.....5..37.,0
269,....2.....3.....4..9..3.5.19..2....41....4...7.65.1........917...7.83..9......43.,0
270,........53.914..6......7..2.4..2...6..2.3.5.9..18..7...........81...3...5.6......,0
271,.2....9..3......8.869...73.....51.9....3.6..21...475..5137................4.193..,2.4
272,.4.3.....6.9..42...5.8....1............49...5..35..1....7...6..2....7.4...4..6.5.,0
273,1..62.........4.8.647......9....1.5...2...8.68....31..3.6.19....9..7...4.........,3.2
274,.2...........41.6..9....2.4...7...5...3.6....1523...7.....9.8...3.512.9...5..3...,0
275,..1.57..8..4....1...86..3..27..3.......8..5.9....69...4.7..5..6.....62..8..1...5.,2.2
276,....1.9.89...5.4.73......1...423.........78.......47.128......9..6.7.2...3......4,3.2
277,...98..........8.2.432....7..5.972..........5.71...............4...13..639.76...8,0
278,.4.3...8.......26....87.9..6..........1....549..423....871.........34..6.........,3.2
279,.5...6..1....4.3..3.....659.379....2.......8..81.7....1....79.54..8...3.....9....,2.9
280,6..19..5.....4521............89.....71....4.3...3....1.73.8.6..1..2.......9.7..2.,0
281,.9.42.3.1...85...75.4........6....7..5...68.42..9........29......7.61..........8.,1
282,..5.8..76........9.....7...4..1...3887..3.........2..5...4.9..1.1.....62.3.....4.,0
283,..5.......9..6..8...189..67.....739...2.5.8...........8..1..5.3....7...91.3......,1.6
284,93....8......8...36.4.3...5.....6....9...5..83.5...24....67.....47.21........3...,1.8
285,...49..17..2..68...8....4.9.........6..9...5...8...9.2...634....4..2..9.76.5.....,0
286,5..6.1.3.....3.1.4.1.7..6..4..........85..76226....4...851......4..7.3...........,3.4
287,9....4...1......586..1.5....4....3175.......2.2..8394......6.3....5..6.........74,1.5
288,.3..9..52..8.37....9.85...7.6.5.....5.9.......47.8....1.5..6.48....7.36..........,1.5
289,.....5.3....4..6....4.17.....57....3.49.6.7..7..1..29495..4....2..........1..25..,3.5
290,..1.29...24...7......8.......6.....9.....845.59..3..18....6.9.3..34..5..8..1.....,0
291,6....2...2..9....8.....859..2.4.....13.......8..6.1..74.91......8......6...5...7.,1.2
292,3...4...8.61.8.45....7...2......178.......6......3..12..5..814..749..........2...,0
293,..7.5....1...........9..2.8.....4.859.23..7....6....9.7...8........4...1.8.5....3,0
294,......6..8..95.....6...1..23.....8....5....1..14..85......4..5...37.....4.7.9..3.,1.6
295,.791....28..27..1........65....6.5........69.9.23....1..4.9..5...6.1.......8.4...,3.2
296,.9....8..2..1..7.45....6.......51647.4.....8...2...9......7.2..6....54.1..9......,3.6
297,...2..8..4...78..5.2..46..7.9.....13.......9...35.1..6....8.....38..24..6.......1,0
298,......8.38......9..9..2....5.1............43..6371.....8......2..739..4....256...,2.7
299,.52..78..8............2.....815...6.....4.2.....1....55....498.6..7.5..43..68....,0
300,536...2....21....6..8....4....67...9...2..68......5.1........3.7..9.84......6..2.,1.8
301,...3...9..8.....3...1.4.6.....2...8...8..57.....9..1..32.1.......6...4..1...5...9,1.7
302,2.....8..58..9...1..7.1.3....95....86..8..4.........6...1..52...5..4....7...3.1.4,1.1
303,.5691.48.....4......75..9....1..86....53.....82...4...3....1.6....27.......6....9,2.2
304,..2.571.......1.29.5..9.8...........2.8......6.3.....2.7......3....159.....8.6..5,1.6
305,..7.5.8...3.....579..2.....54.96...3.961..2...........4.....9.2.6......5..5.1..38,2.7
306,.1...29...3......2..73.6.1...........6...1..5..18....98...9.6....518.........4.3.,1.5
307,.....2..9.9.6...1.382.9.....3...86..8...2..7.....374...2....5.876.........9......,1.1
308,...6.3.1.......697....4...8.1.9.2.4.4.......6....14...9.8........2..153...7......,2
