id,puzzle,difficulty
69,1.7...5...9..4.763.......8226.......4.8....7.5..3..6...........3..6.2..5.2..1....,2.5
70,.5..2937..........21....8..429.73............18.2...5.....5.2.68...9.....3...6.48,0
71,3..8..9......6..4......45....53...2.62....4.1..1....739...2.....6........8..35...,2.3
72,.8.6...29...872.4........3.9...........7..9..2.4..3.7..9..562.83...........2..5..,0
73,8...1.5..........1....4..3......398.5....6...1..9...2..952.48..6.........3...9..2,0
74,.......3....6....8.8..1...2.1..932...5.....7....82....9..4.1.5...6.8.......2793.6,0
75,...729..6........56.....7.17.41..8.....36....95.........193..5.8.5..2.......8.3..,0
76,.....42..6.4.....13..62..8.7.6.....3......5.64.8....2....49..1.....5.3..2...87..4,0
77,.....5.31..39...8.7..4......7....6....5.7.....6......2..4.392.......1.9..8.7...13,4
78,..2.6..7.94..........7...5.....8....4.16.9...5.8.....1...15...9...42.6...2...3..5,1.2
79,......18.2..3...9.581....264..6.9.....7..........52....5..8.4....64....2...7...1.,1.3
80,.72..6.......9.7.5...2...9..57...3...6..1.....4.6.5......5..8.7......9.31...8..5.,0
81,..........2.4...8...9..752.19.....6.4..3..1....67....8...21...4.....8..3.78..4..2,0
82,8.......9..7..3....2.7.....9..438..6..6............71.5.81.......4.8.5..1..5..9..,2.1
83,...4....98.5.....76.79...2.9..3...7...86...4..3..............9......68..4297....1,1.2
84,2..3..4....1..5......7....643...9.8...58...73.1..........4....87.8........9...62.,1.5
85,..5.....9.1.8...6.3..7..4..4...17........32..6.9.....4........5.5..9...6.92.8....,1.1
86,....6..17..7.42.6.96.8.......8.....2.....1.......25.....4..72..5.....83.....3..5.,0
87,......36.27.8.....4....31.....5.......2.9.68..4.....2...7....5......9....5.1.6..9,1.6
88,93.6......7....1.......5.4..2...7..17...849.5......4.8.52..38......29.3.......5..,0
89,..45...235..8.7...2...1...7...1..4.....79.....21..5........4651.6..7.3........2..,3
90,24....8..7...1..4.1.....65..6...91.4.....2..7.......3957.3.1...6..9......9..8....,0
91,..516....3...........2.5..37.2..918..6.....9......8.45..4.3.5.....5..2...1..8....,0
92,.3....8....81.7...2.6....5..2......5......178..147.....47..2.6....5....2.....34..,0
93,.4.....693...8.4......7..286...9..7.4..5.2.8..2.....1.1...........4......951..7..,2.5
94,.58.91....2..8..7.3.........9.2..1.....41.7..84....52.4...........64.9...7.8.3.4.,3.8
95,..4..2.....5.9....9...3.2...8.2.1..9..7..83.6.......2..3.8..5.....92.6..71.5.....,0
96,...6......8..4...9....39..5..6..491.4..2.57..9.........9...2..6..3.1..4...2...1..,2.6
97,......1..9.8....5....36.2..87...3.......2.91......5.....6.....3..5...84.41..9...7,0
98,...4..3.967.......4...92.....4..6.3.28..7...5..6...2.1........3.2.853...9........,0
99,..8...1..2....5.4.........9.4.3.19.5...5......3178...4..2....31.168......8....7..,1.1
100,8.....57.....17.....9..2....8.....2..1....6.97...9..8....62.8..15.3..7....45.....,1.2
101,6.....9.7..1..425...73....8....4..72.8..25......8..6...........7.....5.935.2...4.,2.3
102,4.7...6.....4...21.3..85.....4...7.6..9....3....8.7...6.....342.5...8......1.....,0
103,.91.5........63.7.4.7....8...4..89..........3.1.73.86.......4....9.1.6....62....1,1.1
104,2.6.....7....9.1.....76..93.....4.38..96.....82....9..4.......1....3.78..12......,2.2
105,.5...47...........8....7..33.....8..59.......78..1.96.....3..9....1.9.5..6..5..21,2.4
106,.9....47.....872........9....2....5....35.1..4..2.173.3...9....7...45.8.8...3....,0
107,......834...5....7.9....2..9....7.4...6..89..4.82.9.......85.7...4....233....1...,1
108,.59.....6.7..9..8.46...8..1....3.8...1...64..6.2....9.......5.9....6..3..4..1....,1.7
109,.....91...76..54..5..1..2.38......3.....2...1....48.....8...9....9..4.7...3....2.,0
110,..3..5.1.7...21.......8.4..6.17.3.2...2.4....8....27..2.9...3..51..........8..9..,2.4
111,.8.3.7...32...18...........47.9...65........4...8..31..4265.7.3.3..4....9......5.,0
112,1.3..6.84....45..34..7...9...........691..7..2...7...68...51....25.........2...4.,0
113,.8...........1.94...6.7.21..3...8...45..26.7...8......1......94...3.7..5....9.7..,1.3
114,.2..85....35....141......2.....3.89..1...6.5......2.416.32......8.6.3....7....1..,1.3
115,.9..4..1...15..7.9.......8.4....1..5.3...2.....87..1.3..4.....8...1....7...35.9..,2.2
116,.....5...97...68....4..3.......8...2.8...9.7.3....71...154...6.6.......1.4.5....9,5.1
117,........3..15.2...3...94.2...5..93.......3..4...4.5286......6.7.........249......,0
118,5.4.6...7.....1..8....47.59.28......36.17....4..8...2..8.....9..1....3..7.......5,0
119,6.......54...9.....29..18..1......2......46.....72..4..5.6.....796..5.....32....4,0
120,.9.5.......5..6.248..9...7......3....41...5.97....58.12.9.7......4.8.3...........,0
121,.1.9..5.....74...8....2..7.93......485.....2...1...3.768...3..23...75............,0
122,6............9472....3....8.54.271..3.7..8......9.1......5..4.1.........2....9.6.,1.5
123,.7..836.......6......5.1......97...5.4.....2...6....7.8.23.7..13..........14.5.3.,1.5
124,3.4...5.....6.4..8....2.1..2...6..956..28...179.....6..7..3.........17......9....,3.3
125,7..94...8......6.95..8....2.52...4..3.......14.9.67.3.....5......8372........8.2.,2.5
126,78..9.34...2...5...........1..6......26..84.5.....3.62.7...1...231..58.....9....4,0
127,..4....9.6.51...3....7.9..6......8.9.379.....5....2.....68..3..4....5.....3...4.2,0
128,3..7.8.9........1.86....5...3.....2.....64......2..7.8..46.7.....2.3.98.9......4.,2.4
129,..87...2..76...9...2..4..3..47.81.....24....7839.......1.8...5.......2.6....6....,1.6
130,8...3..4..9.18....36...4..743...9..........24..9.5.....7...2..........5....9.78.6,0
131,..5...3.7.7.9..5.11......8.......6..9..8.......83...7448...1..3..7.68.......9....,2.5
132,7.....6....2..589......9.2.....48...36.......5..9.1...9...5..3....81.4..6..4..15.,0
133,6...7..9.8....16..9..3...42........3...18....42.....7..........7.9.1...8...6..215,0
134,...8.7..92.....8.........72..7...9..4.....13.3...58.............5..96..162....458,1.3
135,...8.7.1.......9...7............5..7...2....66.1.4..3..6.5....23..42......8..1..9,3.2
136,..95...4..3.......7.4..6..8........9.98.4..353....2.6..7.......1...5..8.4...2.317,0
137,.7..1......94.3...4..2.56.......1.8..2.6..3...3....25.5........9.....764.....7..1,2.7
138,31......6.86.4..5........3....7.9...8........7..1.84...4.....2..6..21984.....65..,0
139,..96.1.2......3.8.....4.6.5.7....5.44...3.......5..26..63.8....1....9....4.......,4.7
140,..9..8....7.69..8...3..4..25....6..3..8.....6.......1.1..3.5..8..78....16..9..2..,2.2
141,........9...7.138.8.69..4...985.4...3................2....5..932.....6...1..7.2..,3.8
142,..6284.1......7..9.825......9.3...4...1.5..........6.....63.82......1..4..5.2....,0
143,.4..7.5....9..3...7......96....5.8272..6.4.5....3..1..8..7....94.6.3.......1.....,0
144,4....512..1.8...6.....2....2.86..9....5....37..6...4......9...3...2...5......12..,0
145,8.......716....5.2...3.....3....1.....54...6.9...85..16..7...5.2....684..9.......,2.7
146,............6...8..79.53..2.....94...53.1..2...17..6...3.......4...25....6...734.,0
147,...39..7....4....8....86.1.7..21.9...69.....1.28.........7....4..7.2..3.8.2....5.,0
148,..9.....56.2..37.........38.1.9.8..6.275...........95.7..3......3..52.9..9.7..1..,1.7
149,7...4...8......7....43..19.....9....3..2..4...924.5.1..6.9...5.5..1..9.6....2....,0
150,.5..6...7.......2.8....7.1.32..1.......63.9...9..2.5....9.7...36.4...1.....39..6.,0
151,.94..1.56.7....1.......4.......9....8..5...725..6.2...2.6.....7......89..48....6.,1.7
152,..419....2........97...2...13...5.9.8.692...3.......8....278....9....76.....5.81.,1.7
153,.......7..1....6.......61291.8.4....6..5.978..95......2.78..4.6....1.5.....4.7...,2.2
154,.5.7.........2.4.9...5.1.7......95.1..3.....6.8.6..7....1.726..4...869....9......,1.7
155,...18..5..7.......4.9.....33...6.5.4..1....2..6...2......3742........9..5..9..3.8,4
156,.4.9.72..7..2....8.3.81.9..8...3........2..5.......694.23...4.1.9......5.....1...,0
157,.5..76..1...1..82...1..3...4.......3....1.6.8.9....27.9..2....7......9....864.1..,3.1
158,.5.3..2.1...64....3.6.9.....7.......1....7.5..9.85...4..5.2.17..31.....8........3,2.9
159,....4.......8.5.9..3.........69...52....321.67.......3..2..96...........8.45...2.,0
160,...4.2........18.7.189..5..23......8....9....5.....1.6..1.....53..........5.4.69.,0
161,.24371.....3..2...9....5..........86.3.4.....6....7.5..9....2.37.2.9.....1..5....,0
162,..48.75..............1..6.8......3.....78..4..3892.7...7...9..639...1....1.5...7.,1
163,...963..88.........357........6.83....9...41......1...14..5....6......23....3.7.5,0
164,5.7.6..8..9.2..7....3..9......79...592.6.........1.6........4....8..4.59........3,2.9
165,.6...1.......36971..8.........7..8.4..3....9..845.9..2....85.....24..56.........9,3.1
166,..56..7..84..........25..411..5.3....2..9.....3..4..17.69.....5....6.........7.3.,2.1
167,....3..7......9.61..4.15...........9.78..3..66.5..78........9.........5.56.9...87,1.6
168,.9.2...51..3..7.6.6.5..1...3..5.8...........3....49.2.......83.1..8659....2......,1.4
169,......5....2..1....3.47..82....3..2..6.5....49...1...55.8.....7.4..23.......6....,0
170,.........7.3..5.98.59.....42.8....7.....8.9.3...1.2....2........3.21..6.4763.....,1.4
171,..85.......51...3..1...976....9..65.........23...419..14.......9..2....7....67...,0
172,4...8....7....231...5..12.....625....2..3....9.......4.....71.9.........83.5..7..,0
173,.4.57....5.......41.69.......54..9...18.....5........7...34.7....12.83...247...89,0
174,..2....4.91..2...6.......1.....3147...3.6....1....79....5.7...2.8.....3.4....8...,4.2
175,.9..85............521..4...18..96..........74...42.8...658...4.....52..9......73.,0
176,.4....293.9.6...15.7.1.........1..6.9..723.....3..........8.....87.6...2..5....4.,1.6
177,56.7.1...7........1...8...4......69..93.164...8......3..24...79......86..7...9...,3.3
178,5.6.4..9..1....3.4.....7....7.1..9....4.6.1..3...5..6..42...........97....78....5,0
179,4...1....6.89....3..28..7...23.9...5.......9.....712.........6.5.6..8.3..37.4....,1.9
180,....12.65.6....4...32.......1.9....292....35......7.4.8...7.1..2..........7.8....,1.2
181,7..5.6..9.5...786.....8....1..94....6....5..7..8....53.94...........293.2..7.....,1.6
182,.....8.6...7.3....9.67.48....3..9........3.96.7...2.5.8.4.5.971..........3....4..,0
183,.6...8..38.15..2.9....3.1..6.8....1...4.9.6.......2...4........5..2....8..7.....5,0
184,.....1.36...9.6.47..1.7.9...1.79...2.2.....8.7...2...394.........6......8....5..9,0
185,3......9.1.8.9.......6.538...6.1...5.9.....2.....4.6......32..8......2..7.1.....6,0
186,9....4...34....892....3.5..4.6....8.7.......3...71....6...72..4..5..........51.2.,1.4
187,...2.8...4..9.....1...4352...13.....8....5..1.2....897..51..7....6.3.....8....6..,3.1
188,........24..6..31...9..4..6..27.....8.......9...8..4.5754..6..3.3.5.2.....6...8..,2.6
189,3...95....8...67..49.3.......28...1....154...6......85..47..9.6..3....5......9...,2.5
190,34.7.8....59...........6...5......8.83....9.....3.1.6....1....5..8.2...77.....1.2,0
191,.581..9.......8..3..9...6...72.3..6....8.2.37....59..1......3.2..6....7..1.2.....,1.9
192,5...6......9..3....8..1.7....7.9...6..2..8..1.1...2.5.....2..397....94.2....3.56.,3.8
193,.8........2....1..6...7..2..3.....9......5.73...4....6.596.82....19........2.3...,0
194,..36...1.7..9...........8........6..29.31....8....5..9..1...7.8..6.5....5..2.7...,1.3
195,.3.17.8.67.....9......9.71...4....9..8..524.......8..1...8..1....5..4....2.....6.,2
196,..25..6.34..6...7.7.148.......2......7...1..6.2..5...9...7....4......2..9.6...1..,2.6
197,.5......7....1.....647.9.....9..64.8.1...3....3.5..27.1...2......8..7.........9.2,0
198,1...895.....5....37...4..2.....17..2.6...5.38........6....9.1..2..4.............5,0
199,986.....1.4..8.9.........622.........1.3....8.6..4.173...5.74...71..4........2.8.,2.9
200,9....2......1....9......7....1.89.4.23..5.9.8.......2..86.......1.49.....4.5.7...,0
201,...57....42.1.......16...7..3.8..19..............4.86..59...........1.49.6..2..5.,1.3
202,8....7.1.7....26....3..49.....3.....5.89.......7...3.1..21....436.2.....4....6.3.,0
203,....79..824....9..7.1....6.5..3...4.3...21.9......8....2..3......41........5....6,0
204,..419.2....56......9.....676...2..7........3...8..5.41.....7......2645..1........,3
205,..5..9..8....7.369....2..7..59..8..7.....16.2..1........4.8.9...8.3...4.3....7...,2.8
206,2..97.1..14....9.6......52.........3.1.65....5.72.9....2.5.74..4.....2....51.....,1.3
207,...28........3.6.....14..97.....87.3.1.37.2.8........4.6.....4.8439.....9.5...3..,2.7
208,...73.128.......76.1.8......792..681..1....3.8...........5.64..5...7....4.3......,1.6
209,...5.4.9.57..1..8.6.......18...4..72.9...513.1..........7..3......8......1..6.4..,4.5
210,........1..8.3...7..2185....6....42.8.12..3..2.......66...9....7.3.6..5..9.....7.,1.8
211,47.53.......1..7.8........9.2...4........58...38.1.....8..6...7.....9.8.5..7....6,0
212,.73.2.......3....2...9.7.6.7...6143..1.......4...78....8.....23.....9.746.7...9..,1.5
213,....69..7374.............8..4.67..2.9.6....5.1.....6....2....7.....839.4.9.1.....,2.5
214,....1......4..398..8..9.36.2.9....4....957.3......6.....8.......3.5.4..6.9..6....,3
215,.85.2..9.9.3...........5..3..2.....8..18.3..4.....16.........3...891....5.....2.6,1
216,..7..513..95..2......6.8....74........6..94.8.....367..1.5.69......8..1........2.,0
217,....4......5.1...4...5...3.8..9..17.7...25....6.4.....4....82.93.8.......7..96...,0
218,..297........8.3..43......5.5.6......27.4...8..1...........4.8.7..31....9..8..5.3,0
219,.1..2..6....7..31.39......2.8395..7....4......5.37...197...54..2...4..9.........5,3.3
220,..1..43......5.....6.17.......5..1.....7...85.7..6..3..95.1.......9...2.....83.54,0
221,.7.4....66.3.21....1.......9...6...7....8.4.5..1..78...46.3..2......2.....2...7.9,4.1
222,.829..74.....1.5.8.....6...6.9..7...83.......4.1....3..9..6..7.......2....7..31..,1.5
223,..9..5.1..5.6.....4............2.87.6....7..9....4.....2.3..68..6.9....3..8.....7,2.9
224,.9..27.5...5.....3....1.7..8.........4.3.52..7..8..4.......1.4..2..4..9.5........,1.5
225,6.3...........38295....87..1.8..2.9..5.1...7.........5.....96..2.1..........4.9.3,0
226,....3.6...5...7......28...9.....6.14.645..3..7.....9....34.2..6..8.9...2.46......,3.3
227,.....95.1.9.2..........4.7.26.5.........4..69....82.4...89..3..4...2..1.....13...,0
228,7.........5.3..74...3..4.2...6.....5..48..3..2...6......9.....6.35..7..8...2..5..,0
229,..6..25...8.4..2...276..98.3....4....748.1...8...39..1.......3.5.9...4.......7...,0
230,.6.9......3..5.7...59..4.......6......67....848....3....7.2853.2............9..4.,1.7
231,...4...7......93...8..16.522.89...6.67...4...13....9.....791.8..1.............6..,1.7
232,16....4.....48....7.53.6....3.8....2....196..5.6......9...5...1..7...2.4.5.......,0
233,4...2.....7.6..........86.4...8..3253...1.98....2.7.6.5....2....3.1...9..6...3.1.,1.1
234,...2.3.1.....1.2......4....51...7.94.3..5.....96......7....298...18....3..8.94...,0
235,......3.6.3...6.....85.9..2..74.8.......2.7..4829.....1.385..4...4....2...634....,0
236,3.9.......4.....2.8....63......71.3.6...8.4.....5.2..89..7....5.5..6..8...421..6.,0
237,.......8....62..51..9.1.4..942.......3.......68..3..255...8314.4......3....4..2.7,0
238,........1..5...6..4..736.9..5.84...........7....5.1.3...6..3..92.....3..1.4.2...6,1.6
239,..36.84....7.5.....8.....2.......3..16......4...7.46.96..3..2..7.1..2....5.....9.,3.9
240,12...4..8..715.......7..3.2.726...8..51....4.3......6......5.3..46..........9.4..,0
241,8.......7...7..5...59...1.4.4.........348....5..1....2.752.4.8.628..3......6...1.,0
242,..5..67.2......5....92.......6...4..4..3...6..5.....93..38........4.98..1.7.3....,1.2
243,..8.43.....76...8..2....5...4......2....7......1..43.65..8.2.19....6....2..1...7.,3.4
244,..35...9..9..8.....21....6.2.5.....8....4.....1..63....3.....29...9.....7...2..13,1.9
245,..2.8.1...3.......658...........65.8..917.6.........14.7..23...96...8.23.........,1.8
246,....6.3..2..8.4...........767...81..13..7...4....5......41.57.9..8.....59......2.,0
247,8.6.5.....7.........4...7....53...91.4....6.73..1...8.78..2.9..........5..34.9.6.,0
248,.1...4.9..86.......4..29.3.2...5...........49.39.6....5.....32...3....671....6...,0
249,.1...8...6.8.3.19.34.........3.9.....5...7.3.92.3...7.4....2..........87....892.1,4.6
250,7....5.....2...4.1.6314..2......97.89..81.....1......3....74..9....3.....5.......,3.2
251,.61....94.931.76..........2..7.....18.6..5.4.1...438.....3............78.8.9.1...,3
252,...9.6...279.3.8.....8...5...6......45.7..1.9....1...79.8....4.1..............321,0
253,.9.2.6..7....5....1..9..2....9..3.4.7...12..8....8.1.....6.......6........3.287.4,1.6
254,3..7..94.1...6..5...9..5....8....4.9..564..7........6.......38..12..8..4....5.7..,4.7
255,.4.3...1.9.8.......2..59...4..............85.8...1.4...5.4...6...718........2...5,1.5
256,6..8.4.......5.8.1...3..49..97...1...15....24....2........39...9....5..7.74.18...,0
257,...1.....6......3...2...867.9..126..265.9...4...8.......1.8..5..2....7...7..39...,3.2
258,.....6.4..47.9...3..53....8...9...7..9..8...58.....23..84.3.....3.2.1......6.....,3.5
259,.....3.....2....8..3.5.81....8...91.4..63....1......7....2..7.....47...1.8.....56,0
260,....7......41...76.....45..18..52...6.23.......3...6.9........1...79..652....5.3.,1.2
261,1...6.5....54.3..98.4.7...3.9......8.........25...79....1..5.......9.6.46........,0
262,4...5.3.2.....19.4..1..7....23.7......5....3.......15...81.6..5..2...7...3.....9.,0
263,6......121.4.7..6.............3..6.1.7....59..1.9...4...72.93..2...8......3.....9,1.7
264,5...4.2..6...7...3.3.....5...7..9.16.9.8...4...64................2..5.7..8.91..6.,0
265,.5463....9......28...4......23.....7.8.2.7.....1....9.8.2.........8.1...6...4..59,1.4
266,..1.2.....6.4.....9...15..38.....9..3...7....1.....354......6...9..34..7...8.7.42,1.5
267,1....5.8...84...3.92...1......7.4...........5.7..524195.....3.........2.68.2...4.,4
268,...8.....9.35.....2...9.68...8.....71.....4.5.7.....16.1...4..8.92..7.3...4..1...,1.4
269,..8........5.4..9.36...8........61..98..2.......514.........57..7.852.4..3....9.2,0
270,.73.5..8.....9.32.....8.....3..6.2..9....1....6..2..5762.........9...7..1.8....3.,0
271,...1.....8....42.6.29...3....6...12..4..3.....3.6.28...14.....7....98...9..7.....,0
272,...931........692....7............6..24.7..5.1.7.4.....8.....3...3...8.546.2.....,1.4
273,.4.98......1..2.....8...2.6....1..........68.6...57.3......3.4295..7.....142.....,1
274,.....12.4.3..5.7....76.9..87....6....5......21.9.84........8.1..4.9...2.3...7....,3
275,..1..2.4....76....8.....7..5..2...3....4..6...73..5....6...41.7185..........3...8,1
276,.......19..2.6.....714.......8.2.....1...9..7...7..62..3..9.7.....8...464.....2..,1.8
277,.8.19..7....8....9..75..38.7.......1.3.....2...9.5....6....783...8.....242.....6.,2.2
278,.32..7..8.....1.29...3.9..7.2.........7..451..148..7.....79..6.....48....4.......,1.8
279,..........9.8.....8.5...3..7.6..4.1...9.3..7.....12.....46..29......7..6..1.....8,1.1
280,5..9..4....8.56.2......2.7..5...9..7...6...3.2..8.35..367.....18..2......1.......,2.6
281,........1..6..5..74...8.....859..7...9.2...8.7...4.2..............6.9...82..739..,0
282,93...1.4.1..3.4...5.......9.8..6.5.......8..2.1..5..7...61.......56....7......3..,0
283,..4.35..7...2....9....8..5..52....14.....467.8.........1.9.....2....1..39..7...8.,0
284,.9...7......2..4....4.61......8.5.12......9.....4.28.5........38.63.4....79.2...1,1.3
285,2.....4.7.....45.....287.1.....5....34.9.....851.7.....2.....65.9...57.8...12....,1.1
286,.2.......95.37.......61..4.23.98..7.......83....2..6...82..3.5...6...1.....7.....,0
287,.8.39....7.......91.....85.4......8.3..46..9761.2...........41...6...5.....67....,3
288,.......25....319...8....3....974.....7...9.646.2................258.7..981..2....,1.4
289,.9............7......486..76.....1...7......2.3..42.9.....6..387....4.26..6..3...,2.1
290,.....879..1..3.8...6..57......3.....5...7....78..2.5.1.......52.56....3.49.....7.,1.1
291,2....7..4.96......84......2..18....59..4...2...4..23.1....35.....9...56..6....7..,0
292,.....7.1......54.26..8.....851..9.4.......1.5....2.3..59..6.....27.3...........9.,0
293,......3.1...8.6.2.1.7.........7.9....34.2.9.......16.387.....9.......162.5.......,1.1
294,..986....5.1.....4...2.5.8.7.6..1...4...3.....1.7....5........66...2.13....1..95.,1.3
295,8.....9.....21..53....5......1.......6...8..7...5..31..5...1...7.2.4..6...93....4,1.3
296,.69..1...3.....1....5...8.2.13...4........9275..2...8.........8...34.5..8...5....,1.1
297,..8.1.2...9...36...435.9.18.2..5....7.42....1........54.9185.............3..7....,0
298,..37.8.5.7495...........24.2.4..5.......2.8....79...2..62..94..8.5.............7.,0
299,.......3.6...2....8.4...5..43......6.6.....12.5...7..41...6..7.....38.....2.194..,2
300,...1...2..8...3....1..984.7.5....14.7..812.5........3.17..........23....8........,0
301,4...1...6.8.........5....72..7....9..4...1.27.6..43..........3..7.3.41...5.8.9...,3
302,8...4.1.....7...8...139..65.....27...6...3....2.98...618...4.5...4.3...7..6......,4.4
303,....6..2.4......5..8793....1.8.7.2..7...8...4...64...96.9.......54......2.....1..,1.4
304,2...8.....18...7.....6........1.73.59....4..15...3...8.4...8....2....8.....7..63.,0
