id,puzzle,difficulty
42,.......57....9.....4....62.9..1.......2......16..87....5.92..48..17.....8.3.5...6,0
43,8...6..7..1.48...5..4...9..9....72........4.......9736.4...8.....2.36.......5...1,1.1
44,267.4......495..2...9...1.6.5..9.....9..7.......4.579...6.....8...3.2.74....6....,0
45,..3..7...4........86..54..1.2.6..5..1..9..7.......8.1.3....1..6.9..46.8....3...9.,1.7
46,43..........5....6.2..4.5..........8..7..13...4..6.1....8..36........92..61..2.5.,0
47,..3.9....2..3.7.....4..2...9...8......7.6..5....5.3..7........318.....65.5....89.,3.4
48,....7.9.......5...7..18.6.....6.8.59.5......3.6.2.7.....5...1...8..16...2.4......,0
49,.3....2...5..6...1..4....5..9...7.6.216.3.........58....9..3....2...9.83.8.4.....,3.9
50,6............5...854.....2.1..4..7..48.1....3......9...6..7....2...95.1..7..2..9.,0
51,.5.....8.9...6....4..3..1.786....7...1..2......9..1.4.648.7.9.....98.21..........,0
52,..4......25..9...7.8..2.....1.4.8.2...3..9..6..........2....1.437....89.....7.2..,0
53,.....5..7..48..63.....2.....6.....91...5.2........67.2..3..4.7...1.3....57..1...8,1.3
54,......4.619........54.81...3..96..5...1.7.3.......52..67......9.....2....85.4...2,0
55,12...6..5....8..........379..3..17.....4...1......5.98.79...5...1...3.....89..6..,0
56,.5..6...89..3.2........81.91..53.4...........634..95..8......61.27..49....6......,0
57,.........147..8...5.3...697...5.....8.1..6.......9..7836..52...........1......4.5,1.4
58,...2...7.2.6...5....7..1.3....67..8.5...9...368.....54.....9...42....1..8...1....,0
59,.....8..1...3...9..8..1..4....92..38..5..47.6........5.73.82.....4..15..6.1......,0
60,..4.53...63..9.25.....7......5..21.4.........9..5..32...1...5.3.8...4.6..9.....4.,4.9
61,48...21..2...7.38...9.............3....169...9.6...25....3..........6.2..41.....7,2
62,1.654....2..6...19..91.......58.27.....4....5....1...39.....87..71........3..7.6.,0
63,.....4...5.98..67....59........2..58..1.....49...6...171....5....6.1......4....8.,1.1
64,2.94......7....983........4....7....6.....5.9.9...1..7..6..5....48.6.2..3...1..4.,1.3
65,...91..3..2.6.7.5.....3..2625....1..7....65........39....3.....897........1...8..,1.2
66,...2.84.56.....3.9.7.......1578..........9...8......5.98..........15..2..2.....1.,1.5
67,6...........1....47....3.62..2.9....93.5.7...4.....7.......154.....49..8..8.5....,1.5
68,7....9.....3..8..5......28683.5.7.6....4...1..6.9..7....1.........64.....29......,0
69,2.....9...6..5..2..5......3...8..6...1.36.2...24......5..47..6..91..8........1..8,1.7
70,....3.........681..9.48...381....3527.58.....3..............629...7......5261....,3.3
71,.64....8...8693.....7..1.2....3....83....2....72........1...9.7....5...36..91....,2.7
72,..4.2..8.1....4.9.9.....2..6....5..8.9..8...3.....76......39...23...8.....5....2.,4.3
73,...8.....72..9..3...3...57..78.....945....7.....2....6......1...34....6.29...3...,0
74,47....53......1.7......3..22...39.6..5.8..9..7.....2.8......7..8...42..........45,0
75,....1..3....2...7.....4.6.8..6.3.2..4...78....51..............9.8.5......9...73.6,3
76,8.6.19.5.9............6.71.19...78....5.....44...93.....4.312.6.2......7......5..,1.9
77,....9....9..1.7..2.......13.8....351....7..2...4.6...7.5263.4..4...2..3....9.....,1.2
78,...1..2..1....6.......4938.56..3..2...19.856...7.....9...48.9...4......8.....2...,0
79,..6......5.268...93..1.9.....5...6...6......38....2....8..7.51.....3.2.81.4....37,0
80,....7..1...84....5.5...362..72.5...18.5.....26.....7.9.6.8....3....15...9........,0
81,........3.1..2.4...7...4....46...8.....9.3..12...61.......1.5645....9........2.7.,1.6
82,8.5...3.2.9.8........4.3.1.........8..7.82..31..3.7...416......2......6.....4.5..,0
83,.....7......261..9..9...3..9.78261..835.......1..7......29......8....2.31.....6..,0
84,..8....17...6...3.......4...1..9.5..8..3.....9..475......7.9..3.6..5......3..2.45,1.5
85,...7.6.1.......4..5....4..38..6.......6.47.3.1.9.3........1.87..95........19.3..4,1.5
86,..2.9.5...75...8....4.6.....3....1.5........98..4...3..6.71..98..7..3......2.9...,0
87,....4..653......1..24.1...8..5678......3...2...8.....6......7.4...15....68.7.....,1.3
88,..4.6..7.....8..2.......3.6..3...65..1.2....8.5...6..4.87.9.......413..2........3,0
89,.5..6...8.....5.21.....13.6...4....3....7.5.....18327..7.2......9....4...46....1.,0
90,.......7...5...4.917..428..4......1........87..613......8.7.6...2...813..5...3...,3.3
91,..6.3...597........18.4.3...5...6..84..3...7...9.18...6.7...........1..7....5.6..,0
92,...........6..189..87.5..6...5..671..698....3..24..6..1..24....2.........9....3..,2.6
93,..76....9.........83...94..91........6.2.......4.67..1.....69....6.4.372.4..9.5..,0
94,7..14......4.....2......5.6.5..3..7.3..7..28.1...9.3..4...1.....2....6...738.....,3.5
95,7..4..9...84.96...61..82.........84.2.....5.....6....3.9..2.3.....3.5.....5..428.,0
96,.2.1..36....9..2.19........2.......4.5.3...8....81..3.......6.5..1..5....63..7...,0
97,8..3....79.2....6....6..........54.1.692.......1...7....45.793...3.......2.....7.,2.4
98,5.3........693..7...4...5.16...8....1..4.9..8...7....97...2..8.........7.9.84..62,0
99,..1.2...4.8..4.9.....8..........7.....2....8.9..43.6.5.1.7.8.9.........234.......,0
100,4......6.396.2.....1.9...35...5....6.7.6...59.4..........28.....6.7.4.........78.,0
101,78...23.6.6.3....8......2..5..4876....7...8.......3...2..1.4....4....79....8.....,2.6
102,791.............4..5...8.1.4.......9....3.7..92..76.35...........789.5....2..3..4,0
103,7.....38....6......5.92....16.8.4..2.3....4.52...7.....7........895.2.........56.,1.9
104,.3....9.62..4.8......2....715.......9...413...6...25......96.7....8......4..5...3,1
105,3....7.2.........5.8.2....35...68.3....49.8...7......4.3..8..67.5..29..8..4....9.,1.2
106,49......16.2...35....4....617...8.6.2.6..5.......1..8....3.2..7..57..9...........,0
107,..7.3..5..35..9......8...6..1..4..9..7....5.86...98...9..613.4.......2.....7.....,1.4
108,.571.........2......2...361.4.3...786...4...33.9..84......9..1..23...9.....85....,1.8
109,38.9.......5....2.4..5.1..6.5.7...8..4..895.11.......7...1.4.......3.7....3......,0
110,.423.7...5.......2..8.6......1..25.96...5..1....9....3.......7....714....3.....54,2.2
111,.6..18.2.9......7.5....3..1....97..4.....5.......6..1..2...6..5.71.8.2....9.....6,1.2
112,..8.624.....4....9...9..8.128..34..696.........47....234.....5....5.......6...1..,0
113,.2.5...8986.....2...4..6...1.3.7..4...9...3...7.19.......81..........5.......7.91,0
114,91.8.....68...2...4..9..6.57...3...9....8.......4..8..........1.5....92...359..7.,0
115,.8...62......3...........6.2..8..3...7..5.9...6...9.1..3....7.2..5....3.8.9..5...,2.2
116,...3..8..2..78.4...7..64...45...79.1....1......1...2..1...3..6...35...4.9.5......,3.4
117,..23.....4..265.....6...8...4..79.5..7...2..9...84..........7.629...6.35...4.....,2.2
118,2.58.....86.........74...65..1..9.34.5...7.9..9..34..6...37............93...5..1.,2.1
119,..4.9.12.968...3......4........83..6.5...9...63.5.........76..9......2.31..2.....,2.7
120,4....7...9.26.3..1.....98...7.1.6.98..6....4.2.8...7....9....3.6.1..2.......6...5,3.7
121,53..1....2.....4..7.......194.17..2...2..36.4.......9.....9.2......8.163..8..6...,0
122,...8....669.5.3.2..3............5.9.41.........9.8.15.3...48..5..2.....4....9...7,0
123,34........7......9..26....1....53..212...9..3...7...5.....1.8.62.....4.5498......,1.6
124,.5..3......3..16.7....8..2..4......1..5.1..8..7.8...9.4...6.......4..2182........,2.1
125,..2....78..9..4......218....5.....4.8.7..15....4.3..67...3.625.....4..96......7..,1.6
126,....1...5...59.6..3..7.4.........57..5..6.....2.94...1..7.2....1....3.5...24....9,1.2
127,....5...2.7..86.4...37...1....1......4....9..6.72....42...4...8...5.......86...5.,1.3
128,.2.6..83......76...1.4.......5.7..49....2..6..8.....1........5.1..8......3...42..,0
129,6.34......48....6......3....5.67.4..48.1.9..7.9.8....2....1..5.91.....2....9.7...,2.8
130,.2.98.3..3...6..7.9.....8....4.532.8........5..7..2..1..2......5.3..6...8......1.,0
131,3.9......42.9..1..7..1........6..2.7..2.1.68..8..3....9..7....6......3...5...6.14,1.1
132,.8.5..9.........2.6.3..8......18..4....9.28...12..6.3......95..16.......5..27....,3.3
133,1.3.5..9.....2.85....1.94..927....1..6.......8.....3..6..5....3..18..9......3.54.,1.5
134,........51.....8.6.9.84.....42..7.....6...91.7...6....6....91...5...1.4...7..5...,0
135,5..4....6....5.......8194...42..631..3..9................1..6..4.....8.797...41..,2.9
136,9.4..6......2....4..7..1..9......3..61.3...2....1.4.....1....73.8....6..4.9.3....,0
137,2.169.......4.........27..6.....56..7..14..3.52.....7..4...8.1.........5..8.7...9,2.3
138,.....35...7.4..6.....18...77......3..14.6.8...985......39..4.....1....6.2......93,2
139,.....91.....26.....3.....2.21.8...9......1.7..68.....2....572.....9.4....93...48.,1.9
140,5.............4..97.6....3...2...3.4.8..5.2..4918.......31.87.......5.......3.1..,0
141,5..7..9...67..1.....4.5..3..53.....7.1...8....8.....56..1....9......94.3...243...,2.2
142,2.....75.....9..23.932.8..66..3.2.7...8....9......6..4...1..5....185......7......,0
143,...8.......6...52...9....17.21.4.976..8..2..367............1.4......36.5.5..9....,0
144,.....5.26..4...59...1.3....2....9.4...95..213...4.....9....8.......94.5.7.53.....,0
145,.9.5...1.14.3....9.3..2.6..9.......15.8...7........82.......93.2...17....5.63...2,3.5
146,5.3.....7.....2.5....6...2...2..389...4..65.....8.9..29....5.7.7.........1.3..9.6,1.6
147,...4..6..6...754.1.....9..7....1...6.5...79..43........496..3..2..39...........1.,2.9
148,.8.3.......38....7....6...1...24.1.5.....5....6.....7.59.......8..6.2.59..7.3...2,0
149,..2.8.....16...........3..51....95.7.74..62.........8.5...2843......4.....75....6,1.6
150,..7..9.58......7....9..512.4....6...326.....9.9.......1..4...7....28....2...6.5..,0
151,..1.2.4..8.......5...81.2...6....3.95....2.....9.64..1..35......2......7......89.,2.3
152,...........1.5...8...4.2.35.6..9....195...76...4.....3...82....5.9........2..3.74,0
153,....197..4..5...8.8...7.5....1..8......9..4.57.64....2.6.........8.....912......3,0
154,...81...29..5.6.1.......6.4...4.2..7.9...38.6.71.8.2..58.2....9..........1....5..,0
155,....8.271.9.......2....4.................7.12.2..394.5......1.8.48....3..67.5....,2
156,...8..16.3.8..2...49.5..........7...2.....7.9.8.9...2...6....5....78...3.39....7.,2.5
157,1...3..2.24.81.3.9.3........9..4...2.7.3...48....8.57.5...7.4...6.....9.........7,3
158,2...68..9.....5..4....4...898....2.....9..5.1..58......7....4...63.2..7..2...3...,3.3
159,..2...85....9.1..4.7.......8........9..58...1.23.......9...6.1...47...6.63..4..2.,1.2
160,4.2.7.8....9..1....5.3.......82.....7..1..32.2...96.8......86.1....5.4...6.......,2.7
161,...1..9.7.....3.8.8..92..3.1....62....2.....353....69....2....12.68.......3...5.9,0
162,4.3.....6..1.7........3..846....7..3..49..2..7........1....5.972.6...1.....64..2.,0
163,.9.85..2...7....49....6.........1.764........1.....5..5.....8....81...9....3.4...,2.4
164,.9.........2.76..34.....12.........9....8.5.6139........4.1.......759..8.7.4.8...,2.3
165,5...9..7.6.......4...3..5.......8.5.918.3...7.6.4....929............63...71......,0
166,.3....1...7.3..6..9....2..7...62..........8..1.5.49..2..8..1.4.29..68......5.....,3.1
167,.8.......3...6125.1...58..6......39...5...67...97......2837.9..4..........3.8....,1.5
168,5.4.3...6....8.....6....2.1..156....3...........72..4..7294...5.....8.79..8..5...,2.3
169,7..43..8......81....2......9..1..8......63.4.61..4..7.2.8..5..6........4...6..7..,3.7
170,..........7.6....1...942.....7...9..8.....25..92.54.1....4....7..1...43.52...1.8.,0
171,..3.45.....4.7..6......85..32.6...9.......6....821..........7.1.....4..2.72......,0
172,..2....15.....96.....4.5...1..........5.67...67...14.352....837...9.......4..8...,2.1
173,..4....2.....28.7..5...7..6.17..3.....29..31.3.....2....91.6....3...........8.6.1,2.2
174,.235.7..9..78....54.........3..7......4.........3.9..1..8..25..9......4....71.8..,1
175,96..5.3......3....5...17.9..2458...613...2........1..7..6...75....8......9....24.,1.3
176,.3...6...2..7.3....9.....2...85......4..6..7..6.8.7.......29..11.6.5...33.......4,0
177,72.3......63.......9.4.2..7.89..7...5.1.3....6...185...7.....93...8...6......14..,1.3
178,...42..6....7...1.756.1...........3.1.96.8...8....2..4..4.....1..7....8.69....52.,3.6
179,7....56....14....5...612...24.59...38..............46.3......1...583..7......1.32,0
180,..1..4.5..346.5.1.9..2.8....9638............7......4..........32.....1..3..9...72,0
181,..2.4.3..7...8..4.3.....2....5..47.....3.68...9.1...2........6...36...5...9......,1.8
182,...8.951.7...2..4...65..3...8....9...2.4.....3.......7..1..4.......5..8....7...6.,3
183,13....7...6.....8...8...4..71.2..89.4..1..6.....956.....9......52...3.......7....,0
184,1.3.......5...3.......7...6..793...4.4.....2...21..8....15...7.2....86...7..9.1..,1.2
185,....9.13...4......3...1.7.4.3..48..9.123....5.5..........7.5..3.......6....92.4..,0
186,.....8.7.8.1.2..9.....4...3..6294..8..2...3......63....6..1.5...7....2..91..3....,2.6
187,..6..3.........3.9.4.72..1..........73.5...845.19....76.......3..5.8........47.6.,2.3
188,....9....9...7.2....8..29.5.169....3.5.....4....1.5....6......2...4.8...52.3....4,0
189,.7.51..8..8...2.....5..3.....218.5.44......98.....53......7..........97...83.4...,0
190,2..6.....6..7.5.13.9..........8..16.....7.2..5.4.......1..9......3.....4..5....2.,0
191,....8....64.9......3....271..6.....7..71..3.......2.9....7..53..58.296...2.......,0
192,...5...4.62....5...39.6..8....1...3..617.9...8.....7...96.72.1......1...4........,0
193,..97......8..2954..7...49..6.........2.4.7..8.3.1.8.6....5..6..3......81....12.5.,1.5
194,....1.......5.....1.3...4....5127.6.....8..3...23..9...6.4793...5.8....1.9....6..,0
195,...37........6...18.2....4..7.54..892..1..4.......6....4...7..5.9..58...6........,0
196,4...231...9.1.......1..5.........3..526..8...9...........76..13......2.5.8.9.....,0
197,.571248..........1..9...4..3....8....4561.....6.4.27..813...69..9...............7,0
198,6...1.5.23........5.7....839...76....645.1.......3......3.2.1..4..35....7.....4..,0
199,.1.6.2..4...9....16.7.....9.....9.1.1...7..3...6.24.............84....52...7.5.9.,0
200,..31.......2..98...5.....4.6..51.......2...6..49...3.128...6..7...82...4.......5.,1
201,...3...2....8...14.719....6..6.9.7....2..7....4.6...588....13...6.......2..5.....,2.5
202,7.....4...8..571....9....5...7..6..3......74.4.2.8.....2...56.....6..2...35.9....,1.4
203,.8...9....6...5.1.9.....3657.....14.39.8.........5...9.....15....6.37.8.....8.63.,0
204,..5....62..435.......8..7.3........1...98.........4.2.........617.5...9.958......,2.5
205,.1.....7...9.6....4.8.3.6....65..7.1......5..3..82.........1.....79....45...421..,1.3
206,..9.6.23.5.3...1.984.......72......6......95....5.2......13.5.....62...........4.,0
207,.6...5.....31...2..8..7...1..2...3694..93..1....7....4...24...53...5.......8..24.,2.5
208,............5.1...1..4.98232..7.3.4........1.84....5.9.2.97....4......9..7......1,0
209,..819...6....58.....1.......1.3....99..4.13.857..2..1...9....43.....679..........,2.6
210,7..2.........8......9.17.5..5....92......36.4.6..4...837.4.......4.9..3....3.1..7,2.6
211,92....1.....6...7..7.3...89.8.27....1.4..5........1...3..9.86....85...4..6......2,2.4
212,...2.......8...3...9......7....3..2...6.8.5.97..4.....4.3....5...1.96.......7..18,2.4
213,1..3.6.......7......2.5..34..71...283.8.......5....9..9....2..6....85.....4.....9,2.5
214,..6.....9...2..51..9...7..8.5.62......4..86....9...4..1.2....8....8....7.4..7.1.3,2.2
215,........4..7....6..1.54..27..64...3...586....37...5....4......1....9....932.7.4..,1.4
216,...3.4.26..1........4..87.961..7.......6.15..9.3.8...........34.2..9..........1..,0
217,...3.....47....59..21.7..8...9.4.1.8...69..4.5........94......7..871....7...6....,0
218,9.3..........139...8......22..9.81.45.....39.7...........435.8..1..........8...7.,0
219,..7.3.....9......54....72.1...6.47.8..9.......1..2.49.9..5......86........24.1...,2.2
220,...62.8....1.....3.4.9......7..4.25......149....7......1.8...6.7..........4..5.79,0
221,......6.78....3.2...62...3915..2.....7.5.1..4.........5438........69..........25.,2.7
222,3....8..9...9...31....1.8........5.....3...9625...67..9..6......8..54....4.......,5.8
223,.....5..95..741...2...........67..1.74....5...1..8.........6.726..2...35......4..,0
224,7..1..2...1.....8.42..7.9.....5....8..2...3...6.9.2...3.9..........4..5...5...749,0
225,..49....8.8.....2...3.2.........5.1...81..3563...89....9......7...7..43...2..6...,1.9
226,..8.........8..3..9..137..4......1..8.74..6...2.3.1.58..6....3.37..65.....9......,0
227,87..52....5..6...46..4...8.......1.7..2.........7..9.3.6....3....1.4.2.....187...,0
228,....4...22.....736..12..9....7.......8619....1....4.......8..7....92..14.6...3.2.,2.5
229,.....32.....1..4...7..6....5...3......6...5847....2....4..9.1.23.9.1........45.97,0
230,15..8....7.....56.......83.3..69..5.8.....2.3...7......8..41......3.9...41..6.3..,1.8
231,8.....3.6....18..4.....6...9.4..5..7....2..48..17...5..9....8....7...1...6.29....,0
232,.5...8....9......6..27...1.6.........8.94........37.8......96..9...865....135....,2.4
233,...6.78..76..98.1.3..........5....438..5....119........73.....2...28.5.......6...,0
234,..3.91..5.1....2........3.6.24.5........8..495....3......83.67..58..4...........3,1.1
235,3...5....2.1.......7..3..52..9...5......1.4...187.3..91......3....52.68.....8....,0
236,.....83..6..29....7.4.6.2....81...3....6..4...19.4.8...23.........5.7..4.........,0
237,.9...61....41...98...3.....2.....53..76.3..8....78......3.....9.1...4...4..86..2.,1.1
238,......3....2.938....6...1.259...86...6...2..3...1..9...81.29.....54.6..7.........,1.6
239,...5...94.3......69.....1.7..9.175...4..82.....83........1.3...2.....6....5..9.21,3.5
240,12...9.5....1..97..5.476.....6...7.1....2....81.............6.4.48.6..2.9..7.....,0
241,54.....8.....9...2..1..5.763.9..412......3.............5.3....7.7.68.21.8.......9,0
242,...284.1......135...2.......7.39.....6.4..53......84..4.6.......5.......21....8.6,2
243,5.9...3...7..69.24........63.....1.84...2......1.9.6..6..3.1............9.8.4...1,0
244,17...3...6........3.5.6........2...3...4..6.7..86...54.....7.4..6....9.8.9..8..35,3.4
245,.....23.5.4........8.1.57....98...6......41....5..38..1.3....9....53....8...6.4..,1.5
246,....4.13......7.2...8..2....4...19..16..............7.6......8.43...87.9.2.1..36.,0
247,6...5....8...6.13....7.....4....1.9...25...6..6......5..1..32.........48..49.....,3.5
248,...5..82...7.1..4.4..8...378.........1..98...7.36..5.4....5.2.......3..95....4...,2.5
249,...2..5.7.37.........35...4.8......539.52...8..2.4.1..678.........7.1...9...8.4..,0
250,...91..3........6.52.4.....3....8..969.3...1..............736....2..5....8.....41,1.5
251,13............7.....9.....2...5...1....9.8.3556.7...2.2......5...4....9.65...13.7,0
252,..715...39...8.27..........26...8..1...6..8.9....7.4.......41.7.8...1....2....69.,1.3
253,..9..5..6..4....87...3.....1...5.....6...8....2...7...4.....21..1......8..6..93..,3.8
254,...5.98..31...4...2..6.....5....7..........38..8....61.9..2........6...7..24...16,0
255,83........96.7...........15..9..4.......9.826..5.....7...2.64...5.14....6......3.,1.4
256,.3.85...25...9.3....9......6.......7..7.3.4.8....2....79.4......4..87.5.1....2...,2.5
257,..2.......3..6...1..85..7.69..4....5....8...4..6..3.....7...5...9.7...8..6.8.54..,0
258,84.5.7..9.9.........5..9...3....81.7..........79.64.....1873...73..5..6....6...1.,0
259,...21.4..3.....5..57...9.1..3....74...9.8......81....24..3.1.7.9....4.....7......,1
260,.......1.1...8.......6..4.2.53..2..496...5......1....6.3..46...2.59....3....38...,2.1
261,..7.2....3...4....9..1..6.....7.4.6..14.....2.8651...........29.3.9..58......3...,1.8
262,2...1..4..3...41...1......77....89.....39..6..95.....44.6..281...7....2.....3....,1.3
263,9.52....4.....1.....29...867...9..6.29.4...7...8....5.......8..3...1...5..6.8.3..,0
264,85.....1..6....8.....5.......4.28...7.6..........6.2.4.4.63..........547.9...1.8.,0
265,......2..9..6....44.8.5.1..1..7...298..9.6.....6....7......2........7.3..3...15.7,2.8
266,....8...3.47..32........7...2....15..7.8.......6...37.5..7....9....4.6.1..8.1..3.,0
267,8..14......9.2..7..3..5...2...7.8.5.......247....1....4..6.....1.83.........9.5.4,0
268,..........1.8..7.38...32.4...5.....1.....583.2..1.69...4.9.....729..15....1..7...,0
269,1...9...4.5.7..98..3.5...6..7......659...23.....8.....8..1.9...3....5....21.....8,2.5
270,1.2.....9...27.....7....6..5.6....3..8.4.2.6.7..1.......97..1.43.8....9.....4....,0
271,..461....7..4...1...8..57..5.6..94..4.3....719............5.......7..863....64.2.,1.6
272,...9....8..8..24.5...3.47..2.15..3...9.....646........5..7..1...2..9....36..1....,0
273,....2...5893..4.1.....8.9.....4....6.8.5.973..64......7..........17...2..35......,0
274,..6.54...1.....62.4...1.......238...........7......4.5.1..97...32..851.9..8......,0
275,....5.23...92..1..6....9.5..8......1.9....3.647......53.........4..6...38....79..,0
276,..12......7.84.......7..236..4....69.5.....7.9...1.....8..5....42...6........231.,2.2
277,.......1.7..6..2......386....6...18........42...7.4.9.8.32.1...4...97....1......9,0
278,.73....2............12..3.4..4.7......9.61.....2..85.9..5.4.1.33......9.4.......8,2.4
279,..4...3..6...5.......3.1.2....53...87......6....2..5...8....65...3.9.....5..64..7,1.7
280,......5.346.....7...3....29........4...235...9.21....6..951.......4......71..6.9.,1.4
281,7..3......6..49..5..2.....13..8..649....2......9......6.7....13..123..68......5..,1.9
282,...3......54.8.96...36.4.7....9....6...4.28......3..5.7...4..8..2.8...39...1.....,1.2
283,4....31.....9.1..7.56.......3.7.68...7.......9.8..45...8.2...4......9......3.86..,4.7
284,.8.....1.9.51.......14.3.6........47...5....6.9..3.2...13.4......8.9.3.5.....8...,3.6
285,.......9..9546..3.....7....1.4.3..7.7...5.16...39....8......4......8.2....1.....6,0
286,.2.....6.7...3..89..64..1..91.8....6....5.3....79......41..........89.....5.....2,0
287,...7...1.1..6.5.728......5.6...4.9...1.9......7.....38....8...6.8..5.........23..,0
288,....2...69...3.2..46....1.35.31...7.6...7.....1.2...4.......5...9.6.43......5...9,0
289,6..9.1.7.45....1......8.....7...4.......7..19.2.316.4......9..5...2486.3.........,0
290,.1..2...9......86..83..94..4.........7....1.81...58..4....135........2..8.92.....,4.3
291,.7......4..2..1......46..3.....1....7315.9...5....42..327....5..5...6.4..4....9..,2
292,.7...64....64...1...2.....6.9.....214...2.3...2...3.7..379.2.8.9.4.1.......3.....,0
293,........44.6.5.27.....27..8..4....1..3.7...5...2.93....452.....2.7.8.9..86.......,2.3
294,..29...........7.26...1.9...9....278..7....6.4.....5..96....4.31..2.3.9..8...9...,0
295,..29...4...9..8..5.3.6....83.7.......5.4.1.7.4..5.....7.5...8..82....6..........1,4.5
296,.3.....2...865....5...3769...1.623.44...7..........5.1..............91...82..3...,0
297,5.......4......96..26.19.7.4..35...8..7...6......7.....4...7........45.....18.4.3,0
298,...65..49...2..6..6.4.7.35...2.4.....37.....2...1...9...3....61...4.......9..75..,0
299,......39..5..13..6.1.4...2..8.39..1.3..7..68...........78...9....1..5.4.9.......5,1.3
300,..6....737...8.1...29...........4....6....48.2...51....8.1..6.23..54...1.........,1.9
301,..7...9...3...1.4.2..5....86...2.78.5..8.6...........2.4..1..3.9.2.......8.....9.,1.4
302,......6.8.5.....9.1..2..7..7.9.3.2....1...57.....14...3..8.6.......42.65......8.3,0
303,..2..794...8.3.....96...7.....8..4.........2.........121..8...5.471...6..839.....,0
304,1.2.6.3...4...5...5...3...2...........14..63.6.8.9.5.........9..5...9.14.7..8....,1.8
305,..1......2..1..89....27.4.341....3....5493.....9....6..9....6..3...69........5.8.,0
306,....5...9..6.2..5.5.98.6..........64...3.9.1.3.2...........7...86....4.3..45....8,0
307,3....8..2.5.2.....6.....71.......5.....69.....3..8..9..2.7...8....8.6....19..5.2.,2.1
