id,puzzle,difficulty
81,..756....54...96.8..3.2.....3.25..9..6..7.1...8..3..5........43......2.1..4......,0
82,.2.........48......1...5.267..2.49.31..9....5....786..3.6......2....1.59......8..,3.3
83,.67....9.94..5..63.5...41.....14...5..1.7...9.....62.....9.8.2.31......6.........,1.8
84,..32...8.....45..67.9..82....14..6...9.....5..6..5.3.4....13..7.3......8...6.....,3
85,..4.9...2..3....7.7..2563........691...4....7.3...24....98.3...1.8.2.....6.......,2.3
86,4....7..3.....2..91.85..4...6.24....3..6..527......8..79.........63.......1....7.,0
87,..7.....1..61..73.2.9.5...6...9.62.36.5..........7.........5.4....72.....4....17.,0
88,..21.89.....5..6..63..9.....89..1....6.84..2.....5..........8.1.9...7.3.5.1....7.,1.2
89,3.5.7...2..4......6..4.....231.9...7...6.1......5...4...2....7.....6....49....6.1,0
90,..2.......46...9.2...1....75....364..1.7............3..94.1.3...7142........8....,1.3
91,....56..71....9..6.6...29..4..8...3...17.....5......42.2...8.....4...5..39..1....,3.2
92,2............97.1...564....4...159....6..9...93.4.....7.....823..38...5.5.4......,1
93,...7..6..685..1........4..3.2.........8....2.4.637..5.3..9..........5..9.4....2.7,1.8
94,9.814.572........47.....91...2.7.1..8...16..5.....4.2.......2...5.6.....324......,0
95,...3.9.8..1...2..9..5.4.......6.34........9....758..366....4.....2....1..43......,1
96,....6.42..8.9.37.1.1...2...836.........7...6...741.3.2..1.9...5...........3..5.7.,0
97,.63..572.7......958.......61.......9.2.6.9..3....51....1.3...6.....6......8.27..1,2.6
98,...16......72.4..1.........4.8.....9.5....617.2...93..5.....943....325...7.....6.,0
99,.9..1..8.8....9....6....2.....15...62.7..6..4..1...........1.5.3...........5876..,5.7
100,13..8....7.4...6......5...24....5.3...8.149....69..........9.....7.3.1..6.1......,0
101,.............57..9..816......9.....3814.......6....71...2.93.5..3.5...815..8...4.,1
102,.9..6.2.5.1..97...........88........9.....324...6.1...3.5.2...16..5..8.....7...3.,0
103,....1.5348.....2...9.....6828.....1....6.57....5...4...5.8.1.9......6....1..7....,0
104,....23..4........92.69.1..8.15......4...8.1...97..6.3..4....69..........5...62..3,3
105,18.6....27............9..5...19....33.7..6.4.....4..1.6..3.7.85...51..........42.,0
106,..43...2......8.7.....1..6.4.8.2....9..8.62.1........9.......9..679....5..51..8..,1.6
107,.3.5.7....4...29.69.....5.8.....1...8.......9.2..3.71....61..8.36.7....4.........,2.7
108,2.3.8.....6...7..57..2...........8..9....6.71..19....68......32.4...17.....3...8.,1.5
109,9.5....3.....3..15.6..71...54.7....8.....5.......8..248....7....3....6.2....4..83,0
110,.5.2.3....9..4....8.....7...4.....3..3.1..9.2.....6....1...96..6.75.8...........5,3.2
111,5..3.4....61.2...3......759.3.2...8.........5..5..932...86....2.......6.6..8.19..,0
112,....2...89.5..6......3.4..2.62.....1..1.89......1....4.3....8.....5..43.75...3.2.,4
113,.6.2..17..2......83.......69.38..6.....7.42....45.....4....3..56......4.....15...,0
114,97...1.242...........4..1..6.....2....5....7.14...6.8......29.....9.4.36.8.7.3...,0
115,...36....2.....7.....17.25.3....691..46.5.....82.......9..3.4.2......5..75..9..8.,0
116,6..7.8..4......1.2.48.2....832.4....1.....2.5..7...4...7.......2...1...6....3....,3.3
117,3..9.......9.81......2.5..........7817...623....84.5....1..8..7.......15.4..7...9,1
118,.......2.37..964...8......56...39..7....74.8.........9.3.5.....5..4..2..8.4....3.,0
119,........6...85.7...2....385.5.1..6.....97..3.........8....3......7.64.215.4.9....,0
120,..764..93......7..93...........31....45....7..8.........45.......9...28..5.18...4,1.6
121,.4..9.65.2..7...9.6..8....3...2.1.481...35.....3....6......6..2....8.....6....5..,0
122,5..6..1...8..19.........3.5.9...2.37.4...3....57.8....6.93...8.........6.....7...,1
123,7.6....1.......6.......2.374.8...1.....5.......16..5.2.....784.8.9.1..2...7.3....,0
124,....1.....3...491..2..59..6..3....79..1.2..3..6....5...98..........65.....7..3...,2.6
125,.6...51.....1.62.........34..7..34......2.....1.4...27....8.....53..2...82.....4.,3.7
126,..35........361.7.1....82..28.79.3..7....21.4................1.8.9......6....7.9.,0
127,2..89..4........7......491....7..826...369..4...1.....93...2.6...4..3...8.79.1...,0
128,.....1..2.9185.7......72.1.7.4........9.1..2....3..8...15..8....8.....4...329..5.,0
129,..1....6..58.....37...5...9.1..7..2..82......9.75.....1..2....7....3........9.285,2.8
130,......16..9..3..5....21.7.9.695.........27.8..48.......2..9....3.6..2.........54.,2.9
131,4...9.168........2..51.8...2..3.6.....8..2..7.56.7..3..4............4....9....5.1,0
132,....7........61..92.15...7.1.2........9.4.1...84....53......4...5.23..9....7.6...,3.7
133,.76..4..1....3.........975..4....5..5....82..8...7...4.6.4...9........1....95.68.,0
134,..97.......1...8.....869..5..71....45....39..9.6.....37..3..5...6...8.3.....14.8.,0
135,5.....3..6..81....4.9..................9.27...8.1.74.29..768..4....2...5.6...5...,0
136,..27..5.....1...6.6.......15319.......9..58....821..9..4..2..5....3.4.....6..9.24,4.8
137,9.5....7.2....8......3..4...3....7..4..51.3.6..6..4.1...2..16..35......2.......87,2.4
138,.......833......1..913......2...1..........944.5..26....4.58....3.2.6...9.7....5.,1
139,.5..........46....1..9...438.5..........51..43..2....7..3......7...36..198.....5.,2.4
140,2.95....8.8..........2..569....5.9...93...4......4...5832.......5.38.2..1...7....,3.1
141,.41.....8...7..9.2...6...3.694...3......21...3...9....187..5.....9......46.1...9.,1.5
142,..5.6.........81..7.....4...5.......9.......81.8...3.7..375.6.1.1.43..2..2.6....9,0
143,....7..43.2.4.......38...7...2.6.4...7.....354......1....1....6.659.........421..,2.5
144,..1....8.2..4...1..9.37.52....2.....4......7..5.1.4...32....8.7...9.....6.9.2.3..,1.2
145,..8...12..6...7....9....8..3..84..6..2..5..7.....9......94...1..743.........6...9,1.7
146,7..6....4......6...6...8.5......1....4.73.....8159.....1..5.3....3..24.6.......97,0
147,1.2.7..8.5....3.6.......7.3.4.38..9.3..........8..4.25.6.....3....9...5....8....4,0
148,.7.52...3...3.7.4......8...186......9...7.......15.....4....93.5....46..7.9.....2,2.2
149,.4.....3....36.7...5.2.7....25..9..61......9.7...3...14.........1..9..7.6.3...92.,0
150,.2.1..5.3.........91...4.6.25..3.....97...8.5.4.7..1.6....45.9.4...6.3.....2.7...,0
151,....1.9....12.4.......7..21...6.....6...2..3.38....59...813......5....1..9..6.8.3,0
152,9.....8...634...2..2...8.6...129.4.......679.....3...8.......17.47...........29..,0
153,5..9.2.8............4..3...49..2.....3.1..95.8....52.7..3..7...25..347.....8..5..,0
154,....9....6....847.3.26.79..2.9..3.6......1..7...5...8..6......1..38......1..5..9.,2.8
155,..8.....6.1..2.3....3.9.57..8...2.3......98.....31.64.....5.....4.....2.63.....1.,0
156,2.4...9....178....8.....4...3....6....5.3....9...5..1.7...4.39......72.4..83....7,0
157,.3..6.8..1.9...2.......7.......2..7....9..1.6.....14......35.2..247...9556.2...4.,0
158,61...5....7..1.48...2..4.6...1.......97.....5.6.9...7.....87.5............3.5124.,0
159,.74...29.....5......3..9.....9......6..8.47..5...3.62........48..8...9.69.....5..,0
160,...1..8....9.3.26.....27..424..7.......8......97...53....2...83.1..4..5..6.......,2
161,9.........36..5.7...198.5......23..52.7.....4....6..87..93...4..........3..4...26,1.6
162,2.1....5...8...4.7...65.....29..6...15...28.9.....35...4.1...7......9...6..7.4...,2.5
163,5....924....4..1...7......5...74689...........1....52...2.7....4..16....95..8....,0
164,......9....9.4...213..9.7.887....5.9.......6..5..3....74.38....5.....8...1...2...,0
165,....7.......49..3..94.86...1..6...94.6...1.2..2.......2..9...4..8.....157.6......,1.4
166,..83..6.5.71.2...33.6....21.........9..45..3..1......9..96.7.4..2.53...6....9....,4.1
167,......5.6.....9...678..54.2....2....2..4.61....5....8.3..5......17.....4.4....82.,1.4
168,.7.....9..568.4.........7....843..6.....95..7..3...52...95....6.....8..1.6.1.....,0
169,...6.....5......3..84...7..2983...6......79......1..847....3..6.......5..3...9..8,0
170,.1...3...9.7..526...3...1.....48...9.....9......5..8.1.38...4.546..9...........2.,0
171,.7..9.....5...2....93..6.5..19..38........6..76..25.1......1.4....6..3....57...9.,0
172,69...13......8.....2.6.3.....6.....94...3.5...17..4.3.....12..88.9.....7.4..7....,2.1
173,.72.........2...434..59....7...4..985..1....7.....86...93...........59..1......3.,2.4
174,..751...8....2.........91..1...76....58.....46...8..2....1...8628..6......9...7..,1.9
175,......217.........29.47.3.6.1.2.....7.5..69.....13......26..4...3..85.....6...7..,0
176,.62.....55...9..34....452......18.4.......67....9.2..1.4........7..8.3..8.5....6.,1.6
177,..3.4.....5...82..4......73..9....52..7....3..6.12...4...9..3.....3.2.98....8...5,3.4
178,.2.9..4..18.....7....34.....1..9....4...726....9....52....8.94.2.1.3.....4.7.....,2.2
179,..9..2..6..........72.1...3...5.....8....62.4.4.72...9....6.3.2...2...9.1.5.4....,0
180,..5.......7.......48....95.9..76.....18.4...2...1.......3..5.61...92...472.8....5,0
181,..5.1.3...1.2.8.....765..............7..4.8.52.8.9....8....7.2.......5.9...5...37,3.3
182,.12.9..7.57.4...1...9.6......5.3.241...1..5.....8......8.......29..1.6.....6....7,0
183,.....8..683...9.4..1..362.....7.3...7...4.8...649..........219.98..............72,1.3
184,.5.37....4.......61.325...93..8..9....5.....36..9..1..5.........4....2..2..5.164.,4.2
185,.....9.345.13........6.4.1.1........73.16.5..6...3......9.....68...........47.8.9,0
186,.59.7......7..8......6...3.58......91...874...6..4...2.2...19..........8...4..26.,0
187,..2.....461.8..3.53..1.98...9....75.........2....536...573.....12.5.......9..2..1,0
188,.1.........6.....373.2....5..3..19....95831.6.....7.......128.7..........6.9...5.,3.2
189,.....938...5....2..3.4......53...1...486...52.6......7....8..1...67.4....7.3....4,0
190,....9.18..3...........61.39.63....74.98..4......637...9......1...4.....8...7.9..5,0
191,......3..3...89...62....71..8..3.6...762...5.1...75.8.54...7.6...3..........56..4,1.5
192,2..61...5.14....7.7...2...1.....3.6....9.......315..49....8.....5....93..4.236...,2.3
193,2571..........5..1....9..6...3.2.......3..84....9....5...4..1.864.....52.....2.3.,2.2
194,....1......3.79.129.6....3.5.79........1..6.4.9..8......9..37........8.......5.2.,0
195,................2639...1.7..154.....7...3.....4....89...829.1..47..1......2.4..6.,0
196,..4..5.3.7....2...8.1......2......5..5...7..81...3.9...6..9..72....1.36..........,1.1
197,....97......8....21..2...3..64...1..71..2....8......6325..8......3.....6.9..1....,1
198,.3..2...7..5..3.....6.4.8..1..3.9.5...7.......2817..........469...2.....8.....3..,2.8
199,.6....9.......2.....8175.4.2..5....4...31.2........51.61.2.3.7..37......4..6.....,2.5
200,582.79.4..46....95.............9..837...5...2.6.2..4...3.7...292.4.3.6.......6...,0
201,1..684..2..2....8...6...3...2.7.8.4.7....1....984.....4......19........4.3.....2.,0
202,...3.9....2..6.91..4....23.7.6.1..9....4....8..3.7....834.....7.........2..831...,1.3
203,............37....25..8.3.6.....4.27..9......16.......72.4........19.8.......2.61,0
204,..3.6.......5...83.9.8.2....6...4.7.18...6..59......31.3....4..7.4.......1...5..8,1.7
205,....7.86.2...1.9.4.3...5....5...17....9.2....3.....15...18...26..6.5..1..........,0
206,..9.6.1.....392.4.3...7...686.2......42....6..3....8.1..512..9........1...8...7..,0
207,.6.13...572..9.....4....3....6.....8.8..7......7.2.4.3...3..........41..1..98.7..,0
208,6.7....2...96...51...9...4...1.4.83.9...8..62.85..........91........3417..3......,2.8
209,.7....5.1..1.9..72...............8..62...5....5.37.46........3..8.7.4...2.9..1...,0
210,7.........1...7.8.....386....39.....68...5....5....9.1....6.2..4.25....7.....4.1.,2.9
211,.7...3.6..16.4.2.......6...2.....9...6.4.5...8.......13.127...8.4..3.....8.....43,1.6
212,31.4.....42..6..599....72....9.....76.....9......5.6....1..8..2....1.......3.25..,1.7
213,......4.1.21.....637...9....9..45.2.2...9.....5...19.....2..84...76..........41..,0
214,9.5...7.4.3..6..5..8.17....3...1.825.2.......1..9.8..3.....3......8.....6.2......,0
215,.....8.2...3...7...2.....56..174..........3...5.1.9...5..8.1...4.2..5...3......62,0
216,..9....87...7......8.29.43.437.............1.2..4......5..8......69145...4......6,2.3
217,.35.....6....54.9219.........6.9.25..4....7..9.......3.8.56.4..5.3.8.........3...,1.8
218,9..76........81.46.5....8..7.4.1...9....39......6......3.2..9.567.....1........3.,1.9
219,....4.1......5.7.....7.3....4..7...95..1...4..96.8....9......2..87.1..9...3..4.5.,0
220,..64.....1..3.9......8...5...96...2.375....8......1.........4.9.2....17..64.7....,1.2
221,..7........6...94....19.6....83.54..2.....17..3....5.....938...623..4.8..9.......,0
222,2......83..34.29....1.6.........4....6..2.3..4..6.7....591...42....3..9...6...1..,4
223,...71..3....5..2...51...4.9..5..41.8......6..3...9.....942..8..........4..2..5..7,1.8
224,......8...82..47..45.9........1.........8..2959..2..43.1........4...5.8...6..72..,0
225,4......7.75...9...2.3.7.6.813...2....9..6.7.1.2..........52.41........3......8..5,0
226,..638.2..3...74...82..9..1......3.597.2............68...........1.6...9.9.....1..,0
227,.642..........6.9...54..8...4.1.2...2.8.7..1.1......3.....59...89....35.......6..,2.5
228,.9...4..8....1.47..6........1....7.2..3..2..165..7....4..8...5..3.4.6....8.3...9.,1.1
229,..8...5..9724......5..3...74.51..6.9....7...2.9.3....1...9.8736....2.......7.....,0
230,8.....2.6.5.37.9..64.........54....9..2.59....8.....14.........3..58......6....7.,1.5
231,...3..5......9548.1......7.....6273..4.........6.....49...873..58.1....631.......,2.2
232,.1.93...6.....47.95........8.....4..3...2..8..4......54.6..7....9....3.4.3....1..,2
233,4....1..9...56..38...8.3.....1.97.2.....5...3...2.....97.....64......7....5...8..,0
234,..8....7.35.......1.....2....9...6.....9...14.6...73.....7...4..2...8..3...5438.9,2.2
235,...6....5..9..1....6..3.8..7....5....2..96.1..8.7....3.57......3..82.9......4....,0
236,2.1...9........5.7...3.4...79..8.3.....2..7.68.2..1...6.........3.849......5.....,3
237,.784......6.....5...42.........1.2.8.4....1.......8..56.73...1......93.7.3.14..6.,1
238,6.3..........1...67..6.31......87....4......1...9215...2...6.4..5..4......9....7.,0
239,...341.6..8....29...5......8...2..............63.97.4.5.....6.9.....9..2.4.6...31,0
240,.7..9...........3.9..34...13...1...54.6.8.2..7..2.9..4.......4..6.5.....8....27..,0
241,..2.16..5.....4.....5.2.1..6....1......8..6.7....4..3.4.6...978.2...5.....1..72..,1.1
242,..6..8......51....4...961..6...8......21...5..8..4.2.1..47....2......5..87..6...4,3.4
243,56.7.1......34...11...2...8....54.27..9.....3.2.....8.8....2.....6.8..4....6.3...,0
244,..8.9.........75...6.....7..1..8..69...374.5..4........85....9........1.1.....742,0
245,...3..6.21...9.8..8...2.......7....54.8...1...5..3.....63..2.8..9.....3....1.....,0
246,...........1..9...6.31...9........4..4..3816.......7...7..9658....8....235.72.6..,0
247,..3..24...7.4.3...68..7........5..9....3......91..736...6..8543..5......1.....6.2,2.2
248,.25........8...31.3.4...6...9..437....1.7..5....81..3.1.9..6......7..........9248,0
249,.8.6..2......42..91.......7.......3....59.7.184..3.....2..7...8..1.....2.3.....4.,0
250,...7.8..6.....62..4...3....2.69.3.8..3.......8...2.....8.....5.5....9..3..457..2.,2.7
251,53...2..1...4.8............2.6..43.5.....5.7....7....9..89.3...6.....2......5...4,3.2
252,......59....97..26...5.4..3.42.9.1..7.1....8..9.2......1.......67...2...25.1...39,2
253,.5..6.......5.7...4.9.8...3..7.5.98.......3..8..69...1....2....38....1.7...1..6..,0
254,.2.6..15.7...1.3.8........2....29....3..6..1.5.9....83...48....1.4....9..8...65..,0
255,.4.3.1.....3....8.26...8.4.9.7...2....4.6.59...............4..91..29...7..973....,1.8
256,4......2.9....4.17.1...6.....1.......9..2..3.8..9...4......16.91.5.....2.7.6.....,1.2
257,.4...7.9....5..2318.1..........96..34...3....31.8.4..........87..7..9.569......2.,2.9
258,5..1.........9.58.....6..341.23.49...........93..1.8..28.....75.9..3..4..........,2.7
259,.2..6.....5.2....96.349.5..2..7....4...9....3......7....7....8...65.1......3..15.,0
260,........75..4.613.9...3.......9.34..1....4.6..9.....52..5......6.81925..........8,2.2
261,....2.8.....5..2.3.6.8....56.9........5..3....127.9...8...3.....27.1.6..9..2.54..,1
262,.5.....6.....9....6.8.74...584..639..3..........8...1....3694..7.....9..1....7.5.,1.4
263,....49...6..7...4.7...2..58....84..1..13........9..6....4..2.958.........5.....82,0
264,..62......27.4..3.1..7....56.2....7......58.4.4869......1.....7....3...22..5.....,3.1
265,.73...2...2.4.1.3.61.5..8..3..7..5........61...2..6.9.89......5...........16.3...,0
266,..9......3..4...7.2..6.8..442.8.17..8.....2...7....59.....45.3..3............68.9,1.3
267,...3..5......74.1.41...53.8......8...9.487....73.61...64....9......3...2.5.....8.,2.1
268,3......74...1.863.....7......58...46...4......6..912..23.........15.38..9.....7..,1.1
269,1.9....6....6........35.4.....5...8.8.5...1....7.1.5.3..4.2.8..5.6....4.....3...2,3.9
270,....3.........692....7.5...3.9.1....2.......94...925.6..2...6.48....72...17......,5.1
271,....46.....5.9...86897..1...42.6...9.....7....1.....54.63.1.........5...7..9..2..,0
272,......1..5..2...........845.46.8...232....5.....9..6..7.8.1.......5......5.764..1,0
273,.......1.8.....5.4......6.8...5.2.7..7...6..9..9..7.5.4...1......3...4.7.954.32..,0
274,2....56.4..6...19....6..8.54..9.7.....9....1.7...3...69...5.......7.4..2..78.....,2.1
275,.89.1....2.6...89.7............8.4.....4..9.597......16.124.....3.8....2..8...3..,3.9
276,.8.9...7.6......23....38.....4.......7.36..82.2..14.....1..96....7...9.........3.,0
277,17.6...3..6....2..3.9..2......92.........6.....3..862....18.....56.....94....53..,1.8
278,....4.92...5..3...2..9.5..71...8..4.47...9.1..965....8.1.......5.3..........5.4..,0
279,65.....24....51....8...237.2.....5.79..8.7..2.6.2........9.3.......1.86..........,1.6
280,.58.....47.24....1...5...7.9.4....2......63.......3..831..........7.86...2.......,0
281,...7......3.2167....8....1442..8..755.19.............2...1.3.....5...627..7......,1
282,4.....7.1....37..........6..3...65.9.6..79..3.7..2.....1.5..2..6..4..1..9........,0
283,..1..4.3.2..........5...174.1...3.5...2......8..1..3......8...6...9....265.71....,3.2
284,..7........5..169....2..5.8...8.2..5.4..6.2..5......81.367.......8.........4.8...,2.9
285,9....2..6..2.75..4.58.3.12..47...2...8....4...1.5.9...12...4........7......6..9..,0
286,4..68...1..35.........17..........93.....24.7......12..9.4.85..1.5..6..47.8.....6,2.9
287,...579.3.3...4...8.......961.2.......5.6..4...9.....1...5.......7...1....2..9.5..,0
288,...39...71.94....6.7...........2...9.......3.8365......5...24.36..8...9..4...7..1,1.3
289,94...3.2...32....8....4.9...5.....6.6....1..4....84.91.3...5..6.8.....3..6..9.1..,2
290,..4.....58..29.4....3.....7.5..7...8.3.5.2..4......6...9.3..5...1.82.......4.6.7.,0
291,..6.51.7..4..8................5...29..7.1...5.126...47......93..9...64..42.1.....,2
292,5.....1..74.9...85.6......4..57...........7.8..36.95....684....4..2....9..75.....,0
293,....3.1.6.39..8...7.2...4...7...395.........1...8.5...8........16...2...3....18.7,4.1
294,.197.3.......2..9........74...8.6....5......8.6....94.8...341.6..6.9.42......1...,0
295,4......1..38.....57.....4...42.9.8..1.............3.71...1....9.2.8.9....84.2..5.,1.2
296,..3.6.7.8...1.926.....7.93..3.......1....6.95......1..2.84.....4..5......57.8....,1.8
297,8.6......3..76...897...5.......2.5........61..3.8....7.9...6...2..1.4.3....3..1..,2.7
298,.286....7.9.1...5....4.73...83.2....5..7..18......1...237.......5.3....98........,1
299,....1..596........8....7..2....48.37......6...843......2..8..16.3.5.....5..69..4.,1.8
300,5.......7....41.....7...32............13687....82...9..42...87......6...7..4..6.1,3.7
301,6.7..........7..1.21....4.6...6.98..9...172....45....3.5......1186............3..,1.3
302,8..79....69.1.3......5.....1.....4..5.2...68.......231..3.7.....5...47.94..2.....,1.5
303,.7.3..9......7...55.9.18...34......2......4.1.215..7..9....1.....7.24.3.......26.,0
304,..8....9...9...542.6..4.....1.876........3..6....1...3.84.6...51.2.......964..8..,0
305,.8...7..3.........9.5..412.....7.8..2..65.9.....3.......2......6..91...78..5..6..,2.4
306,4...89.1....2..57...87..3....1....85.6.8.........1...99...............67.24.6..51,1.1
307,..8..75..2..9..6.....4.8....6..7.2..3....1.......8..671.3......9....21.5.7....3..,1.2
308,....48.3.2...7.....1.6....516.....9......4786...3.......2...96........4.85...3...,2.1
